card1,card2,card3,card4,card5,card6,bet1,bet2,bet3,result
JH,8C,9H,KC,7D,6D,c,r,r,loss
9D,7C,QD,9C,AS,7S,c,r,r,win
KC,KH,6H,9D,7H,QS,c,c,c,win
JD,TC,8H,9S,QS,AD,c,r,r,win
6H,JC,TC,KC,QH,JD,c,r,r,loss
AH,8H,7S,JC,9D,JD,c,r,r,loss
6D,JD,JC,KH,7H,TC,c,r,r,win
8S,AC,7H,9D,KC,TS,r,c,c,win
TH,QC,TS,TD,AC,6C,c,r,r,win
7S,AD,JS,7H,8D,6S,c,r,r,loss
9D,JD,7D,8C,TD,QC,c,r,r,loss
QH,7S,8S,AC,6S,TD,c,r,r,loss
JH,TC,9C,QD,AC,TH,c,r,r,loss
9D,8S,6C,9C,AD,8D,c,c,c,loss
6S,KH,AD,6H,9D,TH,c,c,c,win
7C,6H,JC,KC,JH,6D,r,r,r,loss
TH,KH,9C,7H,AC,JS,r,r,r,win
TC,KD,6D,9D,QD,8C,c,r,r,loss
6H,QC,AC,6S,KH,KC,c,c,r,win
KC,7C,JD,TD,AS,9H,c,r,r,loss
QH,KH,8D,KD,TD,8H,c,c,r,win
9H,KC,9C,AD,QC,TD,c,r,r,win
6H,7C,AD,6D,QC,TC,c,c,c,win
6D,TH,AD,TS,QC,KC,r,r,r,win
8D,QS,7C,7H,KD,8H,c,r,r,win
9C,TS,6D,AH,8D,QH,c,r,r,win
JS,AC,9H,AS,6H,QD,c,r,r,win
TH,QS,6D,8S,JH,8H,r,r,r,win
JC,8D,QS,9C,QC,7H,c,r,r,loss
AD,6S,7D,KC,7H,AC,r,r,r,loss
KD,AD,JD,JH,9H,QD,c,r,r,win
AH,QH,8C,QS,7S,8H,c,r,r,win
QC,AD,KC,6S,7C,QH,c,c,c,win
7S,6H,7H,9D,JD,7C,r,c,r,win
8H,6H,QS,KC,QH,9S,c,r,r,loss
6S,QC,JC,QD,KH,QS,c,c,r,win
9H,7D,TC,9C,8D,7C,r,c,r,loss
TD,TH,8C,7S,QC,8D,c,r,r,loss
KD,KS,TS,8D,KC,6D,c,r,r,win
7S,TS,7C,9S,8C,JC,c,r,r,win
9S,TC,7D,AS,AC,7S,c,r,r,win
TC,JH,QS,JC,9H,8H,c,c,r,win
6H,7D,KC,8D,9H,7C,c,r,r,loss
9S,8C,TS,QD,JD,AH,c,r,r,win
6D,KD,TC,QS,KH,KC,c,r,r,win
7S,6H,AC,7D,7H,AS,c,r,r,win
AC,KH,TC,QC,8H,6C,c,c,r,loss
JS,7H,QS,KS,JC,JH,c,c,r,win
AC,QH,KH,TS,9H,TD,c,r,r,loss
7S,6H,JD,KS,9D,TH,c,c,r,loss
9C,8C,AD,KC,6S,6H,c,c,r,loss
7C,6H,QH,AS,7D,9D,c,c,c,win
8C,8S,KD,AH,8H,KS,c,c,r,win
7S,9S,AD,AS,TS,6C,c,r,r,win
8S,9H,JC,JD,7H,8H,c,r,r,loss
8H,TS,QD,7C,8C,QC,c,r,r,win
AC,7C,8D,7D,8C,9D,c,r,r,loss
JH,6H,9C,7C,7D,KD,c,r,r,loss
8S,QD,AD,JC,QH,KH,c,c,c,win
7H,9C,JC,JD,9D,QC,c,r,r,loss
TH,AS,6S,AD,KC,JD,c,c,c,win
9H,9S,AS,QC,7D,KS,c,c,c,win
8C,TC,6C,9D,AH,QH,c,r,r,win
6S,9S,9H,6D,8D,QC,c,r,r,win
6H,QC,KS,7C,KD,JS,c,r,r,win
KH,QD,6D,JD,9D,AD,c,r,r,win
AD,QS,AS,6H,QD,KD,r,r,r,win
JS,7C,7S,AD,QC,AS,c,c,r,win
TD,QD,6H,JS,TH,QH,c,r,r,win
8C,JH,7S,QD,TS,KC,r,c,r,loss
TH,TC,TD,7H,8D,AD,c,r,r,win
7H,6D,AS,AC,KH,8H,c,r,r,loss
KC,KS,9D,8D,KD,9S,c,c,r,win
KD,JC,AS,TH,KH,8C,c,r,r,loss
TC,6C,7H,JD,AS,JH,r,r,r,loss
QD,KS,TC,JD,TD,9D,c,r,r,win
9C,TS,6S,AS,6D,7C,c,r,r,loss
8S,6C,8H,KS,KC,8D,c,r,r,win
JH,8S,9S,TD,TC,6H,c,r,r,win
QC,AD,7D,KD,KC,9C,c,r,r,loss
KH,JC,JS,7C,7H,6D,c,r,r,win
QH,KC,6C,KD,AH,7D,r,r,r,win
6D,JS,QH,9H,KS,9D,c,r,r,loss
QC,JH,9C,KD,QS,8C,c,c,r,win
TS,JC,6H,8H,7H,TD,c,r,r,loss
JS,TH,JD,QH,7C,TS,c,r,r,win
QD,QC,8D,KC,8C,7C,c,r,r,loss
AS,KD,QD,8S,AD,AC,c,c,r,win
JD,7C,9S,TC,KC,TH,r,r,r,loss
TH,QS,6D,QD,7H,7S,c,r,r,loss
AH,7D,6H,JS,7C,7S,c,r,r,win
TD,7H,7D,8D,AC,KH,c,r,r,loss
9S,KS,7D,QD,9H,AH,r,c,r,win
AC,QH,TS,8D,AH,KH,c,c,c,loss
AH,JD,8H,9S,AC,AD,c,r,r,win
8D,9S,6D,9C,9D,7H,c,r,r,win
QC,TS,QD,7H,KH,JH,c,c,c,win
TD,JC,7H,TC,JD,QH,c,c,c,loss
9D,QS,TS,AD,QC,KD,c,r,r,loss
KD,7S,KS,9C,TD,JC,c,r,r,win
AH,KS,KH,9S,6S,7D,c,c,c,win
JH,7D,8D,6C,QS,AD,r,c,c,loss
KC,JC,KH,9D,QC,JH,c,r,r,win
TD,KC,JS,AH,AD,6H,c,r,r,win
KH,7C,KS,AS,8D,8H,c,r,r,loss
8S,8H,9D,JS,AD,JC,c,c,r,win
9H,TC,7C,JH,TS,AH,r,r,r,win
9H,7D,6C,KH,JC,8S,r,r,r,loss
7H,KS,6C,8S,8H,9H,r,r,r,win
KD,JH,6D,QD,8D,KS,c,r,r,win
7C,AH,QC,QD,AC,7S,c,r,r,win
KC,9C,AD,8S,9D,KS,c,c,c,win
KS,TS,AC,QC,QS,6H,c,r,r,loss
9C,KC,AD,AH,7C,TH,c,r,r,loss
8S,AD,8D,8H,7H,JS,c,r,r,win
9S,KS,JD,KD,7S,8D,r,c,r,loss
JD,7C,8D,TD,KD,TC,r,r,r,loss
8H,6D,JS,6H,KS,7D,c,c,c,win
9D,KC,KS,JH,AD,7S,c,r,r,win
TS,QS,7D,8S,TC,KC,c,r,r,loss
JC,7H,KD,8H,TD,7C,r,r,r,loss
JC,KS,QH,6D,6S,JS,c,r,r,win
9S,8H,7S,AH,TH,7C,c,r,r,loss
JD,JS,KH,TD,QS,KS,c,r,r,loss
AH,KC,JS,7H,7D,AC,r,r,r,loss
QS,6C,AS,TH,8H,9H,c,c,r,loss
8H,9D,JC,KS,9S,AS,c,r,r,loss
6C,TD,KH,8C,JD,TC,c,c,c,win
AS,6S,7S,QC,TC,7D,c,c,r,loss
JS,9C,9D,6D,AH,QC,c,c,c,loss
TS,AH,7C,7H,TD,9S,c,r,r,win
9C,JS,9H,JD,7S,AD,c,r,r,win
8C,8H,QS,8D,TS,KC,c,r,r,loss
TS,QS,7H,KS,KH,TH,c,r,r,loss
KD,AD,AC,JC,7D,TS,c,c,r,loss
JS,QH,6S,TC,AD,9C,c,r,r,loss
8D,JD,6C,AS,JH,6H,c,c,r,win
TH,AD,KC,7C,8H,KH,c,r,r,loss
JH,8H,8C,AC,6D,QH,c,c,c,win
7S,7C,6C,JH,JS,TD,r,r,r,loss
TC,6S,6C,KH,TS,QH,r,c,r,win
KD,JC,6D,6C,TC,7C,c,r,r,loss
AS,6C,TH,KD,7C,KS,c,r,r,loss
AC,KH,9C,KS,7S,AH,r,r,r,loss
AS,QC,9H,8S,QS,KC,c,c,c,win
QH,JH,8D,JS,TH,7C,c,r,r,loss
AH,8C,8D,TC,QS,AS,r,r,r,win
8D,AD,9H,KD,9D,TH,c,r,r,win
KS,JC,7D,KD,TH,QH,c,r,r,loss
9C,JS,9H,AH,7D,7C,r,c,r,loss
6H,TH,8D,8H,JH,AH,c,r,r,win
6D,6H,7D,QC,8C,TS,c,c,r,loss
8C,6H,QS,7C,QD,9C,c,r,r,loss
KS,AD,TH,9S,8S,JD,c,r,r,loss
9S,JH,TS,8C,6D,KH,r,r,r,loss
6D,9D,7S,TH,AD,AH,c,r,r,loss
TC,QH,7S,8D,9D,KS,c,r,r,loss
JH,8H,7H,9D,8C,KC,r,c,c,win
TH,KS,AS,QC,QS,9C,c,r,r,win
6D,AH,KS,JC,KH,JD,c,r,r,loss
AS,AC,9S,7C,6D,KD,c,c,r,loss
JH,QS,QC,QD,9S,JS,c,r,r,win
7S,AD,KC,QH,9S,AS,c,c,c,win
7S,8C,7C,QC,TH,JC,r,c,r,loss
JC,JS,KD,QC,TC,AC,c,r,r,loss
KH,8C,JS,QD,6S,TS,r,r,r,win
6D,TD,8H,KC,JH,TC,c,r,r,win
6S,AC,AS,9S,KS,AH,c,r,r,win
KS,JS,JC,TD,TS,6C,c,r,r,loss
6S,6H,KS,JS,AH,8H,c,c,c,loss
AS,7D,QS,7S,AH,8S,c,r,r,win
JH,9C,9S,TH,7S,9H,c,r,r,win
9C,AC,JS,6S,KH,JD,c,r,r,loss
6H,AH,6C,KC,JH,6D,c,c,r,win
QH,TS,QS,7D,8H,QC,c,c,r,win
TD,AH,6H,AC,6D,AD,r,r,r,win
QS,AS,9H,JS,QC,JD,c,r,r,loss
AD,6C,8D,QH,8S,9C,c,r,r,win
QD,9D,TD,8C,TH,QH,c,r,r,win
KS,9S,AD,TS,JH,7D,c,c,c,loss
QS,9H,QC,9S,6C,8D,c,c,r,win
KD,TH,TD,6D,7C,QD,r,c,r,win
KC,QD,AH,KD,KS,QS,c,r,r,win
8H,TS,9C,7H,6C,8S,c,r,r,win
9C,QC,9D,KH,6H,KC,r,r,r,loss
QS,6D,KH,JS,AC,QC,r,r,r,loss
7C,JH,TH,9C,QD,7S,c,c,r,loss
7S,7C,TS,8C,KC,JH,r,c,r,loss
6D,TD,9C,QC,KD,9S,r,r,r,win
JS,6C,6S,7C,QH,AD,c,r,r,loss
KH,QD,7S,JS,QC,AC,c,r,r,win
7D,KS,6H,AC,8C,AH,c,r,r,loss
8H,7H,AD,8C,AS,KS,c,r,r,win
AC,8D,8S,QH,QD,8H,c,r,r,win
TC,8H,6H,9H,8C,9D,c,r,r,loss
JC,9H,9C,9D,9S,AS,r,r,r,win
6H,8D,7H,8C,8S,TC,r,r,r,win
KD,7D,QC,7S,9C,6D,c,r,r,loss
AH,7D,JD,7H,9S,AD,c,r,r,win
JH,KD,QS,TH,6C,8H,r,r,r,loss
KC,KS,QH,9H,TD,6S,c,r,r,win
TD,6C,6H,QD,JH,QS,c,c,r,loss
KC,KH,QH,8D,6C,JS,c,c,r,win
AH,9D,TS,AD,7S,8H,c,r,r,loss
6D,8C,8S,9D,TH,6S,c,c,r,loss
AC,8C,9H,6S,7H,JS,c,r,r,loss
KC,KD,QD,6H,QS,8S,c,r,r,win
6C,8S,KH,7D,8D,JH,c,r,r,loss
KC,QC,AC,8S,9C,QH,r,r,r,win
6S,QD,9S,6D,7H,AH,c,c,c,win
AH,KH,8C,6H,8H,8S,r,r,r,loss
KD,KC,TH,7C,9C,TC,c,r,r,loss
8D,KC,8S,AC,JS,JC,c,r,r,loss
KC,9D,6D,6H,7H,TD,r,r,r,loss
6D,6H,QD,7D,TC,7C,r,r,r,loss
8S,KH,QD,6C,6S,TD,c,r,r,loss
7S,8D,QS,9S,KH,8C,c,r,r,win
TD,7D,QD,7H,9D,7S,r,c,r,win
KD,7H,9H,TD,6C,AS,c,r,r,loss
8S,TD,JD,7D,8D,AH,c,c,c,win
AD,JC,8D,7D,TS,QH,c,r,r,loss
TS,6S,6D,JC,JH,KH,c,r,r,win
KS,AH,6C,QD,8D,8C,r,c,r,win
JH,JS,TS,8H,KH,QS,c,c,r,win
8H,QS,TC,AH,JH,JC,c,r,r,loss
JC,8S,AH,6H,7C,KS,r,r,r,loss
9S,7H,JH,7S,8H,8C,c,c,r,win
JC,KS,TS,8D,TD,9D,c,r,r,win
8H,TC,TD,JS,QC,KC,c,r,r,loss
AD,9H,JH,QC,8D,JS,c,r,r,loss
7D,6S,7H,7C,JS,JD,c,r,r,win
AH,7D,TS,6S,7H,9D,c,c,r,loss
QS,AC,TS,QD,TC,JS,c,r,r,win
8D,8S,AC,KH,7D,9C,c,r,r,loss
QC,JD,8C,6H,9H,JC,r,c,c,win
9D,9C,8H,7C,TC,JC,c,r,r,win
QH,KD,9D,QD,6D,9C,r,r,r,loss
QC,8D,9H,QS,KH,AD,c,r,r,loss
TH,6H,8D,JD,8S,JS,r,r,r,loss
QD,8D,KC,AS,8H,QC,r,r,r,win
KH,8D,TC,QD,9H,KD,r,r,r,loss
AD,JD,9S,TC,9H,9C,c,r,r,loss
AD,7D,7C,QS,9D,AS,c,r,r,loss
JS,8C,7C,AD,JC,6D,c,r,r,win
QC,6C,JC,JH,6D,7H,r,r,r,win
TH,AS,JS,TS,AH,9D,c,c,c,win
8C,8H,6C,9S,7S,KS,c,r,r,win
7D,9H,6S,AD,6D,8S,c,r,r,loss
7S,TH,6C,KC,AD,8S,c,c,r,win
8C,QD,9C,KD,QS,8S,c,r,r,win
JD,8C,9D,6H,8S,JC,c,c,r,loss
6S,TC,7C,9H,AC,9D,c,c,r,loss
9D,7C,AC,TC,8S,7H,r,c,c,win
QC,8S,QD,KD,KC,QS,r,r,r,win
6C,7S,AD,8H,TC,9H,c,c,r,loss
6H,QS,7D,8C,9D,9H,c,r,r,loss
9H,8D,JD,AH,6C,JH,c,r,r,loss
QS,JD,7C,QC,6C,AC,r,r,r,loss
JS,6C,QH,KC,JD,8S,c,r,r,loss
AS,8H,JH,7H,AD,8C,c,r,r,win
QD,KD,KH,9C,TS,TC,c,r,r,win
JH,8H,8C,QH,9S,6D,r,r,r,loss
KH,JC,8C,JH,7H,AD,c,r,r,loss
QD,6D,KD,JC,8C,JH,c,r,r,loss
KS,QH,9H,6C,QD,8C,c,r,r,win
TC,KS,AD,6S,TH,TS,c,c,r,win
9C,TS,7S,JC,8S,AD,c,c,c,win
8H,QC,AD,KS,JD,7H,c,r,r,win
AS,8D,TS,8S,JH,QS,c,c,r,win
8H,9C,7D,KH,JH,TS,c,r,r,win
JC,KH,KD,6D,TS,AD,c,r,r,win
TD,AH,7S,9H,8S,6H,c,r,r,win
KS,7H,JD,7C,KC,6C,c,c,c,win
AS,6D,7S,TS,KS,AC,r,c,r,win
QH,AC,9H,6D,TC,KS,r,r,r,loss
8H,JH,6H,JD,8S,QH,r,r,r,win
9S,AC,QD,QC,7C,7D,c,r,r,loss
JS,KH,JC,8H,9D,9S,c,r,r,win
AH,QC,AD,6D,JD,QS,c,r,r,win
QC,8H,AS,8C,KC,KD,c,r,r,loss
QS,9C,KS,JD,TS,JC,r,r,r,loss
TD,7H,7C,TH,JH,AD,c,r,r,win
TH,7S,7C,7H,8C,JH,c,r,r,win
8S,JC,QS,QC,7S,JD,r,r,r,loss
AD,7C,8H,8C,TC,QS,c,r,r,loss
TH,9D,QS,QD,JH,JS,c,r,r,loss
QS,9D,TS,9S,QC,7C,c,r,r,loss
6D,8D,QC,TS,QH,KD,r,r,r,loss
7C,AS,AC,QC,AH,9S,c,r,r,win
7H,9C,TH,8H,QC,6H,c,r,r,win
TC,KS,9S,QD,KH,6H,c,r,r,loss
9H,8D,6C,KS,8S,QC,c,r,r,win
TC,7H,AS,7D,TH,6H,r,r,r,win
TC,9C,9S,KC,QD,QC,c,c,r,win
8C,AH,8D,JD,6D,AD,c,r,r,loss
7D,8S,9S,7S,8D,JD,c,c,c,win
TC,QD,KS,6D,AC,KD,c,r,r,loss
7H,6S,9S,8S,9H,7D,c,r,r,loss
QD,9C,JH,QS,7S,KD,c,r,r,loss
TH,JD,8D,KD,JS,QC,r,r,r,win
JH,TD,6C,TH,TC,JD,c,r,r,win
7S,7C,8H,6D,QH,6H,c,c,r,win
6H,TD,QC,AH,JH,8D,r,r,r,loss
QD,KH,KS,QH,6H,6D,c,c,r,win
8H,8D,9H,7H,JH,6S,c,c,r,win
QH,QC,AS,9C,7C,JH,c,r,r,loss
JD,QS,TH,KD,AS,6D,c,r,r,win
6H,JD,TH,TD,7H,QS,r,r,r,loss
JC,6D,QS,AS,TC,7C,c,c,r,loss
JH,AD,KH,KD,JC,JS,c,r,r,win
TH,TC,KS,QC,QD,KD,c,r,r,win
KH,TS,JH,QD,7D,TC,c,c,c,win
JC,7D,KH,TC,QH,AC,c,c,c,win
8H,KS,TD,QS,9S,7D,c,r,r,loss
8C,7D,KC,8H,6S,6C,c,c,r,loss
6H,9D,AH,QD,8S,7D,r,r,r,loss
8H,KC,KS,9S,7S,AH,c,r,r,loss
QC,9C,9S,7S,7H,KC,c,r,r,loss
KD,TS,KH,TC,6C,TD,c,r,r,win
7D,JS,KD,8H,9D,QS,c,c,c,loss
TD,8S,AS,JH,JC,TS,c,r,r,loss
KD,TD,JS,6C,AS,7S,c,c,c,win
JH,KD,6C,9H,6S,TD,c,r,r,loss
9C,AS,QC,QH,7S,6H,c,r,r,loss
QC,JD,8S,8D,KS,TC,r,r,r,win
TS,JC,6C,QC,KS,AC,c,r,r,win
8H,TC,QS,9S,6H,6D,c,r,r,loss
JD,AD,KC,6S,8D,KS,c,r,r,loss
QD,AD,9H,KS,6D,TC,c,r,r,win
QS,9D,7H,7D,QH,KS,c,r,r,loss
JS,6C,KC,JD,KD,AD,c,r,r,win
7S,AH,JC,QH,TC,6H,c,c,r,loss
8D,QH,6S,KC,TS,AC,r,r,r,win
KS,KD,KC,AH,TH,9D,c,r,r,win
9D,TC,7D,7H,8C,TH,c,r,r,loss
JD,7D,AH,6C,8H,TS,c,c,r,loss
8D,9C,QS,6C,9D,AH,c,c,r,loss
AS,9C,6D,QD,KS,8D,c,r,r,loss
JS,KS,TS,JH,TH,KC,c,r,r,win
QS,KC,AD,QC,9C,AH,c,r,r,win
KC,9D,7D,QC,TS,7S,c,c,r,loss
QS,AS,TC,KC,AD,TS,c,c,r,win
8H,QS,6S,QH,8D,JC,r,r,r,loss
QD,6C,KD,AS,QS,TH,r,r,r,loss
QH,JH,9S,6C,KH,QS,c,r,r,loss
7S,KH,KC,8S,JD,JS,r,c,r,win
JC,8C,QD,KD,TS,TH,r,r,r,win
6S,QS,7S,QH,9C,9H,c,c,r,loss
AD,KD,9C,7H,7C,QC,c,r,r,loss
8H,8S,QS,QC,TH,TS,c,r,r,loss
6H,JC,9C,AS,QS,9D,c,r,r,loss
AS,7H,TD,KH,QS,9S,c,r,r,loss
TH,8H,JH,7S,TS,JS,c,c,r,loss
QC,JS,QD,6H,AH,TH,c,c,r,win
AS,7S,QC,KS,TH,AC,c,c,c,win
QS,KH,TD,QD,AC,KC,c,c,r,loss
8C,7C,8H,9C,JC,JD,r,c,r,win
TD,TH,6D,JS,7C,8D,c,r,r,win
QC,7S,7D,AH,QH,6H,c,r,r,win
6C,8H,JH,KS,9D,TH,c,c,c,win
7S,JD,7D,8S,6H,9H,r,c,c,loss
KD,6C,6H,8S,JC,6D,c,r,r,loss
QH,6H,AH,KD,TD,AS,r,r,r,loss
QC,KS,6S,TS,QS,AH,r,c,r,loss
KH,9H,QD,9S,7C,QS,r,c,r,loss
8S,JH,JD,7C,JS,6C,c,r,r,win
8D,QS,QH,8S,9H,AH,c,c,c,win
KC,6D,7D,QC,QH,6C,c,r,r,loss
6S,6C,JS,QS,7D,AC,c,c,c,win
TH,6S,7H,QH,KC,TD,c,r,r,loss
AC,QC,6H,TC,9D,7H,c,c,r,loss
7C,AC,8H,QS,JC,9S,c,c,r,loss
AH,6D,9C,7D,QC,6S,c,c,c,win
QS,TH,KD,8C,9D,TD,r,r,r,loss
JD,7D,QH,9S,7C,7S,r,r,r,win
TH,KC,6C,6S,8D,7D,c,r,r,loss
QC,7D,TC,AS,TH,9S,c,r,r,loss
7C,7D,JH,7S,JD,9H,c,r,r,win
8C,8D,9D,6C,JD,AD,c,r,r,loss
9C,9D,TC,7D,KD,8H,r,c,c,win
9D,KS,JC,7S,TS,JH,r,c,r,loss
KH,7S,7C,AD,QD,AS,c,c,r,win
9S,9D,9H,8H,KC,QD,c,c,c,win
JS,6S,TD,QS,8C,KC,c,r,r,loss
9H,AC,TD,KD,6D,QC,c,c,c,win
8S,TC,TD,9H,AC,7C,c,c,r,win
AC,AD,8H,6S,KC,7C,r,r,r,loss
8D,AD,KC,8H,QS,9S,c,c,r,loss
7D,JC,7H,QH,AH,8D,c,r,r,loss
TC,8S,6D,AC,8D,JH,r,r,r,loss
JS,AC,TD,JH,6D,8D,c,r,r,loss
AD,8C,KC,TS,JH,QC,c,c,r,win
TC,6S,JH,JC,8D,6H,c,r,r,win
KH,9C,8S,AC,TS,6D,c,r,r,loss
6D,KS,9S,QH,JD,KC,c,c,r,win
KD,AC,9H,AH,8C,AS,c,c,r,win
TD,8S,6D,AD,8H,8C,r,c,r,win
TC,TD,QC,6D,QD,AH,c,r,r,win
KD,AC,6C,AS,7C,9H,c,r,r,win
JS,6D,JH,AH,8S,AD,c,c,r,win
7C,AH,KC,8D,7D,6C,c,r,r,win
8S,9C,7S,AC,JD,KC,c,r,r,loss
9C,7D,7H,8C,7C,7S,c,r,r,win
QD,TD,9C,JS,AH,6C,c,c,c,win
6C,QS,KS,6S,8H,AS,r,c,r,loss
QH,6D,9C,TS,KH,KD,c,r,r,loss
6C,TD,KS,6D,QS,7S,c,c,c,win
QS,JH,AD,9H,8S,9S,c,r,r,loss
JC,9C,8D,6S,8H,KH,c,r,r,loss
KD,6D,9H,9C,QD,TC,r,r,r,loss
QH,6C,9S,8D,JD,6H,r,c,c,win
TS,8S,6H,8H,TD,AS,c,r,r,win
QC,7H,QH,JS,TH,7C,r,r,r,win
KC,KS,TC,9H,JC,9D,r,r,r,loss
AD,AC,QD,JC,TD,9D,c,r,r,loss
TC,TH,QD,KD,AS,6H,c,c,c,win
8H,9D,KH,QC,TS,6H,c,r,r,loss
KS,6C,7D,QS,KH,JS,c,r,r,loss
JC,QS,7H,KC,8D,6C,r,r,r,loss
QC,AD,JC,TC,AS,QH,r,r,r,win
8D,8S,JH,KS,7H,6D,c,r,r,loss
QD,QS,9S,8S,JS,AS,c,r,r,win
KC,QS,6S,JH,QC,9C,c,c,c,win
9C,QD,QC,AC,6C,7D,c,c,r,win
7D,KS,8D,6H,JH,JS,c,r,r,win
QH,8D,7H,TD,KH,7S,c,r,r,loss
QH,7C,9D,8D,7D,QD,c,c,c,loss
KH,TC,QC,AS,JD,TD,c,r,r,win
8D,AS,9C,QD,7S,TH,r,r,r,loss
8C,9D,9H,8S,9S,7C,r,r,r,win
TS,QH,7C,8C,AS,AH,c,r,r,loss
8H,AC,QD,KC,9D,KH,r,r,r,loss
JD,9H,QH,8H,TS,TD,r,r,r,win
6S,8C,6C,JC,9H,KC,c,c,c,win
KC,8C,6H,9S,AC,TC,c,r,r,win
TD,9C,6D,8C,TH,AC,r,r,r,loss
6C,7S,KS,7H,8C,AD,c,c,c,win
AC,KC,TD,JD,6H,9D,c,r,r,loss
7H,8S,9C,AH,JC,9S,r,r,r,loss
AD,9S,AH,JH,AC,7D,r,r,r,loss
AC,AS,6H,8H,JC,7H,c,c,c,loss
JS,JC,9H,6S,7C,TD,r,c,c,win
6S,QH,TD,6C,AC,7S,c,c,c,win
QD,7S,6S,QH,JD,AS,r,r,r,loss
6C,6H,7S,7C,KC,9C,r,r,r,loss
8S,KH,6D,QS,KD,TD,c,c,r,win
8H,JS,KS,6D,9S,KD,r,r,r,loss
TD,TC,9D,9H,8C,7C,c,r,r,win
7S,8H,TH,9D,8D,KS,c,r,r,loss
JC,QD,KC,7S,8D,TC,c,c,c,win
8C,KD,6S,TD,AH,JC,c,r,r,loss
KH,AC,JC,6D,6S,JD,c,r,r,win
9S,AD,JH,TH,7C,KD,c,r,r,loss
TD,9D,8H,JH,6D,9H,c,c,r,win
JS,JH,7H,AS,KD,7C,c,c,r,win
6D,TD,AS,QD,KS,AC,c,c,r,win
KH,9H,QH,9D,JD,QD,c,c,r,win
8D,8S,9C,KH,QD,JC,c,c,r,loss
6H,7S,6S,6D,9H,9D,c,r,r,win
TS,7D,9D,QS,6H,JD,r,r,r,loss
JC,KC,AS,AH,JS,9S,c,r,r,win
8C,KH,TC,6S,JH,AD,r,c,r,loss
AS,TH,QD,7C,9D,8H,c,r,r,loss
8D,7C,KS,JH,8C,QS,c,c,c,win
9S,QD,6D,8S,QC,7C,c,c,c,win
QD,TS,AC,9S,8C,8H,c,c,r,loss
AH,7S,9C,8S,JD,6S,c,r,r,loss
6H,KC,KD,6S,AH,7S,c,c,r,loss
QC,9D,JS,QS,JD,7C,c,r,r,win
AS,KS,AD,9S,8H,AH,c,r,r,win
TS,TD,8S,7C,6D,TC,r,c,c,win
7D,6C,QD,7H,8H,JS,r,r,r,win
8C,AD,TD,6S,AC,8S,c,r,r,win
AS,9S,JS,9C,9D,9H,r,r,r,win
QS,JS,7S,8H,8D,KH,c,r,r,loss
QH,JC,6C,KD,JH,TS,c,c,r,loss
QS,QC,9C,7S,JH,KD,c,c,c,win
8D,KH,7H,TH,6C,JD,c,r,r,loss
KH,TH,QS,6H,JH,7H,c,c,r,loss
7H,9S,QC,KH,9D,9H,r,r,r,win
AD,KS,9D,6S,JC,JD,c,r,r,loss
8S,JH,QH,KH,AS,KC,c,r,r,loss
6S,QD,KD,KH,QC,KS,c,r,r,win
QC,KH,8S,AD,7S,QD,c,c,c,win
TD,AC,7H,7C,KS,6S,c,r,r,loss
7C,AD,JS,7H,8S,6C,c,c,c,loss
KD,TS,QH,8S,TC,QC,c,c,r,win
KD,TC,6H,AH,JC,6D,r,r,r,loss
JS,KD,9S,JH,7S,KC,c,r,r,win
7S,KD,9D,9S,QD,6D,c,r,r,loss
7S,AS,KD,8D,KS,AD,c,r,r,win
QH,9H,6D,QC,8D,QD,r,c,r,win
9C,KC,7C,QD,9S,6C,c,c,r,win
KS,9C,KC,TS,QH,7D,c,r,r,loss
8S,9C,6H,7C,6S,AC,r,r,r,win
7C,JD,9C,8D,KH,9S,r,r,r,loss
8H,JC,6C,AC,AD,QD,r,r,r,loss
AC,TH,9S,TD,7H,6C,c,r,r,loss
8H,8C,QC,KC,9S,QS,c,c,r,loss
AD,7C,KH,7H,6D,JC,c,r,r,loss
AC,QC,8S,AS,9D,JD,r,c,c,win
JC,7H,6D,8D,QD,AD,c,r,r,loss
TC,QC,8H,KC,KH,QS,c,r,r,win
TC,QH,TD,7S,TS,8H,c,r,r,win
6D,6S,JH,9S,AH,9H,r,r,r,loss
JS,7D,AH,8C,QC,QD,c,r,r,loss
AH,7C,6D,AD,AC,JH,c,r,r,win
QD,9C,9H,KS,7H,6S,r,c,c,win
8D,TC,AH,TD,KH,8S,c,c,c,win
7C,JD,AS,8D,8S,QD,c,r,r,loss
TS,TC,AC,TH,AS,6S,r,r,r,win
6C,JS,KD,AC,TC,QC,r,r,r,win
JH,KD,6C,7C,QS,AH,c,r,r,loss
KC,QD,AC,AD,9H,8H,c,r,r,loss
KC,QD,7S,7C,AS,QC,r,r,r,loss
KD,TC,JD,JS,7D,TS,c,r,r,win
7S,8S,7H,QC,8H,QS,r,r,r,loss
TS,9H,9C,KC,JD,JS,r,c,r,win
8S,KC,QC,JH,8D,8H,c,c,r,win
AC,KD,9S,6S,QH,7S,c,r,r,loss
KS,QS,8H,QC,AD,8D,c,c,r,win
9H,QD,KH,JC,9S,TD,r,c,r,loss
9C,7S,8S,6H,JS,KC,c,r,r,loss
9S,KH,8H,KD,TS,6C,r,c,c,loss
QC,QD,6C,9H,JS,7C,c,c,c,win
TC,AH,JH,QS,KD,7C,c,c,c,win
KC,6S,JS,JD,KD,7H,c,r,r,loss
