card1,card2,card3,card4,card5,bet1,bet2,result
8C,KD,JD,9S,QS,c,r,loss
AS,TD,AH,QS,TC,c,c,win
6H,QD,JC,AS,AH,c,r,loss
6D,6S,KH,QD,JC,r,r,loss
KH,QH,TS,8S,KD,c,r,win
7H,JD,6D,9S,TS,c,r,loss
QD,AC,JD,7C,8C,c,r,win
7C,9C,8H,7D,KC,c,c,loss
TS,TC,7D,TH,7H,c,r,win
QS,TC,JH,TD,TH,c,r,win
8C,QS,QC,KD,TH,c,r,loss
TC,JH,6S,AS,KH,c,r,loss
AS,7D,7S,KC,JD,r,r,win
JH,TD,8S,8C,JC,c,r,win
7S,TC,AD,6S,QC,r,r,loss
QC,AC,KD,7D,JC,c,r,win
6S,QC,AH,8C,9D,r,r,win
QH,6S,JH,9C,6C,r,r,win
JD,AH,9D,QC,6H,c,c,win
9S,AD,7D,JH,QD,r,r,loss
9D,AH,8S,9S,KC,c,c,win
TH,JH,TC,TD,AD,c,r,win
6C,8H,AS,6D,KD,r,r,win
8S,JH,QD,6H,KC,r,r,loss
TC,9H,8S,KD,KH,c,r,win
6C,KC,TS,9D,KH,c,c,win
QC,JH,7H,AC,KD,c,r,loss
9C,AH,7S,QD,TH,c,c,win
JS,KH,QD,TS,TH,r,r,loss
AH,QC,8D,6H,7H,c,r,win
KD,9S,QC,6C,9D,c,c,win
TH,KD,6D,6H,9H,c,r,loss
7H,JC,8H,7D,JS,c,c,win
TD,KC,JC,JS,KD,c,r,loss
TS,8C,7D,KC,JC,c,r,loss
8C,8S,TH,JD,KC,c,r,loss
7S,QD,6S,7D,QS,c,c,win
TD,7D,QH,JH,7C,c,c,loss
KH,9D,8D,JS,7S,c,c,loss
JH,8D,KC,TC,KH,c,r,loss
8H,7H,8S,9H,JH,c,r,loss
6S,8H,AS,9D,KC,r,r,loss
6C,7S,9C,7D,AS,c,c,win
7S,7H,AD,AC,AS,c,r,win
QS,JC,KH,AH,TC,c,c,win
8S,TH,6S,7D,JC,c,r,win
QS,QC,KD,9S,AS,c,c,win
7C,KS,7D,8H,8S,r,r,loss
JS,7D,TH,7S,AS,c,c,win
JD,AH,7H,8C,6C,c,r,loss
QC,AH,6S,9S,KC,c,r,loss
AS,6H,TS,7S,JD,c,r,win
TH,9C,KC,TS,AD,c,c,win
KC,7H,TD,JS,AH,c,r,loss
AD,6D,8D,9D,7S,c,r,win
7D,9H,9C,TC,KS,r,r,win
KH,9D,7D,9H,7C,c,r,loss
8H,KD,TD,7C,6S,c,r,win
6C,JD,9D,KD,KC,c,r,loss
7S,9D,JH,6S,QS,r,r,loss
QD,AH,8C,6H,KC,c,r,win
9C,AH,9S,6D,TD,c,r,loss
8C,JC,KD,7D,8H,r,r,loss
9C,9S,QD,TS,TH,c,r,loss
8S,7H,TD,JC,KC,r,r,loss
AC,7C,9D,6C,TH,c,c,loss
6H,AC,QH,JC,8D,c,c,win
8C,AD,QD,KH,AC,c,c,loss
AH,AC,9C,8S,TD,c,r,loss
QH,8D,9H,JC,6C,c,r,loss
TC,AC,KH,TS,8C,c,r,loss
9C,KH,JS,9S,QD,c,c,win
TD,8S,7C,AS,7H,c,r,win
QC,QH,6H,7D,QD,c,r,win
8H,AD,AS,JC,6D,c,c,loss
7H,KH,8H,QH,AS,c,c,win
TD,8H,KC,QH,KD,c,r,win
7C,TC,7D,QS,JH,c,c,loss
6D,JH,6H,6S,9S,c,r,win
TD,QD,TS,AS,8D,c,r,loss
KS,9D,7S,TS,6C,c,r,loss
QH,JH,6H,AD,QS,c,c,win
8D,KS,QS,9C,6C,c,r,loss
AH,7D,KH,QC,TD,r,r,loss
6C,6S,AD,6D,QC,c,r,win
TS,JD,9C,JS,KC,c,r,win
TC,QC,8H,KC,KD,c,r,loss
TS,8H,8C,QC,QD,c,r,win
QC,7C,AC,QD,9H,c,c,win
KD,6C,8S,KS,TD,c,c,loss
9D,AS,TS,6C,JD,c,r,win
7C,8C,9D,JD,6C,c,r,loss
QH,KS,JD,8H,AS,c,c,loss
TC,QD,AH,JH,9H,c,r,loss
AH,TC,8S,7S,QS,c,c,loss
7D,6S,9D,JS,6D,c,c,win
6S,7C,6C,8C,7H,r,r,loss
AD,7H,TH,AC,9D,c,c,loss
8H,TS,6S,8D,JD,r,r,loss
9C,7D,7C,AS,TD,c,r,loss
9S,8S,9C,KC,KS,r,r,win
QH,7H,KD,AH,AD,c,r,win
8S,TC,9H,JH,JD,c,r,win
TD,KD,JS,9C,QC,c,r,win
AC,AS,AH,AD,9D,r,r,win
QH,AS,6C,KD,8S,c,r,loss
KS,KH,9H,JD,AD,c,c,loss
6D,6C,9D,QS,7S,r,c,win
JD,7S,9D,JC,AS,c,r,loss
JD,7H,QS,9S,7D,c,c,loss
8C,KC,8D,9D,AH,c,r,win
KS,QH,QC,AC,7D,c,r,loss
KC,6H,8H,KS,QD,c,c,win
8D,QH,KD,7H,6C,c,r,loss
8D,8S,6D,JS,KC,c,c,loss
JH,9C,6H,KC,6C,r,r,loss
6C,JH,AC,QC,JC,r,r,win
7S,6S,JH,8S,8H,r,r,loss
TS,6S,6D,8D,AD,c,r,loss
8C,TS,QS,7S,7H,r,r,loss
6C,6H,TD,KD,AS,c,c,win
8C,9S,TH,7H,QC,c,r,loss
AH,8D,6D,7D,QD,r,r,loss
QD,9S,TS,7H,6C,r,c,loss
JH,TD,KD,QD,7C,r,r,win
AS,AD,QC,7C,8S,c,c,win
KH,QS,6D,TS,JS,c,c,win
6H,AH,KC,AS,8H,r,r,win
7D,9S,TD,TC,AC,r,r,loss
TS,AC,KS,JD,9H,c,r,loss
AD,QD,AH,TC,7D,c,c,win
JD,6S,QC,6D,KC,c,r,win
TC,6D,6H,7H,8D,c,r,loss
9S,9C,9D,8S,7D,c,r,win
9C,6C,9S,QC,TS,r,r,loss
AD,6S,JC,AS,AC,c,r,win
TD,6S,KC,8S,9C,c,r,win
7H,6C,QD,QC,JH,c,r,loss
TD,7S,KD,QD,8S,c,c,loss
QS,KC,6D,6S,TC,c,r,win
7C,7S,QD,JC,8C,c,r,loss
JH,AH,8H,9S,JD,r,r,loss
7C,TD,QC,JS,6H,c,c,loss
9C,JD,8S,QC,KC,c,r,win
9S,KD,6D,6H,TH,c,r,loss
KD,7C,QD,7S,JD,c,r,win
QS,QH,8C,7S,9D,c,r,loss
6H,9H,JH,7D,TS,c,r,win
QD,AH,TC,9C,9H,c,r,loss
JC,7S,QS,TS,7H,r,r,loss
QD,6C,KS,JC,9H,r,r,loss
8C,JC,9D,AC,QC,c,r,loss
QD,AH,KS,9S,9H,r,r,win
KS,9H,JD,8D,8S,c,r,win
TS,JC,9S,AD,AC,c,r,loss
AD,8D,6S,JD,TH,c,c,win
TD,JH,7C,TC,TS,r,r,win
AH,AC,QH,KH,AS,c,r,loss
KC,TH,6C,6D,QH,c,r,win
QS,9D,9C,JS,6S,c,r,loss
JS,AS,7H,7C,8S,c,r,loss
AD,AS,JD,7D,QD,c,c,win
9S,QS,9H,6H,7H,c,c,win
AH,9S,QD,QH,KH,c,r,win
8S,8C,JC,9D,AD,c,c,win
TD,QS,AD,6S,8H,c,c,win
JC,TC,8D,AC,8H,c,r,win
JS,KH,8H,7C,KS,c,c,win
JD,TS,TC,9C,JS,c,r,loss
KC,KH,9C,QH,JH,r,r,win
8S,JC,KH,9S,JH,c,c,win
KS,JH,7D,7C,KD,c,r,loss
7H,7S,6S,AC,JD,r,r,loss
8D,7D,6H,JH,QD,c,r,loss
KH,KD,JD,7C,AC,c,r,loss
KH,6S,QC,6H,JD,c,r,loss
AS,QH,JH,8C,6H,c,r,loss
8S,QD,8C,QC,JC,r,c,win
JS,9D,TD,TH,9C,c,r,loss
QD,QH,KS,7D,TC,c,r,loss
KD,7S,6S,TS,7H,c,c,loss
7C,TD,JS,8S,6D,r,r,win
9C,KH,8H,KC,QD,c,c,win
AS,8C,AD,TS,8S,r,r,loss
JC,9S,QH,TS,6C,c,r,win
AC,KC,7H,AD,6C,r,c,win
AS,QC,AC,8S,8C,r,r,win
9S,7C,JD,AS,6C,r,r,win
9D,QD,9S,9H,QC,c,r,win
JH,QD,QC,KD,6S,c,r,loss
TS,KD,9S,9C,TC,c,r,loss
8S,AC,QC,KC,QH,c,r,loss
9S,QC,6C,7C,TC,r,r,win
AS,8D,TH,KS,JH,c,r,loss
JS,7C,7H,KD,AH,c,c,loss
8S,AH,JD,7C,KC,c,r,win
AC,8C,6H,JS,7H,c,r,win
7D,JH,6D,7C,JS,c,r,win
JD,8H,6H,TS,TD,c,r,win
QC,7S,7C,8S,AC,c,c,loss
8C,7S,JC,8D,AC,c,r,loss
QS,8C,9D,9H,JD,r,r,win
7H,TC,6S,TH,TD,r,r,win
AC,TH,KS,6C,JD,c,r,loss
8D,TD,9D,QD,9C,c,r,loss
AH,9D,JS,7H,TC,c,r,loss
JS,TH,TC,6H,6D,c,r,win
9C,JD,6C,AS,JC,c,c,win
JD,9C,6C,9H,7D,c,c,loss
8C,7H,6C,QS,6S,c,r,win
KH,KC,KS,JH,AC,c,r,win
9S,KD,7H,6C,TH,c,r,loss
TS,QC,8S,QD,AH,c,c,win
QS,TD,9H,9D,6C,c,r,win
AS,KH,TH,TC,AH,c,r,loss
7C,QD,AC,KS,JD,c,r,loss
AH,7S,JH,TS,9D,r,r,win
QD,TC,TD,JH,QC,r,r,loss
6S,6C,8C,KS,7C,c,r,loss
KS,7H,8H,QD,9C,c,c,win
KD,QC,QD,QH,AD,c,r,win
7H,TC,6D,6C,KS,c,r,win
QH,6D,KD,7H,9S,r,r,loss
8C,KS,QD,9S,KC,c,r,loss
7C,QS,KD,QD,9S,r,r,win
6H,QH,TD,9D,QS,c,c,win
QH,7S,8H,6D,JD,c,r,win
QD,8C,9C,AS,TD,c,r,loss
7C,QH,8C,JD,QD,c,r,win
6D,AS,QD,7S,KS,r,r,loss
AC,7H,9D,JH,KD,c,r,loss
6H,TH,7D,9S,KC,c,r,loss
QH,AC,TC,6S,9H,c,r,loss
AS,KH,AD,TH,9D,r,c,win
8C,KS,TH,TC,9C,c,r,loss
KH,7C,QC,JD,6H,c,r,win
TC,AD,AH,8H,8C,c,r,win
JC,6D,AC,9H,TD,c,r,loss
AD,TD,TH,AH,KS,r,r,loss
TC,TH,6C,8D,9D,c,r,win
KS,TD,JS,7D,8D,c,r,loss
TD,8C,AH,6H,TH,c,c,loss
QS,QD,JC,TS,6C,c,r,win
6D,KS,AC,TC,AH,c,r,loss
7C,TS,9C,QC,7S,c,c,win
AC,TS,8C,QS,AD,c,c,win
6S,8H,9C,8S,8D,c,r,win
JD,9C,AC,8S,JC,c,c,loss
7S,JS,KC,TH,QH,c,c,loss
TS,AD,9S,AH,KS,c,c,loss
AH,TS,6C,9C,JH,c,c,loss
8D,TC,TD,JC,JS,c,r,win
JH,KH,8S,TH,7D,c,r,loss
QS,QH,7H,TD,JS,r,c,win
8C,9H,AC,TH,JH,c,c,win
6C,AH,QS,7H,TD,c,r,loss
7H,6C,QS,7D,KH,c,r,loss
9C,TD,JC,KD,AC,c,r,loss
QH,KH,AD,QD,QS,c,r,win
KH,QC,JD,KD,TS,c,r,win
KC,9H,KS,TS,6S,r,r,loss
TS,AC,TD,JH,KC,c,r,loss
7C,QS,8S,QD,AD,c,r,win
9H,JS,9D,JD,TS,c,c,loss
KD,8D,TS,QH,7S,c,r,loss
QH,TS,9S,TC,AC,c,r,win
9S,AD,KD,TD,7S,c,c,win
9H,JC,KD,QD,QH,c,r,loss
JS,JH,QS,QD,7S,c,r,win
9H,QS,AC,9C,6D,c,r,loss
AS,JD,JS,7D,9D,c,r,win
6H,7S,8D,KH,6D,c,r,loss
7C,AD,AC,AH,JH,c,r,win
TC,7D,QD,KD,6C,c,c,win
7H,9S,JD,6D,KD,c,r,win
KH,KC,TH,9H,AS,r,c,loss
8D,TD,9D,8C,8S,c,r,win
9C,JD,AC,8S,KD,r,r,loss
QD,JS,8H,KC,7H,c,r,win
TD,AC,6H,9H,AS,c,c,win
TH,KC,AH,7D,TD,c,c,loss
AS,6S,9D,TH,AC,c,r,loss
7H,JS,JD,6D,8H,c,c,loss
6D,6H,7H,6S,KD,c,c,win
KD,QH,JD,8D,9H,c,c,win
7C,TD,QD,AS,6D,c,c,win
8D,KC,7S,KD,AH,c,r,win
QD,QH,9C,7D,AH,c,c,win
QD,7H,6S,7C,AC,c,r,loss
QC,KS,QS,KH,8S,c,c,win
QC,8H,QS,TD,TS,r,r,loss
6D,7D,TD,JS,7H,c,r,loss
KD,AS,QH,7D,9H,c,c,loss
8S,TS,9H,7S,JH,c,r,win
9S,TD,7S,6D,7H,c,r,win
AS,9C,9D,JH,KC,c,c,loss
QD,9D,6S,7D,JC,c,r,win
9C,JH,9D,TD,QD,c,r,loss
KH,6S,6D,KD,QC,c,r,win
JD,QS,7D,TH,KH,r,r,loss
9S,9D,TC,QC,AC,c,r,loss
TS,9C,KD,7C,TC,c,c,win
7C,6S,6C,JH,QS,c,r,loss
QH,AD,KC,9C,JS,c,r,loss
8H,TC,AH,TH,TS,c,r,win
AH,8S,8H,8C,KC,c,r,win
QH,7D,9C,8S,JC,c,r,loss
8H,TD,8S,8C,JH,c,r,win
KS,KD,6C,AD,7C,r,r,win
KC,6S,AH,KS,QD,c,c,win
KH,6D,JD,TD,KC,c,r,win
KH,AC,8S,9H,KS,c,r,win
QH,TC,TH,9C,AC,c,r,win
TS,TD,9C,AD,7H,c,r,win
7D,7H,9C,6C,6D,r,r,loss
7C,TD,6H,8S,QC,c,r,loss
KS,8S,6C,8H,6S,c,r,loss
JS,QH,JC,7S,KC,r,r,loss
6H,AC,9S,8S,TH,c,r,loss
AD,6D,9D,6H,7D,r,c,loss
KC,QD,7D,TS,QC,c,r,win
QD,7S,JC,8D,AH,r,r,loss
QD,TH,AD,TD,8D,c,r,win
JS,TH,AH,QS,6C,r,r,win
9H,TS,6H,7C,TC,r,c,win
8S,7H,AC,6C,AH,c,r,loss
6S,7D,QC,JS,TS,c,r,loss
8C,KD,9C,QD,JH,c,r,loss
6D,JC,AD,QC,7H,c,c,loss
6S,AD,KH,AC,JS,c,r,loss
JH,TS,AD,8H,9D,r,r,loss
6H,TD,9S,KH,JH,c,c,loss
9C,JH,KC,7C,AH,c,c,win
JS,AD,KC,KD,KH,c,r,loss
QS,7C,JS,TS,7D,c,r,win
AH,9H,7H,QD,7S,c,r,win
JS,8S,6H,KH,JD,c,c,win
AD,KS,6D,6S,TD,c,r,loss
JC,9S,7D,9C,8C,c,r,win
7H,7D,9H,KD,QS,c,r,loss
JC,7C,KD,6C,6H,c,r,win
6S,TH,6D,AD,AC,c,r,loss
8C,6H,AC,QD,AS,c,r,loss
TH,JS,7H,TC,KD,c,r,win
TH,8S,KH,JC,AH,c,r,loss
9C,QC,8C,6D,AS,r,c,win
7S,QC,6H,9H,6D,c,r,win
9S,9C,7C,AC,9H,c,r,win
6H,TD,9C,KS,TH,c,c,loss
8S,QD,9H,7D,TS,c,r,loss
TS,9H,7H,8H,JS,c,c,win
9C,8D,AS,7S,7C,r,r,win
KC,6H,9S,7H,TH,c,c,win
TC,AH,AC,9C,7D,c,c,win
JC,AS,6S,QH,9S,c,r,loss
6H,TD,JC,8S,7S,c,r,loss
7C,QC,7S,6C,TH,c,c,win
6C,KD,7D,TC,TD,c,r,loss
KD,9C,8H,9S,AD,c,r,loss
6H,TH,KS,JH,QD,c,c,win
TD,7C,7S,6H,KH,c,r,loss
QS,TC,7S,9H,TD,c,c,win
8S,QS,8C,9D,JC,c,r,win
6D,AC,TD,6S,QD,c,c,loss
8D,JD,QS,TC,9H,r,r,loss
JS,QC,9D,7D,TD,c,r,win
QH,JH,7H,TC,6C,r,r,loss
7H,TH,KH,7C,JS,c,r,win
8S,AS,KD,KH,AH,c,r,win
QC,AD,9S,9D,7C,c,r,loss
JD,AC,QH,AS,6D,c,c,win
AH,KD,6S,JD,KS,c,c,loss
8H,8S,TS,6S,QD,c,r,win
8S,7S,6H,6C,7C,c,r,win
JC,6S,AD,8H,8C,r,r,loss
JH,6S,AH,TC,JD,c,c,win
6D,KC,8S,9D,QH,c,r,loss
9H,7D,AD,9S,TD,c,c,win
QS,AD,QC,7D,AS,c,r,win
QD,AS,8D,8C,JC,c,r,win
QH,9D,QC,QS,7C,c,r,win
AC,QS,7S,8H,9C,c,r,loss
7H,JH,6S,AC,KH,c,r,loss
TH,AD,JD,QS,7C,r,r,win
KD,7S,9S,AC,KS,c,r,win
9H,KC,QS,6H,9C,c,c,loss
7S,QC,KH,AC,6S,c,r,loss
TD,JS,6D,9C,TS,c,c,win
TH,6H,6D,8C,7D,r,r,loss
TS,JC,QC,AH,TH,c,c,win
JC,TD,AD,JH,8C,c,c,win
9S,8H,9C,TD,7H,r,c,loss
6S,AS,JD,KS,8D,c,r,loss
JH,KC,TS,9H,JD,c,c,win
TS,QS,6H,JD,8H,c,r,loss
AH,QC,JH,7C,KC,c,r,win
7D,8S,KC,6D,TH,c,r,loss
8C,TS,JC,9S,AC,c,c,loss
6H,7D,KS,7C,JH,c,c,win
9S,TH,KD,JD,9C,c,r,loss
7C,KS,KD,AC,6S,r,c,loss
TC,QC,JD,8C,7S,c,r,win
9D,QD,TH,8C,AC,c,c,win
6C,QD,TC,AS,QC,c,c,loss
AD,8S,7D,KD,6D,c,c,win
KH,8H,6H,KD,QH,c,r,loss
6C,TD,QC,KD,TC,c,c,win
JS,9C,TS,6D,KS,r,c,loss
KD,KH,QH,JS,8H,c,r,loss
8S,KS,8H,QD,JH,c,c,win
KS,6D,JH,9D,9H,r,r,win
KC,8S,JD,7D,AD,c,r,loss
JD,QS,6D,JC,QC,c,c,win
9S,7C,AS,AH,QH,r,r,loss
QD,9D,JD,KH,7C,c,r,loss
8C,KH,JH,6C,8S,r,r,loss
JS,6D,9D,KC,AC,c,r,loss
6D,6H,QS,KC,AS,c,c,loss
QD,AD,AH,6D,JH,c,c,win
QS,9H,8C,9D,AS,c,r,win
7C,TH,KH,6S,8D,c,c,win
QD,KD,KS,KH,JS,c,r,win
8D,QS,AC,8H,JH,r,r,win
7D,JD,JC,QS,9H,c,r,loss
AD,8H,QH,QC,9H,r,r,loss
AD,8H,JD,KD,QS,c,r,loss
AS,8H,7C,9H,JS,c,r,loss
7S,6C,JD,QD,AS,c,c,loss
AD,QH,TH,7H,9D,r,c,loss
AC,6C,AD,TH,QD,r,r,loss
8H,AC,TC,QS,8C,c,r,loss
9C,AS,8C,9H,KC,r,c,win
8C,KH,JH,9C,QC,c,r,win
TS,TH,AS,TC,7H,c,r,win
7S,TS,8C,6H,QC,c,r,win
QD,AS,7S,9S,9D,c,r,win
9C,9D,JH,9H,QS,c,c,win
6S,JH,7S,8S,TS,r,r,loss
6C,9C,QH,7S,AS,c,r,loss
9C,JD,7S,7C,8C,c,r,loss
9C,AD,KS,7C,KC,c,r,win
JC,8S,KD,9H,QC,c,c,win
8D,8C,JD,KC,TD,c,c,loss
KH,9S,AS,9D,9H,c,r,win
AC,6D,9D,JD,KC,r,r,win
7S,AC,6S,9H,KH,c,r,loss
JH,KD,7S,QC,8C,c,r,loss
JC,8S,6S,TH,9D,c,r,win
QH,7H,QS,JH,9H,c,c,loss
QC,6C,KD,AS,AC,c,r,win
7H,7C,8D,9H,JC,r,r,win
7C,JC,7H,7S,6S,c,r,win
8H,KC,JC,8D,7H,r,r,win
6C,7D,AD,TD,7S,c,r,win
QC,JC,8H,AC,7D,c,r,win
AS,TS,7S,TH,7D,c,r,win
KD,9H,QD,AS,TD,c,r,win
AH,9D,QD,TH,6H,r,r,loss
QC,TC,AH,7H,QH,c,r,loss
KS,6S,8C,6H,QS,c,c,win
7C,7H,QC,8H,9H,c,r,loss
6S,TH,KC,QD,8S,c,c,win
QS,TH,7H,9S,AS,c,r,loss
QD,9D,JC,TH,JH,r,r,win
TD,KS,9C,7D,TS,c,r,loss
6S,9S,AH,QC,TC,r,r,loss
9D,QC,8H,JS,AD,c,r,win
8H,9C,AD,KC,JD,r,r,loss
QH,JC,KD,AD,AC,c,r,loss
9D,AS,6D,AC,KS,c,c,loss
QD,6S,QS,6H,7S,c,c,win
8H,TH,AD,7H,JS,r,c,win
9S,JS,7C,TC,JH,r,c,loss
KS,TC,AS,9S,AC,c,r,loss
9C,7S,JC,TH,7D,c,r,loss
AH,9C,7H,QD,QS,r,r,loss
QS,AC,6D,JS,9S,c,r,loss
QD,7C,7D,9S,8C,c,r,loss
KC,TH,QD,9C,9H,r,r,loss
7C,9D,8D,QS,KH,c,c,loss
AC,KD,QH,9C,KH,c,c,win
AD,9S,JS,8D,6S,c,r,win
7S,JD,8C,JH,7H,c,r,loss
AD,KD,8H,8S,JD,c,r,loss
KH,7C,6S,JS,KS,c,c,win
JS,TD,QH,JC,JH,c,r,win
JH,JD,8C,6C,AH,c,r,win
AD,9H,8C,KH,7S,c,r,loss
QD,JH,TD,KD,JS,c,c,win
9C,JS,6H,AD,QC,c,r,loss
7D,JD,JH,KC,QD,c,c,win
AC,TD,QH,JC,7H,c,r,win
AS,KS,9D,8S,9S,c,r,win
8S,6S,JC,JD,JS,r,r,loss
QH,JD,JS,KD,JH,c,r,win
9D,7C,AS,KS,6C,c,c,loss
9H,TC,8C,AS,JH,c,r,win
QC,8D,7D,JS,6D,r,r,loss
QS,6C,KH,9C,7C,c,r,loss
TD,KH,6S,KC,8C,c,c,win
AC,AH,KH,AS,JC,c,r,win
TC,KS,AC,8H,7S,c,c,loss
QS,9S,9D,KS,6H,r,c,win
8H,QH,AC,QC,QD,r,r,win
9H,KH,8D,TD,KS,c,r,loss
AH,QC,KC,6S,AS,c,r,loss
8C,JS,8S,AS,QC,c,c,win
6D,7D,6C,QC,TH,c,r,loss
9S,AS,8H,8S,8D,c,r,win
7S,9H,KD,KS,KH,r,r,win
KC,9D,QH,KS,8S,c,c,loss
7D,6D,8D,KS,JC,c,c,loss
8H,JH,8D,JS,JC,c,r,win
JD,TD,9D,7C,KD,c,r,win
TH,QH,7H,6S,QC,c,r,win
JD,8H,QS,6S,AH,c,r,loss
8H,QH,6H,TC,TS,r,r,win
8C,6S,7S,6H,8H,c,c,loss
TC,TD,JS,QS,AC,r,r,win
AH,9H,KD,QC,JC,r,r,loss
KS,9H,JC,TC,8H,c,r,win
QH,8C,QC,7S,JC,c,c,win
TS,AH,8C,JS,KC,c,r,loss
7H,6D,KC,QH,6H,c,r,win
JS,9C,9H,QH,KS,c,r,loss
TS,7S,AC,KS,QD,c,r,loss
6H,JC,6S,8H,KC,r,c,loss
JH,9H,8S,JS,TC,r,c,loss
6C,8H,8S,JD,AC,c,r,win
7C,QH,8C,JS,AD,c,c,loss
9C,QS,6C,KD,7H,r,r,loss
QD,7D,JD,6C,7S,r,r,loss
6C,QH,9H,QD,KS,c,c,win
9H,TH,QD,JH,AH,c,r,win
AS,TD,TS,AC,6H,c,c,win
QD,6D,TS,TC,KC,c,r,win
9S,AC,7D,AS,9C,c,r,win
6H,AH,TS,9H,KS,r,r,loss
8H,TS,7C,QC,AD,c,r,loss
KD,7C,AC,TH,QH,c,c,loss
QH,KH,6H,8C,AC,c,c,win
8H,6S,7S,AC,8D,r,r,win
TH,QD,QS,7S,9S,c,c,win
KD,7S,AC,9D,JS,c,r,win
QD,KS,TH,AH,6H,c,r,loss
TS,KS,TD,TH,9S,c,r,win
KC,7H,AS,JH,9S,c,r,loss
6C,8C,7D,6H,JS,r,c,win
7S,9H,AS,QS,8D,r,r,loss
8S,KH,TC,JC,QD,c,c,loss
QC,JD,QH,6D,8D,r,c,win
QH,AS,QD,8H,TS,r,r,win
JS,6C,KH,6S,JD,c,r,win
TH,AD,8C,TC,AH,c,r,win
QC,6S,JH,7S,9D,c,r,loss
6C,JH,JS,9C,7C,c,r,win
JC,6H,9D,6C,9C,r,r,loss
TD,7C,AS,7H,JC,r,r,loss
KH,7C,6C,JS,7H,r,c,win
7H,AH,7D,KS,AS,c,c,win
9C,JC,6C,9S,7C,c,r,win
JD,KS,6S,JH,7S,c,r,win
TC,AD,JH,8H,9D,c,r,win
JC,6D,TS,JH,AH,c,c,win
JS,7D,9S,AH,AS,c,r,win
9D,KC,6D,6S,JS,r,r,win
QH,7S,JD,JH,KD,c,r,loss
QC,AS,7H,QD,AC,c,c,loss
7H,9H,QD,AC,9S,r,c,loss
7D,KS,8D,AS,9H,c,c,loss
7S,8C,KC,9D,KD,r,r,win
QS,AS,QH,TS,9H,c,c,loss
KS,JS,9C,6S,QD,c,r,win
JC,7C,8C,7H,TS,c,c,win
QD,9H,TD,7D,8S,r,r,loss
7H,QD,AH,JS,KH,c,r,loss
JD,AC,JC,TC,8S,c,r,loss
6S,KS,6H,7H,TC,c,c,loss
KC,AS,QS,QD,JC,r,r,win
7C,9C,TH,7D,TC,c,r,win
AH,9D,KD,JS,7D,c,r,loss
6H,8H,6C,7D,AC,c,c,win
6S,8S,TC,6H,TH,c,r,loss
QS,6D,TC,QH,JD,r,r,win
6C,7D,AC,7C,9D,c,c,win
KS,TC,8S,JS,QD,c,r,win
8D,7S,AD,8S,9D,r,r,win
9S,QS,8S,KD,QC,c,r,win
TD,9D,KC,7D,7H,c,r,win
TS,QC,AC,8H,JH,c,c,win
JH,6D,8H,AC,JC,c,r,win
6D,8D,8C,7D,8S,c,r,win
9S,TD,JS,6D,JD,c,r,win
JC,JH,QC,8C,TH,c,r,loss
JH,9C,7C,KD,6H,c,r,loss
9D,AS,6D,8C,JH,r,r,loss
6C,JD,JS,TD,JH,c,r,win
TD,QD,8S,7S,KC,c,c,win
KH,6D,AC,8C,8D,c,r,loss
JC,9H,KH,JS,QS,c,c,win
TH,JH,AC,8C,6H,c,r,loss
AD,KS,KH,JC,KC,c,r,win
8C,AH,AS,7H,7C,c,r,win
9H,JH,QC,8S,6D,c,r,loss
7S,8H,8D,9H,QC,c,c,win
9S,TH,TD,QD,KH,r,r,win
AH,KH,QH,9C,8C,c,r,loss
6D,AD,TH,TS,JD,c,r,win
KD,KH,JD,9S,7H,c,c,win
7H,KH,JD,KS,KC,r,r,win
8C,QH,7D,KD,JS,c,r,loss
9C,KD,8H,JD,9D,c,r,win
7D,9S,QD,KD,JS,r,r,win
JD,AS,9H,KS,QH,r,r,win
TD,AS,TC,TS,JS,r,r,win
QD,6D,9C,KD,9S,c,r,loss
JH,6C,7D,KH,JC,c,r,loss
9S,KD,9C,8S,9H,c,r,win
AH,JH,TC,KS,6D,r,r,loss
9H,QD,9D,7C,AD,r,r,loss
TS,AS,6C,9D,JC,r,r,loss
AH,JH,8D,KS,TS,c,r,win
7C,TH,9H,TS,AD,r,c,win
QC,8H,AC,9D,QH,r,c,win
JH,9D,KC,AS,8H,c,c,loss
TS,KD,8S,QS,9H,c,r,win
JS,6D,KH,8S,JC,c,c,win
AH,7H,8D,JH,QD,c,r,loss
6D,8D,KC,8S,9C,r,r,loss
6C,8S,9H,8C,7H,c,r,loss
KD,7H,9D,8S,TC,c,r,loss
JS,7H,JC,QS,9D,c,r,win
AD,KD,7S,TS,6C,c,r,loss
QD,7D,KD,8S,7C,c,r,win
6D,QH,JD,9S,JC,c,r,loss
7D,KD,QD,JC,9C,c,r,loss
KD,6S,JD,TS,9S,c,c,loss
8H,8S,7S,AS,7D,r,r,loss
9H,9S,7H,TS,8S,c,r,win
JS,8C,JH,7H,KH,c,c,win
TD,6D,7S,QC,8S,c,r,loss
TC,7C,7D,TS,AS,c,c,win
KD,QC,JS,AH,JH,c,r,loss
JH,TH,7D,QH,6H,c,r,loss
7C,KS,TD,QS,6D,c,c,loss
AS,JH,6H,KD,7D,c,c,loss
7H,TD,QC,8S,KH,c,r,loss
TC,JH,QH,AS,KH,r,r,win
8D,9D,KC,7S,JS,c,c,win
9D,QD,KD,KC,6H,c,r,win
