card1,card2,card3,card4,card5,bet1,bet2,result
9H,8D,QH,JD,8C,c,c,win
QD,AD,6S,8D,AC,c,r,win
6C,7H,9S,QC,6S,c,r,loss
8D,QC,JH,6D,6C,r,r,loss
7S,QH,8H,TD,8C,r,r,loss
QD,TS,TD,JC,9H,r,r,loss
JD,QD,6D,JH,9D,c,c,loss
AH,QS,8D,AD,JD,c,r,win
JH,QS,7D,6S,7C,r,r,loss
6C,6D,7H,TH,JS,c,r,loss
7D,AS,7C,9S,8H,c,r,loss
AH,8H,KC,QD,TD,c,r,loss
QS,6C,TD,KS,9H,c,r,win
TD,KS,7C,8S,9H,c,r,win
9D,9H,TH,6C,8C,c,r,win
JC,KD,6S,6H,KH,r,r,win
TD,JD,TH,KD,8C,r,r,win
TS,TD,TC,7C,8S,c,r,win
QH,9S,6C,KC,7C,c,r,loss
9C,JS,9H,JH,QC,c,r,loss
TH,8S,JC,JD,KH,c,r,win
7S,QH,8D,6H,9D,c,r,win
JD,JH,7H,8C,9S,c,r,win
AD,9D,QD,JS,6D,c,c,win
QS,7S,9S,QD,AC,c,c,loss
8H,7H,QH,7S,8D,r,c,win
9D,AC,KS,9S,TS,r,c,win
7C,8C,AS,JD,AH,c,r,loss
QS,JC,JS,KC,7H,c,r,win
AH,JS,KD,QS,7H,c,r,loss
6H,7C,9C,JH,AC,c,r,loss
6D,TC,7D,AH,8S,c,r,win
QC,TH,9H,6H,QS,c,c,win
QD,9D,8D,KC,AH,c,r,loss
JH,8D,QS,7S,6H,c,r,win
KD,6D,9H,7S,7H,r,r,win
AC,6H,9D,8S,7C,c,r,loss
9C,KH,AD,AS,QH,c,r,loss
AC,6H,JH,6S,JC,r,r,loss
8C,7S,8H,KD,7H,r,c,win
6C,TC,JD,7H,JC,c,r,win
JD,7H,JH,8D,6D,c,r,win
7S,6H,AC,TD,8H,r,c,win
KH,9D,JC,8H,6C,c,r,loss
QD,QC,JC,8S,9S,c,c,win
AS,8C,KC,TD,7D,r,r,loss
7S,AS,8S,9S,6D,c,r,win
JC,8H,9D,JD,AS,c,r,win
8D,6H,JC,8C,6S,c,r,win
9S,8D,7H,JC,KC,c,r,loss
JD,8H,9S,QC,7S,c,r,loss
AH,8S,8D,7D,QC,r,r,loss
TD,KC,8H,KH,KD,r,r,win
9H,QC,7S,6S,9S,c,r,loss
QC,8S,TS,7H,8D,c,r,win
JD,KS,TH,TS,AH,c,r,loss
9D,KH,7H,8S,6C,c,c,loss
7C,KD,6S,9S,KC,c,r,loss
7S,TC,TD,6D,8C,r,c,win
KS,KD,TH,8H,6H,c,r,loss
JS,7C,TH,9C,7H,r,c,loss
AH,QD,KC,QC,9C,r,r,win
QD,QH,8D,TC,TD,c,r,win
KH,8C,AH,7D,JC,c,r,loss
JC,9C,9H,7C,6D,c,c,loss
JC,AD,TS,8S,7C,c,c,loss
TD,KS,7S,8S,KD,c,r,win
7D,8H,QH,6H,TC,c,c,loss
6C,KS,JD,7C,8S,c,r,loss
8D,6C,QC,TH,8C,c,r,loss
6C,TC,6D,KC,JD,c,c,loss
AC,6D,8S,QS,JH,c,r,loss
7S,AD,AH,AS,9S,c,r,win
TD,9H,KS,KH,JH,c,r,loss
7H,JC,JH,JS,QC,r,r,win
AC,TD,AD,QH,JD,r,r,win
AH,TS,KD,9D,QD,c,r,loss
6D,QC,QH,JD,7H,c,r,loss
9D,TS,JH,TH,KC,c,c,win
8C,8D,JS,KD,QC,c,r,loss
8C,JC,8S,6S,AS,c,c,win
AC,8C,QD,JD,7C,c,c,loss
AC,KS,6S,9S,8D,c,r,win
TD,QC,AH,8S,6D,c,r,win
QH,7D,JH,8S,QC,c,r,win
6D,QH,TH,TC,JD,c,r,win
KD,8H,8C,9C,TH,r,c,win
7H,9D,8D,QS,6H,c,r,loss
7C,9C,KC,TD,KD,c,r,loss
KC,JD,TD,7C,6D,r,r,loss
6S,AS,8C,TH,AH,c,c,win
6C,8H,AD,QS,9C,c,r,loss
AH,9D,JD,AS,QS,r,r,loss
TD,9S,KD,6S,9H,r,c,win
KS,7H,QC,8D,TH,r,r,loss
6C,KC,9S,9H,7S,c,r,loss
9H,AH,TD,7H,KH,c,c,win
8C,TS,7S,6S,7H,c,r,loss
6C,KC,6D,QH,9S,c,r,loss
QC,QD,JD,JH,8C,c,r,loss
8D,8C,7C,6D,7S,c,r,win
QC,8D,QH,KS,JS,c,r,loss
KC,7H,JH,JC,AH,c,r,win
AC,AH,TD,QS,6D,c,r,loss
7S,8D,TH,JD,TC,c,r,loss
9D,JC,QH,JS,AH,c,r,win
QS,AD,7C,9H,7S,r,r,win
7S,8D,9H,AD,7D,c,r,loss
8C,7S,AD,6S,JS,c,r,loss
6S,7H,8D,6C,KC,c,r,loss
AC,7C,8S,AH,TD,c,c,win
6H,9H,9D,AS,TD,c,r,loss
7H,AS,JD,6S,JC,c,r,loss
8H,TC,AD,QD,KC,c,r,loss
JS,7H,6D,QD,QC,c,r,loss
JC,QS,TD,9D,6S,c,r,loss
TS,KC,QH,7H,KS,c,r,win
8D,KD,7C,8S,6D,c,r,win
6D,8C,JC,AC,TS,r,r,win
TH,TS,QC,7S,8H,c,r,loss
9D,KS,6C,7C,8C,r,r,loss
KD,6H,JC,AH,KC,c,r,loss
9H,TD,7C,JH,KD,c,r,win
AC,7D,TS,6D,QD,r,r,loss
TD,8C,TH,TC,9S,c,r,win
AS,QC,KS,KC,JH,c,r,win
8C,TS,6C,TC,7C,r,r,win
QH,AD,AH,TC,KH,c,r,win
9H,7S,6D,6S,7H,c,r,win
KH,AD,AC,8S,KC,r,r,win
9C,AC,JH,KD,TH,c,r,loss
TC,KS,JS,7C,AC,r,r,loss
9C,7H,8H,KS,TC,r,c,loss
JC,QH,KD,6S,TH,c,r,win
JS,QS,KH,9D,7S,c,r,loss
KD,JD,KS,9H,6H,c,c,win
7C,6D,9D,AC,KH,r,r,loss
JH,7H,6C,9C,KS,c,c,loss
AS,KH,9D,6H,9C,c,r,win
QH,AC,QS,8S,6D,c,r,win
QH,9H,7D,6C,JH,c,r,loss
JC,6C,9S,QC,KD,c,c,loss
QS,QH,9S,JD,KH,r,r,win
7H,8D,TH,7C,QC,c,c,win
KD,QD,AC,7H,6H,r,r,loss
6D,KH,QC,6S,8C,r,r,win
QH,7D,8H,9S,KD,c,c,win
AD,6H,KH,7D,7S,c,r,win
TH,7D,AS,7C,8S,c,r,loss
6C,AC,9S,JC,6H,r,c,win
QC,7S,KS,AC,QS,c,c,win
KH,KS,AC,9S,AH,c,r,win
6S,AH,8C,AC,6H,c,r,win
JC,6C,8C,7D,7H,c,r,loss
9H,KH,AC,KC,AD,r,r,loss
7D,8S,TD,JH,7S,c,c,win
QD,JD,TH,KH,JC,c,r,loss
TH,8S,TD,TC,6C,c,r,win
TD,AC,9D,JH,8H,r,c,loss
AD,8S,QH,6D,7D,c,r,win
9H,KD,TH,8S,KC,c,c,loss
7H,7S,JC,QC,TS,c,r,loss
JS,6D,9C,AS,9D,c,r,loss
KD,AS,KS,9C,QD,c,c,win
KS,9C,AH,KH,8H,c,c,win
JC,JD,TH,TS,KS,c,r,win
7C,7D,9S,JS,AD,c,c,loss
TH,AC,TD,QH,7C,r,r,win
QC,KD,KC,KH,KS,c,r,win
AS,QC,7S,TC,KS,c,r,loss
QC,6S,9S,6D,7H,r,c,win
KD,9S,KC,9C,AC,c,c,win
8C,KC,9D,JS,TD,c,c,loss
6D,TH,JH,QC,TS,c,r,win
9C,7H,QC,8S,7C,c,c,win
7C,7S,6H,9H,7H,c,c,win
6S,KS,7S,AH,AS,r,r,win
KS,TS,AD,AH,QS,r,r,loss
QC,JC,KS,8S,TD,c,r,win
TD,8D,QS,AD,7H,c,c,loss
TH,AC,9D,7H,8S,c,c,win
AS,7D,QD,8D,QC,c,r,loss
6C,JS,6D,KD,KS,c,r,win
7C,KC,9C,9S,6S,c,r,win
6H,TC,AS,JC,JD,c,r,loss
6H,QD,AD,JH,6D,c,c,win
8S,TD,7D,AH,QC,c,r,loss
AS,KD,KH,AD,TH,c,c,win
TH,KS,6D,9C,JD,r,r,loss
TH,9H,6S,KH,JC,c,r,loss
6D,7S,7C,8C,8D,c,r,win
TD,JD,8D,8S,6S,r,r,win
6H,7C,6C,9S,JS,c,c,win
7H,JH,8H,6S,QS,c,r,win
JC,9H,QS,TD,TS,r,r,win
QC,AH,8S,KC,QD,c,c,loss
AH,6S,KS,QD,9H,c,r,loss
8C,7H,JS,6S,JH,c,r,loss
7D,QC,JC,AC,JH,c,r,loss
9C,7D,KH,QH,AH,c,r,loss
KH,QC,JC,AC,JH,r,r,loss
8D,AC,7H,8S,KH,c,r,loss
8S,JH,9D,KS,6S,r,r,loss
AS,6D,JD,7D,6C,c,c,win
6C,KH,7H,TH,8D,c,r,loss
TS,8S,6D,8H,KD,c,c,win
8D,AC,9H,JD,TD,c,r,loss
KH,KC,JH,JD,QD,c,r,loss
QC,9H,7C,TC,KC,c,r,win
QH,JD,AH,8C,6C,c,r,loss
TS,QS,KS,9D,8D,c,r,win
JH,QS,7S,AD,6C,c,r,win
8S,AC,AH,9D,8D,r,r,win
QS,KD,7D,9D,AC,r,c,win
KS,7H,9C,JH,AS,c,r,loss
AC,JS,7D,TC,8H,c,r,win
QD,9H,7H,KS,AD,r,r,loss
9C,9S,JH,JD,QH,c,r,loss
KC,7D,6C,QD,AS,c,r,win
TC,6C,JC,7D,KD,c,c,win
8S,9S,AC,QH,6H,c,c,win
7C,9S,JD,7H,8S,c,r,win
7S,6H,6D,9S,9H,c,r,win
JC,8S,8C,TC,8H,c,r,win
TD,KC,7S,JH,KH,r,c,loss
AC,QH,6C,TH,8D,c,r,win
QC,8D,6D,KC,AS,r,r,loss
9C,KC,7S,7H,QS,c,r,loss
8D,KD,8S,6D,8C,c,r,win
QD,JC,7H,6D,KH,c,r,loss
JD,QH,9D,TH,AC,c,r,loss
TC,QS,JS,7S,JH,c,r,loss
QS,TH,TC,8C,TS,c,r,win
QH,KH,8D,9H,KD,c,r,loss
AS,JD,9H,TC,9S,c,r,loss
KC,7D,8D,6C,KS,c,c,loss
7C,TD,8D,6S,7D,c,c,win
AD,KC,6H,6S,6C,c,r,loss
7D,9H,AH,KH,AS,c,r,loss
8C,KH,7D,AD,9H,c,r,win
AS,9S,AC,QS,6S,c,c,loss
8C,6C,7C,JC,AC,c,r,win
AH,KC,9H,TC,6S,c,r,loss
JC,AC,KH,7C,QD,r,r,win
7C,9H,6H,7D,6D,c,r,loss
7S,6D,AC,6S,6C,r,r,win
9D,TS,TC,9S,JH,c,c,win
KH,7S,KC,KS,JD,c,r,win
AD,9C,AH,QC,7S,c,c,win
QC,AC,9S,JH,KH,c,r,loss
AH,7H,JH,KS,8H,c,c,loss
JS,KH,9S,AC,AD,c,r,win
AH,7D,KH,9D,8C,c,c,loss
7D,9C,KD,9H,7S,c,r,loss
KS,7C,8C,TS,JS,r,r,loss
6D,AD,QD,8S,9D,c,r,win
QD,9C,6C,8S,TS,c,r,win
9D,7S,KD,8C,KH,r,r,loss
TD,8S,JC,JH,6S,c,r,win
7D,TC,8H,QD,8C,c,r,loss
6D,JH,KH,8C,7D,r,r,loss
AC,TC,QS,8C,8S,r,r,win
JH,QC,7C,AH,KC,c,r,loss
TD,8C,6S,9S,9C,r,r,win
TD,AS,TS,JH,KD,c,r,loss
6C,JD,JS,AS,QS,c,r,loss
QD,QH,KC,JH,9H,c,r,win
AH,8S,8H,KH,QD,c,c,win
TC,TD,8C,JS,JC,c,r,win
KD,QH,JD,8H,AH,c,r,loss
6D,7D,KS,7H,9C,c,c,loss
AH,AD,JC,JD,QD,r,r,loss
JS,JD,QD,6H,KS,c,r,win
JS,TH,6C,8D,KD,c,r,loss
9D,TH,JD,8C,6S,c,r,win
TC,KC,JS,AS,QD,c,r,win
7C,TH,8C,QC,9S,c,c,win
QC,JH,6D,JS,AD,c,r,win
KC,7C,8C,9H,6C,c,r,win
6C,KH,TS,8S,6D,r,c,win
JS,KD,JD,AC,QH,c,c,win
AD,AH,JC,KD,8H,c,r,loss
8C,6S,7C,TC,JH,c,r,loss
7D,7S,TS,6D,7H,c,r,win
TD,8C,JD,AD,QS,c,r,loss
JS,6S,QD,AD,8D,c,r,loss
9D,7D,KD,TH,AC,c,c,win
AS,JH,QC,8D,KC,r,r,loss
TH,TC,7D,AH,6S,c,r,loss
7C,8S,AH,TS,6H,r,r,loss
TS,9D,KH,9C,KC,r,r,win
AC,QD,QH,8S,KD,c,r,loss
7H,6H,TD,7C,TS,c,r,loss
JC,KH,TS,6C,7D,c,r,loss
JH,AH,JD,AC,9D,c,c,win
JS,AS,TH,8C,8H,c,r,win
JC,AS,JH,9C,8D,r,r,loss
TH,7C,TS,TC,TD,c,r,win
8D,KC,KD,7C,TH,c,c,win
6C,6H,7S,9C,QH,c,r,loss
9C,JS,AC,8C,KD,c,c,win
9H,KD,6H,6S,KH,c,r,loss
8S,8C,9S,9D,8H,c,r,win
8S,QH,AH,KD,AD,c,r,win
AS,9D,6D,QH,9C,c,c,loss
JD,TH,JC,9S,TD,r,c,win
QD,KC,KH,8S,JH,c,c,win
6C,TS,6D,QD,JS,r,r,win
KH,TC,TD,TS,JD,c,r,win
8D,TC,KC,7S,QD,c,r,win
JS,8C,KS,9H,TS,r,c,loss
7D,JC,TD,AS,6S,r,r,loss
7D,KC,JC,KD,TD,c,r,loss
AD,KH,8H,JC,QD,c,c,win
TH,JD,TD,6C,7S,c,r,loss
8H,8D,JC,JS,KD,r,r,loss
8H,9S,TH,6S,9C,c,c,loss
TH,7C,9H,AC,KD,c,r,loss
KC,QS,6H,6D,8C,r,r,loss
7H,TS,TH,AH,JC,c,c,win
9S,QD,8D,9C,9H,r,r,win
8H,9S,8S,9C,6C,r,c,win
KH,9S,QH,9H,JS,c,r,loss
7H,8C,6D,AS,KS,c,c,loss
7D,QD,9C,8S,KD,r,c,loss
8H,AD,6D,7D,9S,r,c,win
6D,9D,AC,9H,JS,c,c,loss
6D,AD,9S,9D,JC,c,r,loss
AH,7S,KH,AD,AS,c,r,win
KH,8S,8H,6S,TD,c,c,loss
AD,JH,QS,KD,9C,c,r,win
KC,KH,6C,9C,QC,c,r,loss
TS,7S,QH,TC,6C,c,c,loss
AC,8S,9S,8C,7S,c,r,win
AH,6C,JC,TH,JH,c,r,loss
9C,8D,9H,8S,AC,c,r,win
JS,7H,6H,KH,KC,c,r,loss
AS,TH,9C,AD,JH,r,r,win
7H,9D,AC,8D,AD,c,r,win
TC,8S,TS,6H,7S,c,r,loss
8D,JC,9C,TD,AC,c,r,loss
JS,TC,KH,6S,7D,c,r,win
9C,KD,QC,AC,7C,c,r,loss
7C,8C,8H,QS,6H,r,c,loss
8S,AH,9H,7C,QD,c,c,loss
KS,AC,7C,QS,8D,c,r,loss
7D,8H,QC,TD,QH,c,r,loss
9D,7S,JD,KH,7H,c,c,loss
TD,JD,KH,TH,7D,r,c,win
6C,QS,7C,JS,8C,r,r,loss
JS,6D,JH,TD,9D,c,r,loss
6C,KH,AH,9H,9D,c,r,loss
KS,6C,QD,KH,7C,c,c,win
JD,JC,TC,6S,7H,c,r,win
AC,AH,JC,JH,8S,c,r,win
6S,KD,6H,TD,AH,r,r,win
JD,KH,KS,6C,QD,c,c,win
7C,8D,KS,JS,9C,r,r,win
JH,QC,AH,8D,AS,c,r,loss
7D,6C,QS,7H,KD,r,r,loss
AH,JD,AS,QD,6C,c,r,win
KH,AH,TD,6H,6D,c,r,win
QH,8H,6S,AH,KS,c,r,loss
QD,7H,TC,7D,AD,c,r,loss
7D,QD,AS,8H,7H,c,c,win
QH,9D,7D,TS,9H,r,r,loss
9D,8S,9C,8D,JH,c,c,win
8C,JS,9D,6D,KD,c,r,loss
8D,TC,8S,6C,8C,c,r,loss
6C,TC,JH,QS,AS,c,r,win
QS,TC,JD,QC,6S,c,c,loss
6D,JD,AC,8D,9S,r,c,loss
6D,KS,QC,JC,8S,c,c,loss
7C,QC,JD,9H,TS,c,r,loss
AD,TC,6H,TD,8C,c,r,loss
AS,TC,7S,JH,6D,c,c,win
TC,9D,9S,9C,KS,r,r,win
AS,6D,7D,7C,9S,c,r,loss
6C,QH,9D,JD,AC,c,r,loss
8D,QD,AC,7S,7H,c,r,loss
6C,KH,6D,KD,JH,c,c,win
7S,TS,TD,KC,9D,c,r,win
QC,KC,TH,AS,QH,r,r,win
7H,9S,8H,TH,QS,c,r,loss
QH,7D,TD,8C,7H,c,r,win
TC,AS,KS,JS,6S,r,r,win
JS,KS,QD,8S,7D,c,r,loss
8D,QH,AS,7C,6H,c,r,loss
AH,QH,8S,KH,AC,r,r,loss
AC,QS,7H,KS,8H,c,c,loss
AD,AC,8C,7D,KH,c,c,win
QH,6C,7D,AS,6H,c,c,win
TS,KS,AS,9D,7C,c,c,loss
6H,8H,7H,JC,QD,r,r,loss
TS,6C,6D,6H,QD,r,r,win
6S,8S,TS,7C,9H,c,c,win
KD,6C,JD,7H,9S,c,r,loss
QH,6C,7H,AD,QC,c,r,win
KS,TS,7S,9D,KH,r,c,win
6D,7C,6C,KS,9H,c,r,win
7H,9H,AH,KD,8H,c,r,win
KH,QS,TH,QC,6D,r,r,win
TH,TD,8S,AC,9H,c,r,loss
QH,6C,KD,QD,JH,c,c,loss
8S,7H,QD,6H,KH,r,r,loss
7S,TH,6C,JD,JH,c,r,loss
JD,7D,TC,6S,AH,c,r,loss
AC,8D,JC,8C,QH,c,r,loss
AD,8S,QS,8D,JD,c,c,win
JS,7S,JD,TH,7C,c,r,loss
7S,6S,KC,9S,9C,r,r,loss
JS,AC,8D,TD,QD,r,r,loss
8H,6H,TD,AH,7S,c,c,win
7C,AS,6H,AC,7S,c,c,win
QH,6H,9S,6D,KS,c,c,loss
9H,TH,KD,QS,7S,c,c,win
AS,QS,AD,8C,8S,r,r,win
TS,TH,9D,QS,8H,c,c,win
8D,AS,9S,JD,8H,c,r,loss
7H,6C,9C,6S,TC,c,c,win
8C,9S,9C,QD,TC,r,r,loss
QS,9D,8D,TD,9S,c,r,loss
QS,JD,KS,AC,6S,c,r,loss
AS,6S,9D,AH,KD,c,c,loss
8S,JS,6D,7C,AH,r,c,loss
JS,JH,7S,AS,JC,c,r,win
AD,TH,JS,9S,AH,c,r,win
QC,TD,9H,TS,9C,c,r,loss
TS,9D,7H,6C,7C,r,r,win
JC,AD,AS,AH,6D,c,r,win
JC,7D,6C,6S,AH,c,r,win
KS,JS,TS,QC,9S,c,c,win
7D,JH,6H,9C,KD,c,r,loss
6S,8D,KS,9C,7D,c,r,loss
AC,9S,TH,QS,7D,c,c,win
7H,6D,KD,JC,6H,r,c,win
QD,AD,TS,JH,KD,r,r,win
QH,QC,TD,AH,KH,c,c,win
TD,6D,9S,QS,6S,r,r,loss
QD,9D,8C,7D,JS,c,r,win
6H,QD,TD,AH,7S,c,c,win
6D,JD,JS,KH,8S,c,r,win
7D,KC,9D,KS,7H,r,r,win
7H,TH,JH,QS,QD,c,r,loss
6S,AH,QC,KS,AC,c,r,loss
9D,QS,8D,8C,JS,c,r,win
QD,KS,AC,6S,8S,c,c,loss
QH,TH,JS,9S,JD,c,r,loss
KD,JH,6C,9H,JD,r,r,win
7C,AC,AH,6S,JD,r,r,loss
TC,AD,TH,KC,KD,c,r,win
KH,KD,8C,TD,TS,c,r,loss
7D,KH,KC,TD,8D,r,r,loss
AH,JS,TH,6D,TS,c,r,loss
KC,8C,8H,9C,9S,c,r,win
7D,9D,8C,KC,AS,c,r,loss
AH,9C,9H,8C,KC,r,r,loss
JC,QH,QC,AD,KH,c,c,loss
QC,TC,7H,JD,7S,c,r,loss
7S,JD,AH,7C,KS,c,c,win
KD,KH,JS,QD,7C,c,c,win
TH,9D,7S,KC,TC,c,r,win
AH,QC,8C,7C,TS,c,r,loss
TS,JC,7S,TH,QS,c,c,win
AC,AS,JD,9H,7S,c,r,loss
8C,JD,7D,KD,9D,r,r,win
JD,8C,QH,QC,9D,c,r,loss
8C,7D,TS,8D,JD,c,c,loss
QD,TS,AD,9H,8D,r,r,loss
JH,AD,KD,TD,TH,c,r,win
TS,QS,TD,TH,6S,r,r,win
AS,8C,TS,TD,9D,c,r,loss
QD,8S,6C,6D,9S,r,r,loss
8S,AH,7D,JD,JS,r,r,loss
7D,QS,AC,6S,QH,c,c,loss
7H,6S,KC,6H,6C,c,r,win
AS,KH,9C,8C,AC,c,c,win
KC,9S,QS,JD,8H,c,c,win
JC,QH,KS,JS,6D,c,c,win
KS,AD,7D,QD,KC,c,c,loss
JH,7C,JD,8D,AS,c,c,win
TH,JS,9C,7C,8S,r,r,win
6H,QS,7C,QH,9D,c,c,win
8D,7D,AC,7H,6D,c,r,win
9D,8S,TC,7C,AS,c,r,loss
JC,JS,7H,9C,KH,c,r,loss
7C,JC,6S,QS,7S,c,c,loss
6D,AD,TH,TS,7D,c,r,win
KC,8S,AS,7H,TH,r,c,win
JH,KS,JD,8C,6S,c,c,win
6D,8S,QS,JC,7H,c,r,loss
QC,TS,TD,9S,TC,c,r,win
KC,8S,QC,7S,KS,c,r,win
7D,QD,TC,AC,7S,c,r,loss
9S,QH,8H,TH,AD,c,r,win
6D,AS,JC,6H,TS,c,c,win
AS,9S,6D,TH,JC,r,r,loss
7C,AH,TS,9D,9S,c,r,win
QC,7D,6C,KD,QH,c,c,win
AD,7S,6C,AH,QS,c,c,win
6C,KH,KD,QD,8D,c,r,loss
AC,7D,8C,AD,9S,c,c,win
TH,AS,QH,KS,7H,c,r,loss
6H,6C,8H,TD,JS,c,r,loss
TD,AD,TC,7D,AH,c,c,win
QS,JH,KD,AC,9D,c,r,loss
JC,KS,QD,7H,TD,c,r,loss
7D,9H,JC,KH,TH,c,r,loss
AD,6D,7S,9C,TC,c,r,loss
6H,7H,JH,8H,TC,c,c,win
KH,JS,8S,TC,9D,r,r,win
TC,7C,AS,6H,8S,r,r,loss
8C,JD,JC,AD,6D,c,c,win
9D,7H,QD,TD,KC,c,r,loss
TS,9H,JS,QH,8D,c,c,win
QH,9C,7S,TC,KS,c,r,win
7H,TC,TD,8D,9S,c,r,loss
7S,7H,TD,6D,QH,c,c,loss
9C,TS,AH,9S,7H,c,r,win
QD,8S,AC,QS,TD,c,c,win
KH,JC,TS,6D,JH,r,c,win
8C,AS,6H,TD,AD,c,c,win
6C,KC,TH,AH,AS,c,r,loss
TC,AS,9C,7C,JH,c,r,loss
AH,KC,QC,9C,8H,c,r,loss
9C,8C,AS,KS,TD,c,c,win
6S,QC,7C,8H,9H,c,r,loss
9D,AS,TS,9S,JH,c,c,win
6S,KH,9C,TS,8D,r,r,loss
AD,KS,KH,6S,JC,c,c,win
QD,AC,9C,QS,7D,c,c,win
QH,TS,6C,6S,8D,c,r,loss
QS,KD,7D,KH,QC,c,c,loss
7C,KH,TC,8C,TD,c,r,win
JH,AC,TH,TC,KS,c,r,loss
9S,JS,7D,KD,8S,c,r,win
AD,9H,7S,AH,AC,c,r,win
6S,JD,8C,KS,KH,c,r,loss
7S,KD,QD,QC,KS,c,r,loss
6D,8H,TH,8D,6C,r,c,loss
TD,6S,8C,AC,TS,r,r,win
8H,9H,8C,AC,9D,c,c,win
JH,TS,JD,8H,7D,c,c,win
JC,9S,9C,TC,JS,c,r,win
6H,6C,7C,KH,AS,c,c,win
6S,6D,6C,AS,9S,r,r,win
TC,AH,QH,8H,KH,c,c,loss
7H,6H,7C,AD,QS,r,r,win
AC,7C,6C,6S,9H,r,r,win
6S,QD,AC,KD,JD,c,c,win
6H,KC,AS,QD,KS,c,c,win
TS,AH,QS,8S,QH,r,r,loss
QD,AH,8H,QC,QS,c,r,win
7C,7D,AC,9D,AS,r,r,loss
9D,8C,6S,7S,AS,r,r,win
TD,9S,7S,KC,JS,c,c,win
QC,AD,KC,8H,QD,c,r,loss
KH,QD,7D,6D,KS,c,r,win
JC,KS,7C,7D,AH,c,r,loss
7H,7S,6S,TH,8C,r,c,win
JS,JD,7H,8D,KH,c,r,win
AD,6S,JD,KS,AS,c,r,loss
KH,QS,8S,8C,7C,c,r,loss
8S,7D,9D,AD,TH,r,c,loss
TH,7D,JC,8H,7S,c,c,win
TS,7D,KC,KH,JC,r,r,loss
TS,8C,JH,TD,8H,r,c,win
AS,JC,AD,7C,8D,r,c,loss
7D,AC,KC,TD,8C,r,c,loss
QD,AC,9S,KC,TS,c,r,win
9S,8D,AD,8C,7H,c,c,loss
8C,7D,KC,QC,9H,c,r,loss
JH,TS,7D,QH,7S,c,r,loss
QS,AH,QD,KH,8C,c,c,win
AC,TH,7H,KD,QH,c,r,win
AS,AC,6C,7D,TS,c,c,loss
QH,TD,QD,8D,KS,r,c,win
QC,8S,TS,9C,AS,r,r,loss
KS,9D,8S,QC,9C,c,c,win
6D,TD,7D,6H,AC,c,c,loss
6C,JS,9C,6S,TD,c,c,win
AH,7S,JH,AC,JS,c,r,loss
JH,6S,7H,8D,9H,c,r,loss
KH,9C,7C,QD,9H,c,r,win
6H,8C,9S,TD,7C,c,r,loss
6C,JC,TS,7D,JS,c,c,loss
8D,JC,KS,AH,JS,c,c,loss
AC,9S,JC,9H,6S,c,c,loss
KC,9D,8C,7H,QS,c,r,win
JH,8H,TD,TS,KC,r,r,loss
6H,TH,QD,8C,9H,c,c,win
QS,7D,TS,6C,8S,c,r,loss
AC,KH,AH,TC,9D,c,r,win
KD,TS,KS,7S,JH,c,r,win
KS,JD,8C,9S,7D,c,c,loss
6C,7C,KH,9S,7D,c,c,win
TH,8C,9C,AD,JH,c,r,loss
KS,9S,KC,JS,TH,c,r,win
QD,8C,8H,9C,TH,c,c,win
TS,TH,7C,QD,TD,r,r,win
9S,9D,6H,JD,TS,c,r,loss
TD,KC,KD,JC,9S,c,r,win
9S,KS,AH,QC,AD,c,r,win
TH,6H,7S,TD,AS,c,c,loss
TS,6S,9H,7S,8S,c,r,win
8D,9C,7H,9D,JH,c,r,win
9C,6C,9D,AD,8S,r,c,loss
7H,KD,8D,6H,6S,c,r,win
AS,QC,TC,9S,9H,c,r,loss
JH,AH,8S,QH,QD,c,r,loss
QH,9D,JD,JC,AS,r,r,loss
AS,8H,QD,AD,8C,c,c,loss
QH,JS,9C,7C,AC,r,r,loss
KD,7H,KS,TH,QC,c,c,win
9D,KH,8S,AH,7D,c,r,loss
7H,QD,6H,JC,TD,c,r,win
KD,AC,9D,AD,6H,r,r,loss
6C,TC,9H,TD,6H,c,c,loss
8C,7D,JD,6S,8D,c,c,win
9C,TS,QS,TD,6S,c,r,win
6D,AD,6H,TD,AH,c,c,loss
6S,TS,KD,AC,8S,r,r,win
QD,TH,9S,9H,7C,c,r,win
JH,KC,8D,JD,AD,r,r,win
JC,9S,TC,AS,QD,c,c,win
JH,6S,TH,KD,6D,c,r,loss
6H,6D,9S,7D,AC,c,c,win
JC,KS,JH,6D,6C,r,r,win
KD,6D,7D,7C,KS,c,r,win
7H,6S,TD,JS,AS,c,r,loss
TD,KC,9S,TS,9C,r,r,win
QD,6D,KH,6S,AH,r,r,win
9C,6S,6D,QD,TS,r,r,loss
TH,JC,9S,JH,KC,c,c,win
9C,7D,KS,6D,8D,r,c,win
AH,7H,TS,9S,6D,c,r,loss
8H,7C,9H,AH,QC,c,r,loss
7S,8C,TC,KC,9S,c,r,win
TC,8H,6D,JC,AH,c,r,win
6C,9C,TH,TD,6D,c,r,win
JC,KS,KD,8D,JS,c,c,win
9H,KD,8S,TS,9D,r,r,loss
8C,7H,7S,AH,7C,c,r,win
AC,8H,9H,QH,8C,c,r,win
6H,8H,9S,7H,KD,c,r,loss
AC,AD,JC,QH,JH,r,r,loss
7D,TH,QC,KH,9S,c,r,loss
9C,9H,6H,JH,QH,c,r,loss
9D,AC,6H,KS,QS,c,c,win
JD,6H,JH,7C,9C,c,c,loss
