card1,card2,card3,card4,card5,card6,bet1,bet2,bet3,result
TH,8D,AD,7D,7S,TD,c,c,c,loss
TD,QD,9C,8H,7D,8D,c,c,c,loss
QD,AH,TH,6H,JD,AS,c,c,c,loss
8C,JS,AH,KH,8D,6D,c,c,c,win
8D,7S,AH,7H,7C,JC,c,c,c,win
JD,7C,KD,TS,7S,9C,c,c,c,win
9S,7C,JS,TD,9H,JC,c,c,c,loss
6H,JS,JD,7C,TC,6S,c,c,c,win
AH,AC,QH,QC,6S,TH,c,c,c,win
QS,7D,KC,KH,QD,JC,c,c,c,win
TD,AC,9C,7D,7C,8C,c,c,c,loss
7H,JH,KD,9C,AC,AD,c,c,c,loss
KH,9H,QS,JS,AS,7H,c,c,c,loss
7D,TD,TS,9H,QH,6S,c,c,c,loss
9D,6D,8H,KC,7D,AH,c,c,c,win
9D,9C,6C,JD,8H,KH,c,c,c,win
JH,8D,KC,6H,JC,KH,c,c,c,win
QC,QS,6S,9S,KH,9H,c,c,c,win
QD,JC,9S,JD,7H,QH,c,c,c,win
JD,8S,7D,TC,9S,KD,c,c,c,win
8H,TH,9S,QS,KC,6C,c,c,c,loss
8C,TH,6C,9D,QS,KS,c,c,c,win
9D,7S,KH,KC,KD,7H,c,r,c,win
TS,JS,9D,6H,JD,6S,c,c,c,win
9S,JD,6H,AS,7S,JS,c,c,c,loss
JD,JC,QS,AD,QC,7S,c,c,c,win
8S,TH,TD,6C,TC,AH,c,c,c,win
6C,JD,KC,9S,AD,KS,c,c,c,loss
7C,QH,AS,JC,QS,TD,c,c,c,loss
8S,7S,JS,KD,KS,QH,c,r,r,loss
QC,6S,8H,9S,JC,AS,c,c,c,loss
7D,7S,QD,6D,6H,QH,c,c,c,loss
TH,KS,TC,6S,7D,KH,c,c,c,win
6D,AD,QH,KC,AS,9H,c,c,c,win
9C,JS,KH,TC,QH,7S,c,c,c,win
9D,7C,7D,9S,QH,8S,c,c,c,loss
6D,6C,8D,TH,TS,9S,c,c,c,win
9C,QS,TS,8C,JC,TC,c,c,c,win
JC,JS,QS,7H,6D,7D,c,c,c,loss
AH,QC,AD,AC,JH,KH,c,c,c,win
8S,8D,6D,TD,9C,TC,c,c,c,win
QS,8D,KH,QC,7D,7S,c,c,c,win
TC,8H,9C,7C,KC,9D,c,c,c,loss
QH,7D,QD,QS,AD,7C,c,c,c,win
JC,KH,KS,9C,JS,TH,c,c,c,win
KS,7S,JS,KH,7D,AD,c,c,c,loss
8H,TD,KC,TS,9S,6C,c,c,c,loss
AD,7H,9C,7D,7C,8S,c,c,c,win
AD,8D,7S,TS,TD,6D,c,c,c,win
AH,7S,6S,QC,TS,JD,c,c,c,loss
JC,TD,AD,KS,TS,KC,c,c,c,loss
TS,9C,6D,7D,AD,7S,c,c,c,win
9C,7H,QH,7S,9S,KS,c,c,c,win
6D,AD,9C,8D,7S,9D,c,c,c,loss
KS,AD,JH,AH,9C,8D,c,c,c,win
8C,KC,KS,9H,JC,6C,c,c,c,loss
KD,AH,JS,TS,TD,6D,c,c,c,loss
6S,AD,6D,QH,TC,KC,c,c,c,loss
9D,QS,8D,TS,KD,AD,c,c,c,loss
6H,8S,KH,9C,7D,6C,c,c,c,win
JS,6D,7D,TC,KD,AS,c,c,c,loss
QD,QC,9C,7D,JC,AC,c,c,c,loss
QS,7D,KH,JC,TS,AC,c,c,c,win
JD,8C,8S,8D,7D,AD,c,c,c,win
AS,8D,7D,QS,9D,9C,c,c,c,loss
JH,TH,9H,9D,JC,8D,c,c,c,win
8S,QH,JD,9D,8C,7D,c,c,r,loss
7C,9C,AD,AC,JD,6H,c,c,c,loss
TD,8H,7H,JD,QS,JC,c,c,c,win
9S,QH,JS,QD,TS,JH,c,c,c,win
QH,8C,TD,JD,6S,TH,c,c,c,loss
TD,6C,AC,KS,JD,JC,c,c,c,loss
KH,6D,8S,AS,6S,AC,c,c,c,win
KH,AD,JH,QH,6C,9S,c,c,c,win
TH,7S,JH,7H,TC,8S,c,c,c,win
QH,KS,9H,JH,TS,6C,c,c,c,loss
QC,KS,QD,AC,6C,JC,c,c,c,win
9H,7H,KH,7S,TH,TC,c,c,c,win
6S,KS,9C,8C,KD,AH,c,c,c,win
7S,8D,TC,6S,KD,8C,c,c,c,loss
JH,KC,7S,6H,JD,9S,c,c,c,win
QH,TD,8S,JC,7C,QD,c,c,c,win
TD,9H,9D,6H,7C,TC,c,c,c,loss
9D,JC,7S,AS,9S,JH,c,c,c,win
6C,TS,JS,JD,9H,KS,c,r,c,loss
8H,AC,7H,TH,9H,7C,c,c,c,loss
AD,JS,QS,TD,7C,6S,c,c,c,loss
TH,8D,8S,AS,JC,AD,c,c,c,loss
TH,QH,7S,8S,8H,6H,c,c,c,win
9H,KC,6D,8S,JH,QH,c,c,c,loss
7H,KC,8D,TD,KD,QC,c,c,c,loss
AH,7H,KC,9H,TC,7S,c,c,c,loss
8S,AC,KH,QS,QD,7H,c,c,c,loss
6H,QH,7D,8D,TH,QC,c,c,c,loss
KH,7S,JD,KS,AS,KC,c,c,c,win
AD,6S,KS,KH,KC,9H,c,r,c,win
TC,QS,9S,JS,AD,8D,c,c,c,win
6H,KH,TH,7C,JC,TC,c,c,c,loss
KD,TS,9S,9C,7S,JC,c,c,c,loss
AS,9S,QC,8C,8S,9D,c,c,c,loss
TH,TS,9S,6D,KC,JD,c,c,c,win
8C,8S,6D,7D,AD,6C,c,c,c,loss
TH,6H,KC,8C,TS,AD,c,c,c,win
QC,7S,9H,8S,QH,AD,c,c,c,win
QH,8S,AH,TD,JD,QS,c,c,c,win
9C,QH,7D,JH,KD,TH,c,c,c,win
8C,8S,6H,JD,QD,7H,c,c,c,loss
KS,9C,8H,TC,8S,JS,c,c,c,loss
KD,8S,7H,AC,QS,8H,c,c,c,loss
AS,9H,AD,7C,JH,6H,c,c,c,loss
QC,AD,6H,8C,AC,6C,c,c,c,win
6S,8C,JH,6C,JS,QD,c,c,c,loss
KS,6S,7C,KD,AH,AD,c,c,c,win
JC,JD,7H,AH,KH,6H,c,c,r,loss
AS,7C,TC,9S,QH,QD,c,c,c,loss
AC,KS,8S,9H,9D,7D,c,c,c,loss
8H,TC,6C,6S,7C,QH,c,c,c,loss
TD,7C,6S,KC,JC,7D,c,c,c,win
AC,KC,KS,8H,KD,QC,c,c,c,win
6D,TS,QH,8D,8C,TH,c,c,c,win
9D,QC,KD,9H,KC,7S,c,c,c,win
TD,7C,JH,6H,AS,KS,c,c,c,loss
JC,6H,9H,JH,AC,8S,c,c,c,win
8C,AC,8H,QH,TD,7S,c,c,c,loss
8C,QC,8D,9C,QS,JS,c,c,c,win
8H,7D,6S,TH,KS,TD,c,c,c,loss
6H,JH,AS,AH,7H,TD,c,c,c,loss
7S,7C,6C,AC,8H,6D,c,c,c,win
9S,8C,8S,QC,AS,TH,c,c,c,loss
KS,8S,JC,AH,QS,6S,c,c,c,win
TS,9D,8H,AH,TH,9C,c,c,c,loss
7D,AS,6H,KH,KC,JC,c,c,c,loss
QC,6C,TH,7S,TD,QD,c,c,c,win
9D,JH,6C,9H,7C,7D,c,c,r,loss
8C,QC,KS,QD,7D,9S,c,c,c,win
JD,6S,KS,TS,KD,AD,c,c,c,win
7D,TS,6C,AD,TH,AC,c,c,c,win
JC,9H,AD,9D,KC,9S,c,c,c,win
8C,8S,6H,AC,TH,7D,c,c,c,win
8C,8D,KH,8H,TC,AD,c,c,c,win
6C,6S,AC,7H,7S,9S,c,c,c,loss
9H,KD,8S,KH,JC,JS,c,c,c,win
9S,QC,TC,7C,8C,AS,c,c,c,win
TS,TC,KD,6D,QS,7C,c,c,c,loss
8S,8H,JH,7H,KS,QH,c,c,c,loss
9D,JS,7D,AH,TC,6S,c,c,c,loss
KC,JC,JD,6C,QH,KS,c,c,c,loss
JS,6D,AC,8C,KD,QD,c,c,c,loss
KH,QC,TS,JS,6H,6D,c,c,c,win
7C,KH,8H,AH,QH,6H,c,c,c,win
KS,6H,6S,TH,TD,KH,c,c,c,win
AC,8C,6H,KD,JD,TD,c,c,c,loss
KS,6H,TH,QD,7H,6D,c,c,c,loss
9H,TD,9C,6S,8D,6C,c,c,c,win
7D,JD,TS,TD,QC,7S,c,c,c,loss
TS,QS,QC,QD,KD,AS,c,c,c,win
7S,9S,8H,JS,7D,TD,c,c,c,win
TC,JH,7D,8C,TS,KS,c,c,c,win
QC,KS,9H,TC,TD,QH,c,c,c,loss
JH,6C,JC,9C,KD,QD,c,c,c,loss
KH,KC,6C,QH,JD,AC,c,r,c,loss
TC,QS,KC,9S,JC,AC,c,c,c,win
9D,6D,JH,QC,QD,7C,c,c,c,loss
8D,7C,9S,KD,TC,9D,c,c,c,win
9S,TC,8C,7S,6S,QH,c,c,c,loss
JC,AH,8H,7D,JS,9D,c,c,c,loss
9S,7D,TC,9C,7S,JS,c,c,c,loss
TC,6H,8H,6S,JC,QC,c,c,c,win
QD,AH,6H,8S,TC,9S,c,c,c,win
6D,8D,TH,9D,8C,8S,c,c,c,win
6H,TD,QC,6D,JC,9C,c,c,c,loss
JH,9S,8S,QD,KC,7D,c,c,c,loss
AS,9S,JD,8D,TD,TH,c,c,c,loss
9D,JH,TD,6C,AS,9H,c,c,c,loss
QH,8D,8C,JD,7H,9S,c,c,c,loss
KH,QC,8H,6S,TD,9C,c,c,c,loss
7H,9H,AD,JS,AH,AS,c,c,c,loss
6S,7C,QH,8C,9D,KC,c,c,c,loss
6S,AS,TD,AH,AD,6C,c,c,c,win
9C,JD,QS,TS,AC,6S,c,c,c,loss
8S,7H,AC,KS,JS,KD,c,c,c,loss
7H,9C,QC,8H,AS,JC,c,c,c,loss
9C,7S,8D,JH,TD,TC,c,c,c,loss
7H,6S,TS,KD,8D,7S,c,c,c,win
TD,8C,KC,JS,AC,6C,c,c,c,win
AD,JH,7H,6C,QS,JC,c,c,c,loss
KD,AD,JS,9H,7D,KC,c,c,c,loss
6H,8C,9D,TH,6S,KS,c,c,c,win
9C,JC,AH,8S,6C,AD,c,c,c,loss
QS,KH,8S,9D,8H,KD,c,c,c,win
9C,9H,8D,AC,7S,AS,c,c,c,win
QS,TH,JD,TD,QH,6S,c,c,c,win
KC,8C,8S,KH,TC,AS,c,c,c,win
QD,TH,7C,KH,8H,8C,c,c,c,loss
7D,8H,QC,9S,7S,6S,c,c,c,win
9S,8S,QC,KH,TH,7H,c,c,c,loss
JC,KH,KD,QD,AD,8D,c,c,c,win
7S,9S,7D,AD,8D,6C,c,c,c,loss
7D,9D,7S,AH,TD,QC,c,c,c,win
9D,7D,9C,KS,TD,TH,c,c,c,loss
8C,QS,KC,9C,8S,7D,c,c,c,win
TC,KD,9S,QS,AC,9C,c,c,c,win
TD,6C,7H,7D,8H,KD,c,c,c,loss
QS,7H,AC,QD,KS,9S,c,c,c,loss
8S,8C,7H,TS,QD,7D,c,c,c,win
AD,9C,7C,8D,6C,8C,c,c,c,win
QS,JC,KD,JS,7C,AS,c,c,c,loss
AD,KC,8S,6C,TH,JD,c,c,c,loss
JD,KS,JS,QC,7D,9D,c,c,c,loss
7S,TH,8H,JH,AC,6S,c,c,c,loss
QD,JC,AC,KD,TS,KC,c,c,c,win
QC,9H,JH,AH,AS,8D,c,c,c,win
9H,QS,6C,QH,7H,KS,c,c,c,win
8C,QC,9H,6H,JS,6C,c,c,c,win
AC,8H,9S,TS,8D,KH,c,c,c,win
AH,QC,8C,6S,7H,JC,c,c,c,win
6C,AD,KC,JC,9H,JS,c,c,c,loss
JD,6H,AS,AH,8H,7H,c,r,r,loss
JH,8C,6S,JS,JC,AC,c,c,r,loss
KC,QD,7H,7D,KD,8H,c,c,c,win
KD,AC,AH,7H,AD,TH,c,c,c,win
TS,AH,8S,TC,TD,9S,c,c,c,win
AC,JD,6C,6S,KS,JS,c,c,c,win
9H,QC,7C,AH,AS,AC,c,c,c,win
QC,9H,TC,KS,QH,6S,c,c,c,win
QH,AH,JS,JD,QC,7D,c,c,c,win
6H,8S,7C,9H,8C,QC,c,c,c,loss
JS,KS,9C,AD,JC,9H,c,c,c,win
TH,8S,7D,QD,AS,9H,c,c,c,loss
9S,7S,QS,JS,QD,7C,c,c,c,loss
9S,AC,TD,8S,TS,QD,c,c,c,loss
KS,QS,QD,TC,6C,TD,c,c,c,win
9H,JH,QD,AS,JS,9C,c,c,c,loss
7S,AC,AD,9C,KD,8H,c,c,c,loss
TH,9D,6H,TS,9S,AD,c,c,c,win
9H,TC,6D,AC,JD,AD,c,c,c,win
JD,QS,8S,QD,8D,JS,c,c,c,win
QS,JS,JD,9S,9D,KC,c,r,r,loss
6D,AC,9H,TH,7H,8H,c,c,c,win
9S,JH,KC,JC,6H,QD,c,c,c,loss
KD,8C,JH,QH,7C,TD,c,c,c,win
8S,9C,KC,JC,AS,TS,c,c,c,loss
6H,AS,9H,9C,QS,7H,c,r,c,loss
KH,7D,9D,QS,JC,6S,c,c,c,loss
JD,9S,QH,9C,6S,KD,c,c,c,loss
6H,8C,QC,8S,6D,KH,c,c,c,win
KS,KC,6S,9S,TS,AC,c,c,c,loss
QD,7D,KD,JH,8D,AH,c,c,c,loss
7C,QH,7D,JS,6S,6C,c,c,c,win
JD,KH,9H,9C,8S,QD,c,c,c,loss
KC,8D,JH,9S,JS,7C,c,c,c,loss
7S,KC,JS,6D,JC,8C,c,c,c,loss
7D,AS,QH,6D,8H,8C,c,c,c,loss
6C,KS,JC,7D,8C,9C,c,c,c,win
AC,AH,TC,6S,6D,KH,c,c,c,win
8S,7D,AD,6D,JH,TC,c,c,c,loss
8C,8D,KD,6C,7C,TC,c,c,c,loss
6S,KD,7D,QH,8D,QD,c,c,c,win
7D,9D,6H,8C,QD,7H,c,c,c,win
8H,6C,TC,AH,6D,QS,c,c,c,win
JD,6S,TS,QD,7H,8C,c,c,c,win
6S,QH,9S,AS,KC,6H,c,c,c,loss
JC,TC,TH,QH,AH,7C,c,c,c,win
QH,8D,8S,7C,7S,AH,c,c,c,loss
JC,6H,AC,QD,9D,7C,c,c,c,loss
QC,8C,JD,6C,KS,JC,c,c,c,win
QD,KC,KD,JC,6H,QH,c,c,c,win
TS,6C,6S,JD,9S,TH,c,c,c,win
KC,QD,8D,7D,KH,6C,c,c,c,loss
TH,JS,TC,7H,9S,9C,c,c,c,win
QC,8D,AC,AS,QH,TH,c,r,c,loss
AH,9D,8H,TC,JS,JC,c,c,c,loss
JS,AS,TC,9H,QH,6S,c,c,c,win
9C,7C,TD,JD,QH,TH,c,c,r,loss
JD,JH,8H,KH,8S,8D,c,c,c,win
QS,QH,8C,8S,6S,8D,c,c,c,win
KC,7C,9H,TD,7D,6S,c,c,c,loss
TC,9D,6H,8C,TS,QD,c,c,c,win
QC,9C,6C,KC,9S,TH,c,c,c,win
9H,TH,7C,JC,9C,AD,c,c,c,loss
JS,TD,6S,8H,QC,AC,c,c,c,win
KD,6S,9C,6H,8H,TS,c,c,c,loss
AS,8H,TD,KC,8S,QH,c,c,c,win
AH,JD,8H,AD,AS,8D,c,c,c,win
9H,7D,TD,JC,JS,AH,c,r,c,loss
AH,9S,8S,7C,TH,AC,c,c,c,win
JH,8C,TC,QS,QH,9C,c,c,c,win
6H,KC,AS,TS,9D,8C,c,c,c,loss
TH,AS,JS,KH,KD,QD,c,c,c,loss
QD,9S,TD,JC,9C,JH,c,c,c,loss
6D,KH,7H,AD,JS,TD,c,c,c,loss
8H,KH,8C,7D,6S,7C,c,c,c,loss
7D,6H,QD,JS,8D,TH,c,c,c,loss
AD,QS,7S,JS,6H,TC,c,c,c,loss
QH,AS,8S,9D,6D,QS,c,c,c,win
AH,7H,9D,6S,9C,TD,c,c,c,loss
9D,KS,QC,8H,QS,7S,c,c,c,win
KD,JH,KS,TC,8D,JC,c,c,c,win
TS,9H,KH,AS,JC,8D,c,c,c,win
TH,JD,AH,6D,7C,8S,c,c,c,loss
TC,8H,8C,JS,7C,QH,c,c,c,loss
6C,7D,6D,JC,TD,8H,c,c,c,win
QS,7D,6H,QC,TC,8D,c,c,c,win
KH,7S,TS,AH,9C,JC,c,c,c,loss
6H,6S,TH,QC,6D,7C,c,c,c,win
7S,6H,JD,JH,7D,9H,c,c,c,loss
TH,AS,8S,QC,JD,6H,c,c,c,loss
QD,AS,JH,6D,9H,9C,c,c,c,loss
8S,JS,7S,8C,6S,KS,c,c,c,win
AS,6S,KH,7H,QD,9H,c,c,c,loss
9C,QS,8S,JC,JD,KS,c,c,c,win
QC,9D,JS,8S,JC,9C,c,r,c,loss
6S,8S,6C,KS,KC,TS,c,c,c,win
QS,8D,9S,9H,6S,8H,c,c,c,loss
8C,TH,QH,9S,TD,KD,c,c,c,loss
KC,9D,KD,TS,AS,6C,c,c,c,loss
7D,6C,KS,KD,9D,JC,c,c,c,loss
TC,QD,AH,7S,6D,KD,c,c,c,win
JS,AS,8C,AH,7C,9H,c,c,c,loss
QD,QS,9C,JH,KD,6D,c,c,c,win
KC,AS,7D,7C,JD,QD,c,c,c,loss
AC,9D,QH,KH,TC,9H,c,c,c,win
TS,KD,AD,6C,9D,JC,c,c,c,loss
6C,6D,JD,AH,7H,TD,c,c,c,loss
AH,7S,JD,AD,9H,TD,c,c,r,loss
6S,6D,9D,QD,AH,7D,c,c,c,win
8D,JH,9D,KC,QD,7D,c,c,c,loss
KC,8S,7D,9S,8D,9H,c,c,c,loss
7D,TS,JS,7H,TC,KS,c,c,c,loss
JC,KS,KC,TS,AD,9C,c,c,c,win
6D,AH,KD,JH,AS,KH,c,c,c,loss
TH,JS,7D,TD,JD,9D,c,c,c,win
7C,8C,8H,9C,KD,8D,c,c,c,win
6S,AS,KD,TC,7D,AH,c,c,c,loss
AS,6D,AD,KH,7H,QD,c,c,c,loss
TD,6H,6D,AC,AS,JH,c,c,c,win
TS,QH,8H,8C,AS,JC,c,c,c,win
JH,9S,KD,TS,9C,TC,c,c,c,loss
7H,JC,6C,6H,TC,6S,c,c,r,loss
9S,7D,9C,7S,QH,KH,c,c,c,win
7H,8S,7S,JS,KD,6C,c,c,c,loss
JD,JC,8C,AD,7D,9H,c,c,c,win
7D,6C,KS,9S,TC,6H,c,c,c,loss
QH,JC,6H,8H,TC,AS,c,c,c,win
8H,8D,KC,JD,6D,9H,c,c,c,loss
6D,JH,AC,TS,KD,9C,c,c,c,loss
QD,8D,7D,6D,KD,TD,c,c,c,win
TD,KC,AH,JH,7D,TC,c,c,c,loss
6C,JD,6D,QC,AC,TH,c,c,c,loss
QD,7D,JS,6H,KH,AH,c,c,c,win
TD,JC,6H,KS,KH,7D,c,c,c,win
TH,KD,9C,7D,6D,6H,c,c,c,loss
9S,8S,6D,KD,TS,6H,c,c,c,loss
AH,9D,AS,9C,KD,QD,c,c,c,win
KC,AS,6C,7H,AH,QH,c,c,r,loss
QS,8S,8D,9D,AD,8C,c,c,c,win
8C,JS,KD,6D,8H,TH,c,c,c,loss
7D,QD,8H,9D,JH,7S,c,c,c,win
9H,8C,QS,6C,KH,7D,c,c,c,loss
JH,QD,7C,QS,TH,QC,c,c,c,win
6H,JD,9S,JS,6C,TS,c,c,c,loss
AH,6C,KS,QD,7D,8D,c,c,c,loss
7C,7D,KS,8D,9C,7S,c,c,c,win
6S,9S,JH,8D,KD,TS,c,c,c,loss
JH,8D,TD,JS,TC,9H,c,c,c,loss
8S,9S,7D,AC,QD,JC,c,c,c,win
JD,KC,6H,AS,7C,9C,c,c,c,loss
9S,JH,JC,QD,QH,TC,c,c,c,loss
TH,QC,7H,JC,KH,7D,c,c,c,win
KS,QC,KC,AS,QH,7S,c,c,c,win
QH,AD,JS,QD,TD,TS,c,c,c,win
9S,7H,TH,JH,9C,KC,c,c,c,loss
9C,QH,JD,AC,9S,7H,c,c,c,win
AD,TH,KS,KC,JC,TS,c,r,c,loss
JD,8D,QC,AS,6H,QD,c,c,c,loss
QS,KS,7D,AC,7H,KH,c,c,c,win
AD,6D,KH,TS,KS,6S,c,c,c,win
6D,6C,7S,8H,9C,8D,c,c,c,win
9C,KD,TD,9H,KH,6S,c,c,c,win
QS,7D,AS,KC,8S,6C,c,c,c,win
AC,KH,9H,KD,8C,JH,c,c,c,win
9H,AS,TD,7S,6D,JD,c,c,r,loss
AH,QC,9H,7H,8C,JH,c,c,c,loss
JH,KH,JC,QD,AS,7C,c,c,c,win
TC,QD,JH,7H,QC,9H,c,c,c,loss
QS,KH,9C,9H,7S,8H,c,c,c,win
8H,AD,TC,8S,7S,QS,c,c,r,loss
9H,KH,QC,KS,JD,JH,c,c,c,loss
TD,QD,7C,KD,AH,AD,c,c,c,win
KS,AD,6C,TC,TH,9C,c,c,c,loss
JD,8D,7D,KH,AH,6S,c,c,c,win
QS,9S,9D,8C,7C,7D,c,c,c,loss
KS,JD,KD,QS,9D,AH,c,c,c,win
JD,QS,KC,KS,8D,TD,c,c,c,win
JH,8H,8D,7D,KS,QH,c,c,c,loss
8S,TD,AH,JS,QH,KS,c,c,c,win
7D,9C,9D,TC,TS,KD,c,c,c,win
QS,TH,9D,6H,KC,7H,c,c,c,win
QH,TC,QS,9C,JH,6C,c,c,c,win
8H,8D,KS,6H,9H,QC,c,c,c,loss
7C,7H,QS,TH,KD,KH,c,c,c,win
JD,9S,AC,6S,7S,9H,c,c,c,win
JH,9S,6C,7S,QH,9D,c,c,c,loss
TC,8C,KC,6D,7H,7D,c,c,c,win
JH,JD,8C,8D,6C,QS,c,c,c,win
9D,KS,6H,8C,6C,7S,c,c,c,loss
9S,7C,KD,TS,6S,KH,c,c,c,loss
8S,JH,QH,7C,7S,TS,c,c,c,loss
9S,TC,8H,QS,8D,7C,c,r,r,loss
TS,TC,6D,8D,QD,7C,c,c,c,win
QS,8D,7C,QH,KC,JC,c,c,c,win
KD,7S,QH,JC,6D,JD,c,c,c,loss
8D,7C,9D,JS,TS,6D,c,c,c,win
8C,6C,JD,9S,8H,QH,c,c,c,loss
7H,JS,7C,KD,QC,KS,c,c,c,win
JS,7H,QC,QH,KC,TS,c,c,c,loss
KC,9H,QD,8S,7H,QS,c,c,c,win
KC,6D,9C,TS,JH,JC,c,c,c,win
8C,6H,KC,KS,8H,6S,c,c,c,loss
TH,JC,8H,JH,QC,JD,c,c,c,win
7C,TD,8S,KS,AD,KH,c,c,c,loss
JC,QD,9D,6C,QH,AH,c,c,c,loss
JD,9H,JH,6S,6D,JC,c,c,c,win
6S,KH,9S,KD,KC,TH,c,c,c,win
7H,9H,6S,QC,TC,9S,c,c,c,win
JD,JC,QH,TC,AD,6C,c,c,c,loss
6D,KD,9D,TC,9H,TD,c,c,c,loss
9S,QC,JH,8C,JD,QD,c,r,c,loss
8D,9S,TD,7D,TS,QD,c,c,c,loss
TC,AC,JC,6S,9D,8C,c,c,c,loss
QC,KD,JD,KC,AS,9D,c,c,c,win
TD,7C,QH,8D,AH,7S,c,c,c,loss
8H,9C,9D,7D,TS,8C,c,c,c,win
JC,AH,9H,8D,8C,KH,c,c,c,loss
7C,QS,JC,9H,TD,8H,c,c,c,win
6C,7S,6D,JC,TH,JS,c,c,c,win
8S,JS,AS,KC,9C,KS,c,c,c,loss
AH,8D,AC,7C,9C,QH,c,c,c,win
QD,TC,9C,JD,6C,AH,c,c,c,win
QD,KD,QC,8H,8C,AD,c,c,c,win
9S,JC,TS,TC,TH,AS,c,r,r,loss
8H,TH,7C,9C,8S,6H,c,c,c,win
8S,KS,6C,TC,KD,9H,c,c,c,loss
TC,KD,TS,JS,7S,6C,c,c,c,loss
QC,AS,JC,9H,AH,9S,c,c,c,win
9D,KH,AD,7D,KC,TH,c,c,c,win
JS,AS,TH,QS,AD,KD,c,c,c,win
KH,8S,TD,QC,7D,KD,c,c,c,loss
JS,6S,7S,AC,AS,9H,c,c,c,loss
9S,QH,9D,KD,KH,TD,c,c,c,loss
8C,AC,KD,QC,6C,8H,c,c,c,win
6S,6H,TD,8C,8S,TH,c,c,c,loss
AS,QS,QH,AH,AC,9C,c,c,c,win
6H,AC,TC,JS,JH,9D,c,r,c,loss
QS,9S,JD,7S,QC,AC,c,c,c,loss
QS,9D,AD,QD,JS,KD,c,c,c,win
7D,7S,QC,9C,JD,6C,c,c,c,loss
KC,AD,TD,JH,6C,8C,c,c,c,win
TH,6H,9S,9C,TS,7C,c,c,c,win
KD,JH,JC,TC,QH,7H,c,c,c,loss
JH,JC,QC,8C,TS,6D,c,c,c,loss
QS,TH,6S,KD,KS,JD,c,c,c,win
QC,TC,9H,JC,AC,TH,c,c,c,win
AC,8C,AH,7H,TS,8S,c,c,c,win
KD,8S,KC,7H,TC,QS,c,c,c,loss
8H,6C,KS,JD,6D,TH,c,c,c,win
8S,6H,TC,QH,TS,9H,c,c,c,loss
9D,9C,8H,8S,KS,AS,c,c,c,win
TS,6S,AS,TH,KH,QH,c,c,c,win
AD,TS,8S,TH,KS,JS,c,c,c,loss
QD,KS,JH,KD,7S,8S,c,c,c,win
JD,JS,QS,8S,9S,7D,c,c,c,loss
QS,KC,TC,AS,QH,8C,c,c,c,win
9D,7S,TS,9S,9H,6D,c,c,c,win
TC,QD,TH,QS,JH,KS,c,c,c,win
TS,9C,TD,6C,AH,QC,c,c,c,win
JH,7D,KH,AC,8S,QD,c,c,c,loss
8D,7S,QS,KS,9C,QC,c,c,c,loss
9D,7C,6C,JH,9C,6S,c,c,c,loss
6S,TD,TH,QH,6D,QC,c,c,c,win
9C,7D,6C,KS,7H,JS,c,c,c,loss
7C,TD,AS,QC,7D,7S,c,c,c,win
KC,JC,7H,KS,JD,QS,c,c,c,loss
8S,9C,KH,QC,AD,AH,c,c,c,loss
9C,9H,TH,JH,QS,7C,c,c,c,win
JH,9H,9D,8S,KH,9S,c,c,c,win
QD,AD,7C,TD,QH,AC,c,c,c,loss
9H,KS,7C,JC,JD,TC,c,c,c,win
9C,TD,AH,6C,TC,KC,c,c,c,win
JS,6H,7D,8C,JH,9S,c,c,c,loss
7C,JD,TD,8H,KC,6D,c,c,c,loss
KS,KH,7H,8C,AC,QH,c,c,c,loss
9S,QC,JH,9D,AC,JS,c,c,c,loss
8D,9H,AC,6H,8C,JH,c,c,c,loss
6D,8S,JD,TH,6S,TS,c,c,c,loss
7D,TD,QD,AH,TC,KC,c,c,c,loss
7D,7C,KS,7S,AC,TC,c,c,c,win
KD,9H,AH,6S,KH,JD,c,c,c,win
7H,TH,6H,TC,7D,KH,c,c,c,loss
8S,QC,9S,6H,QD,JC,c,c,c,win
QD,7D,AS,8H,QS,TD,c,c,c,win
9S,6S,9C,QC,TD,AC,c,c,c,loss
TH,6C,8C,6S,KC,QH,c,r,c,loss
QC,KD,JS,9S,6H,7S,c,c,c,loss
QD,JD,7H,9S,6C,9H,c,c,c,loss
8D,7S,9C,7C,JD,KD,c,c,c,loss
TH,KC,7H,9C,7C,JH,c,r,r,loss
QH,6S,8H,AD,6D,6H,c,c,c,loss
9H,TD,JH,JD,TS,6C,c,c,c,win
6H,KD,QH,AS,8H,8D,c,c,c,loss
KS,QC,8D,AS,9D,9S,c,c,c,loss
8S,JS,9S,6D,QS,8C,c,c,c,win
7H,TC,6H,AH,9D,TH,c,c,c,win
7D,KS,9H,TS,KC,QD,c,c,c,win
QC,6S,QH,KH,TC,7H,c,c,c,win
JD,9S,KH,JH,7D,TH,c,c,c,win
7D,6C,TH,JC,KC,9S,c,c,c,win
7H,AH,TH,QH,JS,9C,c,c,c,loss
AS,6H,JD,TS,TC,7C,c,c,c,loss
QC,9S,7D,JS,QH,6C,c,c,c,win
QS,8C,7S,AH,9H,TC,c,c,c,loss
7S,QS,9D,KS,KH,8C,c,r,c,loss
8H,9S,QH,QS,7H,TS,c,c,c,win
JC,AD,AC,JH,KD,9H,c,c,c,loss
TS,8H,AH,JH,JD,KC,c,r,c,loss
6C,7C,9S,KH,JH,TC,c,c,c,loss
