card1,card2,card3,card4,card5,card6,bet1,bet2,bet3,result
AS,QD,7H,TD,8H,KH,c,c,c,loss
7C,6S,KC,TH,AH,TC,c,c,c,loss
8H,QC,9D,AH,JD,6C,c,c,c,loss
QH,KH,9S,TH,JH,AD,c,c,c,win
8C,KS,7D,JH,AH,QD,c,c,c,win
9D,KS,6C,QS,AC,7H,c,c,c,loss
9D,6D,AS,8S,AC,6H,c,c,c,loss
7H,9S,8D,KC,6H,JH,c,r,c,loss
6D,6C,7H,TH,9D,7S,c,c,c,loss
JC,8S,AC,7H,QH,TS,c,c,c,loss
KS,TC,AC,7C,6S,8D,c,c,c,loss
8D,7D,KC,7C,6H,AH,c,c,c,loss
9S,7D,9D,JC,KC,TC,c,c,c,loss
JD,7S,JS,TH,8H,7D,c,c,c,win
9S,JH,9C,QS,KC,TS,c,c,c,win
7D,9D,KH,QS,AC,9H,c,c,c,loss
AC,KS,KD,8D,JC,8C,c,c,c,win
8D,8H,7C,AH,KC,8C,c,c,c,win
TC,TS,8S,6S,6C,KD,c,c,c,win
7S,JD,6H,JC,AD,8D,c,c,c,win
TH,8S,9D,KH,9H,6D,c,c,c,win
6D,AH,8S,AC,7S,7D,c,c,c,loss
8H,9H,8S,KS,8C,7D,c,c,c,win
9S,7S,JD,QC,JH,9H,c,c,c,loss
7D,9H,AC,KC,KD,7S,c,c,c,loss
9C,7C,9S,KH,9D,TS,c,c,c,win
KS,AS,7H,7S,TD,8S,c,c,c,loss
AS,QS,TC,TS,KS,9D,c,c,c,win
JH,AC,KC,TH,QH,8S,c,c,c,win
8H,QD,8S,KC,8C,9S,c,r,r,loss
6H,TD,8S,9H,KS,7C,c,c,c,win
AC,QH,TC,AD,6S,JS,c,c,c,win
AC,KC,AH,QD,KH,7H,c,c,c,loss
7S,6S,TC,QC,TD,JS,c,c,c,loss
6H,KH,6D,JC,9D,JH,c,c,r,loss
6C,9C,TH,9H,6D,9D,c,c,c,win
KH,TS,JS,KS,AD,8H,c,c,c,loss
JD,KS,8D,TH,7C,AS,c,c,c,win
QC,QS,7D,7H,8C,JH,c,c,c,loss
8S,KC,7C,QD,9S,7D,c,c,c,loss
QC,8H,QS,6H,8D,AD,c,c,c,win
9S,KC,QS,7S,QD,JD,c,c,c,loss
JS,6H,7C,QS,8D,TC,c,c,c,loss
QH,QS,7C,8S,AD,TS,c,c,c,win
TS,AS,7D,AD,8S,QS,c,c,c,win
9D,8D,6H,TH,TD,7H,c,c,c,win
AS,6D,QD,6S,KC,KH,c,c,c,win
QS,QD,8D,9S,TS,KD,c,c,c,loss
TD,6H,7C,9S,JH,AD,c,c,c,loss
TD,QC,7H,QH,KH,AC,c,c,c,win
AS,9C,AH,7C,JD,6S,c,c,c,win
JD,TC,TD,8D,8H,6S,c,r,c,loss
7S,QS,QC,6C,AS,8D,c,c,c,win
7D,KH,KC,AD,TD,QH,c,c,c,win
AH,TD,KC,JC,6C,QD,c,c,c,win
AH,QC,QD,9D,QH,9S,c,c,r,win
9D,8D,QC,AH,QS,6C,c,c,c,loss
KS,9C,KC,QC,TD,QS,c,c,c,loss
TD,8S,TS,TC,QD,AC,c,c,c,win
JC,QC,6S,KS,6H,7H,c,c,c,loss
AH,8S,AS,9S,6D,JH,c,c,c,win
7D,QD,TS,QH,7H,AH,c,c,c,win
AH,TC,JS,6S,9H,QH,c,c,c,win
6H,7C,8H,8S,QS,TC,c,c,c,loss
KH,JD,8S,JC,AC,6C,c,c,c,win
JD,QS,6D,8D,7D,TS,c,c,c,loss
7S,KC,6C,TS,AH,8C,c,c,c,loss
7H,6H,QC,AH,KS,AS,c,c,c,win
6H,KC,QS,9D,TH,KS,c,c,c,loss
KS,6S,JH,8C,9S,6D,c,c,c,loss
7H,QC,JC,TS,7C,8D,c,c,c,loss
QC,6S,JH,JD,AD,AH,c,c,c,win
9C,JS,AC,JC,JH,QD,c,c,c,win
TD,AD,JC,6D,TH,TC,c,c,c,win
QS,KH,8C,TH,QD,6C,c,c,c,win
KD,KS,KH,TS,QD,9S,c,c,c,win
JH,TH,9S,QD,8S,8D,c,c,c,win
8C,KD,TH,7S,KC,AH,c,r,c,loss
TS,6D,8C,QD,9H,6C,c,r,c,loss
8H,7S,TH,7H,QC,TD,c,c,c,loss
9C,KD,QH,JC,TC,7D,c,c,c,win
9H,7S,6H,JD,KC,9C,c,c,c,win
8H,TS,QS,KD,JD,9H,c,c,c,loss
QS,6S,JH,KS,KC,8D,c,c,c,loss
9C,9S,TH,TC,KS,7D,c,r,c,loss
JD,9D,TD,JH,9C,QD,c,c,c,win
TD,AC,9H,8C,KH,AH,c,c,c,win
6S,7S,TS,AS,8H,QS,c,c,c,win
QD,QC,6H,AS,JD,8H,c,c,c,win
JD,TD,7S,QC,KC,AC,c,c,c,win
JH,TC,7C,9S,KC,8D,c,c,c,win
9H,8C,JH,QD,KC,TD,c,c,c,win
6S,KH,7S,9S,9D,JS,c,c,c,win
6S,QS,KC,9D,TS,8S,c,c,c,loss
9H,KC,TC,9S,JD,QS,c,c,c,win
6D,TC,KH,AS,AD,7D,c,c,c,loss
TD,TH,9C,TS,AD,QD,c,c,c,win
AC,9S,JH,JD,8D,JS,c,c,r,loss
9D,7C,KD,9C,JD,7S,c,c,c,loss
QH,JD,TH,6H,TC,6D,c,c,c,loss
AD,8C,8D,KH,7H,8H,c,c,c,win
KS,JS,AH,JH,6S,TS,c,c,c,win
8S,6D,TC,QC,6C,JC,c,c,r,loss
9S,TS,KS,6S,AC,KH,c,c,c,win
9H,8H,JH,AC,AS,TS,c,c,c,loss
QC,KS,7S,QD,7C,8S,c,c,c,win
9S,KD,AS,KS,8D,9H,c,c,c,win
7D,9D,9C,9S,KD,QH,c,c,c,win
TC,TS,9D,AS,7C,KS,c,c,c,win
AS,6C,6S,7S,JD,KS,c,c,c,win
JS,JC,AC,7H,6H,7S,c,c,c,loss
AH,6S,JC,KD,6D,AC,c,c,c,win
QS,QD,9D,AC,JS,KS,c,c,c,loss
KC,QH,TD,TH,7S,AS,c,c,c,win
TS,6S,KH,KC,6H,7C,c,c,c,win
6H,TS,7C,8D,8C,9S,c,c,c,win
9S,KH,8D,7C,9H,7D,c,c,c,loss
TH,KH,AH,KD,JS,7C,c,c,c,loss
QD,TS,QC,TC,6S,AS,c,c,c,win
TC,6H,9S,9H,KH,AD,c,c,c,win
8C,TH,7C,JS,AH,8S,c,c,c,win
7D,JH,6H,JD,9C,AC,c,c,c,win
7D,KC,9D,JD,8D,6S,c,c,c,win
8H,AH,9S,6S,9C,QC,c,c,r,loss
TS,7D,KH,AD,7C,7S,c,c,c,win
JC,KH,TC,7C,AC,KC,c,c,c,win
7D,9S,AH,9H,TD,JH,c,c,c,loss
QH,KC,JC,AC,8D,TH,c,c,c,win
AD,QH,QD,AC,8D,7D,c,c,c,win
QH,KS,JC,7D,8D,6H,c,c,c,loss
KC,6S,QH,6H,6D,JH,c,c,c,loss
6C,TH,AD,QD,JD,TS,c,c,c,win
7S,TD,AH,9S,AS,QH,c,c,c,win
JH,AD,9C,9D,JS,TH,c,c,c,loss
KC,9S,8H,TS,AC,JD,c,c,c,win
KH,7H,KC,TS,TC,JH,c,c,c,win
TC,KS,AS,8H,QS,TS,c,c,c,win
9S,TD,9D,6C,8H,8D,c,c,c,win
QD,JD,JS,6C,TD,6H,c,c,c,loss
KD,6H,TC,8S,KS,JH,c,c,c,loss
6D,8S,JS,9C,QC,AD,c,c,c,loss
8H,JS,JD,7D,TC,9C,c,c,c,win
6H,QH,7C,6C,QS,JH,c,c,c,win
KS,6C,TC,7C,6S,7S,c,c,c,win
AH,TC,8H,9H,7S,6S,c,c,c,win
7H,AS,QS,8S,KH,QD,c,c,c,loss
JC,8S,6S,9D,KD,6D,c,c,c,win
9C,KC,8S,QD,8H,KD,c,c,c,win
QS,TH,7D,7S,JS,KC,c,c,c,win
JC,JD,JH,TS,6D,8H,c,r,c,loss
TD,JH,AH,KD,6D,KC,c,c,c,win
KS,JH,7D,TS,9C,AC,c,c,c,win
8C,JS,AS,8H,7C,9H,c,c,c,win
7C,6S,7H,8H,7D,8S,c,c,c,loss
8D,7C,8H,QC,6H,8S,c,c,c,win
7D,6C,8S,TD,JD,TC,c,c,c,loss
QC,6D,AS,JH,TS,8H,c,c,c,loss
AC,JD,JH,JC,AH,KH,c,c,c,win
KD,JD,KC,7C,9C,KH,c,c,c,win
7D,6C,QH,6S,KD,KS,c,c,c,win
8S,6S,9H,QH,9C,TS,c,c,c,loss
6C,9C,JD,KC,QS,KS,c,c,c,loss
8S,6S,QS,AH,7C,TC,c,c,c,win
KS,KH,AH,8S,QD,6S,c,c,c,win
KS,KH,7D,TS,JH,AD,c,c,c,win
9C,QS,7D,9D,7C,TD,c,c,c,win
8S,7C,AH,JC,KH,7H,c,c,c,loss
6S,9S,7C,8D,AD,KH,c,c,c,loss
TH,AH,JD,QS,8S,JC,c,c,c,loss
TH,TD,9D,AD,9S,KH,c,r,r,loss
QS,QD,7H,QH,8S,AD,c,c,c,win
QS,8D,KH,TC,7S,AD,c,c,c,loss
TD,6H,AH,6C,QC,7S,c,c,c,win
9C,KD,AC,QC,AD,8H,c,c,c,loss
TC,9C,9H,QC,6D,TD,c,c,c,win
AH,7D,6C,QS,JC,KH,c,c,c,loss
AD,7C,JD,TS,QH,JC,c,c,c,loss
9D,6D,TH,JC,JS,QC,c,r,c,loss
JD,6S,KC,8D,7H,AH,c,c,c,loss
9S,KD,8D,JC,7S,9D,c,c,c,loss
JC,TD,TH,8H,7C,AC,c,c,c,win
9D,TS,KS,QH,JH,KC,c,c,c,win
TS,TH,KS,TC,6S,7S,c,c,c,win
AS,6H,6C,AD,8H,KD,c,c,c,win
KD,TS,8S,TD,JS,JH,c,c,c,win
6D,TS,7D,7H,JH,AC,c,r,c,loss
6C,6H,JD,KC,6S,8S,c,c,c,win
8C,JH,TS,KH,8S,6S,c,c,c,loss
7S,8D,TD,TH,KC,6H,c,c,c,loss
7H,TC,JS,7C,QS,QD,c,c,c,loss
9S,6H,8H,6D,7H,AH,c,c,c,loss
9S,AC,6D,QH,AH,9H,c,c,c,win
9H,KD,8S,AC,KC,TD,c,c,c,loss
TC,AH,7D,AD,QD,6C,c,c,c,win
6C,TC,9D,JD,QD,8D,c,c,c,win
JC,TD,JH,QS,6S,7S,c,c,c,loss
8H,7H,KH,6D,QS,JS,c,c,c,win
QS,7D,JC,KD,7C,8S,c,c,c,win
9C,KD,KS,8D,JC,9H,c,c,c,loss
6D,6H,6S,KH,7S,AS,c,c,c,win
AS,9S,AD,6H,JC,8H,c,c,c,win
9S,KH,7D,QS,6S,TS,c,c,c,loss
QH,6D,TD,8C,QD,AH,c,c,c,loss
6C,7D,6S,6D,TC,9C,c,c,c,win
9H,6H,AD,KH,JC,8S,c,c,c,loss
9S,AS,7D,8H,TD,JH,c,c,c,win
6H,KS,TD,9S,7S,QH,c,c,c,loss
6C,JS,TC,6S,AD,9D,c,c,c,loss
6S,TS,QH,8S,8H,9D,c,c,c,win
KH,AD,7D,6D,9C,QS,c,c,c,win
AH,TD,9H,TS,QH,TC,c,c,c,win
AS,6C,8C,AC,JS,6H,c,c,c,loss
TH,8D,AD,9C,AC,8S,c,c,c,loss
QS,6H,9D,AD,6C,9S,c,c,c,loss
6C,7C,QC,KD,KC,8D,c,c,c,win
QS,6H,AS,6C,KC,TC,c,c,c,loss
6H,6C,KH,7D,7H,JH,c,c,c,loss
TH,TS,7C,9H,6C,KC,c,c,c,win
8H,KH,TH,TD,JH,KD,c,r,c,loss
AH,TS,9S,9D,TD,TC,c,c,c,win
QS,6S,TC,8H,7H,QD,c,c,c,win
TD,9C,KH,QC,9S,AS,c,c,c,win
8D,8S,JD,KH,TH,8C,c,c,c,win
7H,TC,6H,JD,TS,TD,c,c,c,win
9S,KC,9D,JS,TS,8C,c,c,c,loss
AC,TS,AS,QH,8D,7H,c,c,c,win
7H,AC,QH,7D,AH,JS,c,c,c,win
QD,6H,JH,7H,AD,6C,c,c,c,loss
QD,6H,TS,6D,QH,AH,c,c,c,win
TS,9C,QC,6S,7D,9H,c,c,c,win
QH,KC,8H,JH,KH,JS,c,c,c,win
6H,KC,KS,6C,9C,6D,c,c,c,win
6C,7D,6D,TC,TH,KC,c,c,c,win
9H,JS,KC,AC,JH,AD,c,c,c,loss
AC,JD,AH,7H,KH,9D,c,r,r,loss
QH,QS,8S,KH,KC,7C,c,c,c,loss
QD,TH,8S,QH,6C,6H,c,c,c,loss
TH,6H,QS,8C,8H,6C,c,c,c,loss
JC,6S,6H,8H,JH,7S,c,c,c,loss
6S,AD,6H,TS,8S,8D,c,c,c,loss
JD,6C,QH,JS,8C,TH,c,c,c,win
7H,QD,6C,JS,JC,8H,c,c,c,loss
9D,KD,QS,7S,AS,AC,c,c,c,loss
AD,6H,KC,AH,6D,JH,c,c,c,win
9H,QC,KC,JC,9S,QS,c,c,c,win
TC,AH,QS,7S,TH,9H,c,c,c,win
QS,KH,AH,QH,KS,QD,c,c,c,win
8H,6D,TC,AH,6C,JC,c,c,c,loss
7H,9H,AH,9C,KH,JS,c,r,c,loss
6C,JD,AH,AD,7H,QH,c,c,c,loss
AS,AD,6S,9H,KH,6C,c,c,c,loss
KH,6D,JS,AH,6S,KS,c,c,c,win
9C,QS,8D,TH,9S,8S,c,c,c,loss
KC,6H,TS,TD,QC,7C,c,c,c,loss
QH,KS,AS,9C,TC,TS,c,c,c,win
6C,7D,QC,KH,AD,7C,c,c,c,loss
AS,KC,TC,JH,6C,KD,c,c,c,win
9C,TS,6S,QS,QH,9D,c,r,r,loss
KC,8H,TS,JC,6H,JD,c,c,c,loss
TD,8D,6D,7H,AD,8C,c,c,c,win
8C,AD,QC,KS,6D,KH,c,c,c,loss
JD,6D,8S,AS,9H,9S,c,c,c,loss
TC,KC,TS,8S,7D,7S,c,c,c,win
6S,6H,9H,AS,7C,9C,c,c,c,loss
QH,JD,KH,JH,AH,TC,c,c,c,win
9S,KC,KH,8C,8H,7D,c,c,c,win
9D,JC,TD,AD,6C,JH,c,c,c,loss
7D,TH,KC,QC,8H,9H,c,c,c,win
6C,8S,QC,TS,KD,7S,c,c,c,loss
9S,JS,AS,TC,AC,JH,c,c,c,loss
AD,QH,7D,JS,9S,6C,c,c,c,loss
KH,8H,QH,KC,TD,TH,c,c,r,loss
KC,6C,7C,QC,TC,QS,c,c,c,win
JS,AS,8D,KS,KH,9S,c,c,c,loss
8C,JH,AS,QD,8H,JD,c,c,c,loss
JD,AD,TD,9S,KS,6D,c,c,c,loss
JS,9H,KC,8C,6C,KD,c,c,c,loss
7C,8C,KS,9C,7D,8D,c,c,c,loss
6D,TS,9H,8S,QC,KC,c,c,c,loss
9S,TS,KS,KD,8S,JS,c,c,c,win
AS,9C,KH,6C,QC,7S,c,c,c,loss
TD,9C,8C,TH,7D,JC,c,c,c,win
8H,TD,KS,QC,8D,9H,c,c,c,loss
8C,6S,TD,QS,TH,AH,c,c,c,win
QD,JS,6H,7H,9D,6C,c,c,c,loss
TC,JH,TS,9C,7C,7S,c,c,c,loss
AS,7S,JH,AC,JC,8S,c,r,c,loss
6D,TD,9C,QD,KC,AD,c,c,c,loss
JD,6H,AS,TD,9C,8D,c,c,c,loss
TC,7H,QD,7S,AS,7D,c,c,c,win
9H,KD,AS,AD,AH,7S,c,r,r,loss
JS,JH,7C,8D,9H,KH,c,c,c,win
9D,7S,JS,AS,9S,KH,c,c,c,win
KC,AS,7S,7D,8H,KH,c,c,c,win
JC,QS,AD,7D,9D,JD,c,c,r,loss
QH,AH,TC,7D,AS,8D,c,c,c,loss
JS,7C,7H,6H,KD,8S,c,c,c,loss
6H,9H,AH,TH,KS,AD,c,c,c,win
QH,QD,6H,JC,7H,9S,c,c,c,loss
8S,AC,JC,9D,9S,TD,c,c,c,loss
JC,9D,QD,TH,7C,TC,c,c,c,loss
QH,QD,6H,8S,8C,6S,c,c,c,loss
AS,AD,9H,7S,9S,TC,c,c,c,win
7C,QS,9D,6C,QC,QH,c,c,c,win
QC,AD,8S,AC,7S,QD,c,c,c,win
9S,TH,6H,AH,AD,JH,c,c,c,loss
AH,TD,JS,6H,TC,JC,c,c,c,win
AC,6C,7D,8D,JH,TC,c,c,c,loss
AD,9S,AH,6D,9H,8D,c,c,c,win
QS,6C,9C,QD,7S,9S,c,c,c,win
TS,8H,9S,QD,6H,JC,c,c,c,loss
6S,AD,9C,7D,6C,JS,c,c,c,loss
8D,JC,JS,KH,6C,QH,c,c,c,loss
KC,JH,JS,9S,AS,TC,c,c,c,win
AD,JH,6S,7S,8S,TH,c,c,c,loss
QS,AH,KD,6S,9D,8C,c,c,c,win
QH,7S,KH,AD,7D,AC,c,c,c,win
9S,9D,TC,AS,8S,JD,c,c,c,loss
TC,6H,6D,AS,8D,TS,c,c,c,win
9D,9H,AH,9S,KC,TC,c,c,c,win
QD,KH,6S,9H,9D,8S,c,c,c,loss
JH,8D,6D,9S,8C,QH,c,c,c,loss
KH,QD,QH,JS,AH,KD,c,c,c,loss
8C,9S,KD,AH,6D,9D,c,c,c,loss
QD,9D,JH,9C,QC,TC,c,c,c,win
TH,QD,7C,9D,8S,QS,c,c,c,loss
KD,AD,TS,8C,KS,AH,c,c,c,win
8C,JS,8H,KH,AH,QH,c,c,r,loss
TD,9D,6S,8H,TH,6C,c,c,c,loss
6H,8D,6D,QS,TD,7D,c,c,c,win
AD,7C,KC,8H,9C,JD,c,c,c,loss
8S,9C,JS,AD,7D,TC,c,c,c,loss
QC,AC,AH,QS,TC,JC,c,c,c,win
AS,KC,6C,KD,QC,9C,c,c,c,win
9H,6S,TD,KH,7D,9S,c,c,c,loss
JC,7D,9C,AD,8H,KD,c,c,c,loss
8H,QC,7S,7H,9H,TC,c,c,c,loss
9D,8S,9H,KD,JS,6C,c,c,c,loss
8H,8S,JS,8C,QS,TH,c,c,c,win
TH,JD,7H,6S,9C,QH,c,c,c,win
9H,QS,KH,TH,9C,8S,c,c,c,win
6C,QC,9D,KH,9C,8C,c,c,c,loss
7S,8C,QC,8H,TH,KS,c,c,c,loss
8D,7D,9D,TS,QD,6C,c,c,c,win
7D,JS,AS,JH,TD,9D,c,c,c,loss
AH,KH,JC,QS,8H,KD,c,c,c,loss
8S,AC,7S,8C,JD,AD,c,c,c,loss
9D,JD,AC,QS,TD,TC,c,c,c,loss
JH,KC,9S,QS,TH,AH,c,c,c,win
6H,7C,7H,JS,AD,KS,c,c,c,win
8H,TH,7H,AS,AC,6C,c,c,c,loss
AD,8S,6H,7C,8H,9D,c,c,c,win
QD,JC,AS,6S,KD,QS,c,c,c,loss
TS,AD,AH,JS,8C,KH,c,c,c,loss
KC,9H,9D,8D,QC,6H,c,r,c,loss
8D,KH,AC,TH,9C,QS,c,c,c,loss
8D,QH,QS,JD,KH,7H,c,c,c,win
6H,KD,KC,KS,JD,TS,c,c,c,win
TD,JH,AH,JC,6C,KH,c,c,c,win
AH,JS,KH,JD,7S,AD,c,c,c,win
JS,KH,6C,JH,7H,6S,c,c,c,loss
AC,6S,KC,8H,TD,QD,c,c,c,loss
QS,AS,6H,KD,8C,7C,c,c,c,loss
AS,QD,QC,JD,7S,TS,c,c,c,win
AC,AH,TD,AS,QS,7C,c,c,c,win
QS,7H,8H,KD,9S,6D,c,c,c,loss
QH,6D,AC,QC,JH,6H,c,c,c,win
7H,AD,7C,6C,QC,8S,c,c,c,loss
JH,6H,JC,QS,6S,QD,c,c,c,win
AH,8C,8H,TD,7H,JH,c,c,c,win
TH,KC,6H,QC,JS,AC,c,c,c,win
JS,QS,QH,TH,AC,QD,c,c,c,win
KH,AH,9D,6H,QD,8S,c,c,c,loss
TS,TH,8S,6C,TD,7S,c,c,c,win
7D,AS,7H,TD,9D,TS,c,c,c,loss
TH,JS,6C,AC,AH,9H,c,c,c,loss
6H,JD,6D,7C,TH,8D,c,c,c,loss
9S,AD,KH,AC,8S,7H,c,c,c,win
9C,TS,8D,QD,KD,6D,c,c,r,loss
6S,8D,6H,TD,KH,AC,c,c,c,loss
6H,JS,6S,QS,KC,8H,c,c,c,win
6S,8H,9H,9C,9S,6C,c,r,c,win
9C,9D,JS,TC,AC,AS,c,c,c,loss
JS,JH,6C,7D,TH,9S,c,c,c,loss
TC,QD,JH,6C,9S,QS,c,c,c,win
AD,6C,8C,6D,QD,TH,c,c,c,loss
QH,TS,KD,AC,AS,QD,c,r,c,loss
KH,AD,QC,AC,6C,QH,c,c,c,win
7C,9S,QH,AD,6D,9C,c,c,c,loss
TD,AS,6S,TH,9C,8C,c,c,c,loss
JH,8C,TH,TS,6D,8S,c,c,c,win
7C,AD,JH,QD,KD,8S,c,c,c,loss
QS,KH,7D,TH,JH,7C,c,c,c,win
AC,TD,TS,QD,7S,9D,c,c,c,loss
7C,9C,AD,6C,QS,TH,c,c,c,loss
KC,6S,JS,8C,7S,6H,c,c,c,loss
7H,TH,JH,AH,7S,8H,c,c,c,win
8D,8C,JC,TS,9C,6D,c,c,c,loss
8C,8D,6H,KC,7C,TD,c,c,c,loss
TC,QS,AH,9H,JD,6D,c,c,c,win
8S,JC,KH,KS,6C,8C,c,c,c,win
6S,JC,AS,KH,JH,9H,c,c,c,win
AS,9C,6H,AC,8D,8C,c,c,c,win
KH,9S,9D,6S,QS,JS,c,c,c,loss
8C,QS,9H,TH,8S,7S,c,c,c,loss
8H,9H,JC,7H,KS,AC,c,c,c,loss
7D,AH,TC,KC,JD,8S,c,c,c,win
6C,QH,9H,9D,JH,7S,c,c,c,loss
QS,8C,7D,TH,AD,9D,c,c,c,win
7D,6C,KD,TD,TC,JH,c,r,c,loss
8C,7C,KD,7D,AC,8D,c,c,c,win
9S,JS,JH,7H,8H,7C,c,c,c,loss
KD,6D,KS,7H,6S,QH,c,c,c,win
9C,7H,JH,8S,6H,KC,c,c,c,win
TD,6H,KS,AS,7S,8H,c,c,c,loss
AS,9S,7H,6S,9C,7D,c,c,c,win
TH,6D,AC,KC,9C,7C,c,c,r,loss
TH,9S,7D,KC,JC,9C,c,c,c,win
TC,6D,9S,TD,8D,KC,c,c,c,loss
KD,8C,6D,8H,6S,TC,c,c,c,loss
7C,JS,JH,8D,TD,AC,c,c,c,loss
7C,QH,QD,6S,9S,9H,c,c,c,win
8D,AC,9D,6S,6D,TH,c,r,c,loss
7S,QS,9C,TC,KS,8C,c,c,c,loss
9C,KD,KS,AH,6C,JC,c,c,c,loss
8H,AH,TS,7C,QC,KH,c,c,c,loss
9S,JC,7S,JD,TC,KD,c,c,c,loss
AD,8S,KD,9C,AH,6H,c,c,c,win
6S,7D,8C,QH,KD,JS,c,c,c,loss
6H,QC,AC,6D,TS,8D,c,c,c,loss
TC,QS,JC,JH,9C,KD,c,c,c,win
TC,7H,9S,JC,8H,KS,c,c,c,win
QH,JC,TS,7C,9S,JS,c,c,c,win
JD,TS,AH,KC,TC,9H,c,c,c,win
9C,7C,QC,7S,8S,KS,c,c,c,loss
8D,6D,7S,AS,KD,9H,c,c,c,loss
KC,JD,8S,6S,TD,QD,c,c,c,loss
TS,AH,6D,8D,7H,JD,c,c,c,win
KH,JH,7D,9H,6D,7C,c,c,c,loss
JS,7D,AD,TS,KH,JH,c,c,c,win
QS,JC,8H,QC,JH,7C,c,c,c,win
8H,AS,JD,JH,7D,QS,c,c,c,loss
8S,9C,JH,TC,KH,6C,c,c,c,win
9D,JS,KH,9C,AD,QD,c,c,c,win
8D,KD,JC,6C,QH,7H,c,c,c,loss
TH,8S,6S,JD,QD,7C,c,c,c,win
JC,JS,QC,8S,TS,8D,c,r,r,loss
9H,TH,7S,TD,AC,TC,c,c,c,win
AC,7D,6D,KS,KD,JD,c,c,c,loss
9H,8D,8C,AC,JH,7D,c,c,c,loss
JS,TH,QD,TD,AC,KD,c,c,c,win
KC,QS,JS,8H,JD,KH,c,c,c,win
AD,TH,7H,KC,KS,7D,c,r,r,loss
7S,KD,KC,AD,6D,7D,c,c,c,win
7D,JC,6C,QD,9D,KH,c,c,c,loss
7D,AC,6S,QD,8C,8D,c,c,c,loss
7S,9S,TD,JS,JD,7D,c,c,c,loss
JH,QH,QS,AC,TH,7C,c,c,c,loss
8H,9H,AC,AH,TD,6H,c,c,c,win
7C,JS,AH,6D,KD,TC,c,c,c,loss
8D,7S,AD,JS,QH,JH,c,c,c,loss
KC,JC,TH,AC,JD,8D,c,c,c,win
KS,JC,TD,QS,KD,8H,c,c,c,win
QS,9S,9D,JS,6H,JC,c,c,c,win
6H,TH,8D,KS,7S,9S,c,c,c,loss
6S,KS,QC,8H,QH,TC,c,c,c,loss
TS,6S,JC,TD,TC,QS,c,c,c,win
TC,AD,JC,TH,9S,TS,c,c,c,win
6D,AD,AH,9C,8H,TD,c,c,c,loss
8D,8C,8H,KD,AD,9C,c,c,c,win
QS,8D,6D,JS,9C,AH,c,c,c,win
KD,6S,JC,QD,KC,9H,c,c,c,loss
QS,6D,AD,JS,7H,7S,c,c,c,loss
QH,6C,KD,9H,TC,9C,c,c,c,loss
9C,AH,JS,QD,8H,6C,c,c,c,loss
JH,AC,KH,AH,TS,JD,c,c,c,win
8H,8D,9S,JH,TH,QS,c,c,c,win
TH,KD,7D,6D,9C,8S,c,c,c,win
TD,JS,AS,6D,8H,9S,c,c,c,win
QC,TH,TC,8H,KH,TD,c,c,c,win
QD,6C,KD,8S,QS,7S,c,c,c,win
9H,7H,8C,TD,7S,JD,c,c,c,win
QH,8H,6C,7C,9C,TC,c,c,r,loss
8D,6H,8C,QD,QS,JH,c,c,c,win
JS,9S,TS,AH,JC,7H,c,c,c,loss
KD,TD,QS,9S,8D,7H,c,c,c,loss
TS,QS,KD,AS,AD,9H,c,r,r,loss
9D,TH,AD,7D,TC,8S,c,c,c,win
7D,AD,JC,KS,9C,JH,c,c,c,loss
QC,6H,8S,9S,KC,6D,c,c,c,win
9D,AD,6S,TS,8C,TC,c,c,c,loss
KH,8D,9D,7H,JC,8H,c,c,c,win
KH,TH,TS,9S,8H,8S,c,c,c,win
KH,JH,QD,8D,JD,QC,c,c,c,win
8H,JC,TS,JH,7C,AS,c,c,c,win
AH,KC,9C,JC,TH,6C,c,c,c,loss
JD,QC,7S,6S,8C,QD,c,c,c,win
9D,JC,6D,JS,6C,KS,c,r,c,loss
TS,8H,9D,JH,QD,QS,c,c,c,win
JH,9D,KS,JD,6C,7C,c,c,c,win
7C,9S,8S,QH,TS,6C,c,c,c,win
7C,AH,QS,TC,JH,8C,c,c,c,loss
AH,8C,8D,6S,7H,AS,c,c,c,win
6D,AC,JD,KS,7C,QD,c,c,c,loss
AH,QS,KH,QD,KS,7D,c,c,c,win
6H,QH,9C,JC,KD,6D,c,c,c,loss
QH,AS,6D,8H,TH,AD,c,c,c,win
AC,6D,6H,QC,AH,8C,c,c,c,win
KS,QH,AC,9S,AH,KD,c,c,c,win
9D,AH,9H,KD,TC,7D,c,c,c,win
JH,7H,8H,6D,JS,8D,c,c,c,win
7H,AH,8D,AC,8C,9H,c,c,c,win
JS,JC,QH,QC,KH,9D,c,c,c,win
JS,QD,KH,QS,JC,8D,c,c,c,loss
TH,9S,KH,8C,6C,6H,c,c,c,win
6D,8C,7S,JS,7C,7D,c,r,r,loss
KH,9H,KC,9S,JH,TH,c,c,c,win
KD,7H,AS,8S,6H,6S,c,c,c,win
JS,TH,7D,TC,7S,7C,c,c,c,win
6D,7S,AC,8H,TS,QD,c,c,c,loss
QC,AC,9H,8S,7D,8H,c,c,c,loss
6H,7D,KC,6D,6C,TH,c,c,c,win
9C,7H,TS,JH,KS,9H,c,c,c,loss
JH,KS,TS,QD,8H,TC,c,c,c,win
6S,8C,7S,KC,8D,QH,c,c,c,win
7H,KD,8S,8H,AD,9S,c,c,c,loss
AH,6H,TD,9S,9C,8H,c,c,c,loss
