card1,card2,card3,card4,card5,bet1,bet2,result
9S,8D,6S,8C,TC,c,c,loss
JD,6D,JS,TH,7C,c,r,win
8D,JD,AS,JC,6S,c,c,loss
9D,7H,8C,QD,JC,c,c,win
8S,TD,9H,TS,7S,c,c,win
TH,9H,AD,7S,TC,c,c,win
7D,KH,JD,JH,TC,c,c,loss
JC,TC,QC,9H,QD,c,c,win
TH,TS,9S,8D,8H,c,c,win
6C,7H,6H,8D,9H,c,c,win
7S,7D,JC,JS,KC,c,c,win
AD,QD,AH,9D,TD,c,c,win
6H,8D,QC,7D,JC,c,c,loss
AS,KS,6H,JH,AC,c,c,loss
TS,9H,7C,KS,9C,c,c,loss
7S,9C,KS,JC,QH,c,c,loss
7D,AH,6S,AD,QC,c,c,win
QD,7H,TS,JH,6S,c,c,loss
7C,KD,JD,TS,6H,c,c,loss
7H,8H,KC,7S,6H,c,c,loss
7D,9D,8D,KS,7S,c,c,loss
TH,KC,KH,AH,6D,c,c,win
AC,9D,TC,JS,TS,c,c,loss
QS,6H,JC,AC,QH,c,c,loss
7S,8S,QC,7D,TC,c,c,loss
QD,QH,7S,TC,8C,c,c,loss
JH,8H,7C,8C,QC,c,c,loss
6C,AH,QS,AS,6D,c,c,win
AC,QC,8H,7H,6H,c,c,loss
AC,7C,7D,9D,JC,c,c,loss
9S,JH,9H,7D,KH,c,c,loss
6D,KH,AH,QS,KD,c,c,win
6C,8C,QD,7H,9H,c,c,loss
QH,7H,6D,JD,8S,c,c,loss
9C,JS,AC,QH,TH,c,c,loss
6C,QC,6H,TC,8D,c,c,loss
QC,6H,QD,TC,KC,c,c,win
AD,JS,9D,7C,6D,c,c,win
JD,7D,7C,7H,6H,c,c,win
8D,TC,QH,6S,7S,c,c,loss
9S,8D,9C,6S,AD,c,c,loss
JC,AD,8D,JS,9H,c,c,loss
8C,9C,TC,9S,7D,c,c,loss
TD,9H,8S,JH,QD,c,c,win
7D,9S,AD,8H,JS,c,c,win
TC,8D,JC,AS,7D,c,r,loss
QH,JS,AS,JD,9C,c,c,win
JC,8D,JH,6H,7S,c,c,win
AC,6D,KD,9C,8D,c,c,win
6H,6D,JS,9H,8S,c,c,loss
AD,9S,AS,JD,AC,c,c,win
9S,9C,6H,JH,TC,c,c,win
AH,QS,KD,9H,TC,c,c,win
QC,6H,7D,AH,QD,c,c,win
AH,6D,8H,AC,JH,c,c,loss
6S,JD,8H,AH,8C,c,c,loss
7C,7S,JC,TD,6S,c,c,win
9H,AC,TD,JH,TC,c,r,loss
AS,6H,9H,KC,7C,c,c,loss
8C,9S,KD,TC,9C,c,c,win
7D,KC,AC,JC,TS,c,c,loss
AH,9S,KH,QH,7C,c,c,loss
KS,QH,9D,KC,8H,c,c,win
AC,6C,7S,AD,7H,c,c,win
TS,AC,QC,8D,AS,c,c,win
9D,TD,TC,TH,6S,c,c,win
8H,JS,QC,9C,AS,c,c,loss
TD,AD,QH,7D,KC,c,c,loss
7H,8C,9D,JS,JC,c,c,loss
QD,6H,6C,QC,JH,c,c,win
QD,8H,KD,TS,AD,c,c,loss
TH,QS,JC,QD,9H,c,c,loss
9C,TC,QH,QC,8S,c,c,win
QH,JD,8H,AH,JS,c,c,win
9D,TD,9C,6D,QS,c,c,win
9C,QD,QC,JC,9D,c,c,loss
8H,JS,QH,9D,7S,c,c,loss
AD,AH,7D,AS,8D,c,c,win
KC,9C,TD,6H,6C,c,c,loss
8H,8S,JD,TH,8D,c,c,win
QS,6C,8D,TD,KH,c,c,loss
TC,7C,QS,6C,8D,c,c,win
JD,JS,TD,KS,9H,c,c,loss
AD,8D,6D,AH,6C,c,c,loss
6C,TS,JS,6S,7D,c,c,loss
7D,8H,TD,6H,AC,c,c,win
7H,JD,KH,9S,9D,c,c,loss
AH,QH,QC,8H,KC,c,c,win
7C,TH,KC,JD,QD,c,c,win
AH,QC,KC,7C,KH,c,c,loss
KC,JS,JC,6C,9D,c,c,win
JH,7S,7D,KH,JS,c,c,win
JD,JC,7S,KH,TC,c,c,loss
AD,JC,8H,7S,6H,c,c,win
JC,8S,TD,8C,AS,c,c,loss
JS,KD,7D,QD,7C,c,c,loss
KS,8C,9D,QS,TS,c,c,win
TC,8D,KC,KS,6D,c,c,win
AS,9S,8S,JS,QC,c,c,win
JH,KC,QH,JS,AS,c,c,loss
KC,TC,6D,JC,TH,c,c,win
9S,TS,6H,KH,6C,c,c,loss
AH,8C,AD,8D,QC,c,c,win
AD,AH,AS,6H,QH,c,c,win
8S,9S,7D,AD,7S,c,c,loss
QC,TS,KC,TC,8D,c,c,win
9S,KH,8C,TD,KS,c,c,loss
QS,7C,JH,QD,8H,c,c,loss
8C,QC,9H,7S,KS,c,c,loss
QS,9H,6H,AC,9C,c,c,win
QH,TD,AH,7S,TH,c,c,loss
7S,6H,8C,QS,KH,c,c,win
6D,7C,AS,KH,TC,c,c,loss
QS,AD,8C,9C,KD,c,c,loss
8C,TH,KS,9H,6S,c,c,loss
6H,9C,9S,QD,TH,c,c,loss
8H,9S,KD,6C,8S,c,c,win
8H,JS,AC,KD,9S,c,c,loss
6D,AC,9S,AD,KH,c,c,win
6C,AD,AH,6D,JH,c,c,win
8C,7H,9S,AH,TS,c,c,loss
7D,8C,TS,9S,8D,c,c,win
TS,TC,6S,6D,8S,c,c,win
9H,TH,AD,8C,7H,c,c,win
6C,9C,9H,AH,QD,c,c,win
7H,8H,JC,JH,QC,c,c,loss
TH,QD,TS,JC,KS,c,c,win
6D,KS,QC,KD,KH,c,c,win
AC,AH,9D,9S,8S,c,c,win
7H,8H,6S,9H,7C,c,c,loss
8D,6C,AS,7H,KD,c,c,loss
7S,JD,KC,AC,KS,c,c,loss
KS,7H,8C,9H,9S,c,c,win
8H,6C,QD,AC,JS,c,c,loss
TH,KD,8H,9S,9D,c,c,win
AD,TS,8H,6D,9D,c,c,loss
8D,9C,7S,8H,QS,c,c,win
JS,9D,AD,6H,JD,c,c,win
QH,7S,JS,6S,QD,c,c,loss
AD,9S,6H,7S,KH,c,c,win
KD,JH,8C,6H,QD,c,c,win
6H,6D,8D,9S,JC,c,c,loss
8H,JC,8D,6C,KH,c,c,win
QC,JD,QD,QS,7S,c,c,win
AC,9S,TC,9H,KS,c,c,win
9D,9C,JH,8C,KD,c,c,win
KD,6S,7S,TD,8C,c,c,win
QC,AC,KD,AD,KC,c,c,loss
TD,KH,KD,TH,8C,c,c,win
9D,KS,6D,JD,9H,c,c,loss
JS,JD,JC,AC,8C,c,c,win
JH,JD,7D,TS,8D,c,c,win
TS,AH,6S,AC,9S,c,c,loss
TS,8C,9S,AD,8H,c,c,win
6D,7D,QD,TC,AD,c,c,loss
7C,8D,AD,AC,KC,c,c,loss
TH,7C,6S,QD,TS,c,c,loss
JH,TS,QC,JS,7C,c,c,win
JH,9H,KS,7S,QD,c,c,loss
9H,8D,QC,7S,JH,c,c,loss
JH,6D,KD,AS,8H,c,c,loss
8S,JC,6S,9S,AC,c,c,win
AS,JD,QC,JH,AC,c,c,win
JH,JS,JC,QC,TS,c,c,win
JH,KD,7S,JC,7D,c,c,win
7S,KH,9D,KD,8D,c,c,win
6D,8D,8S,JD,AD,c,c,loss
9C,KH,7S,6C,6H,c,c,loss
JD,TS,AH,9C,6D,c,c,win
KC,AC,QH,6H,7C,c,c,loss
8D,KD,6D,9D,6S,c,c,loss
QC,TC,AH,7D,JH,c,c,loss
TS,TD,TC,6D,QD,c,c,win
KD,JC,QH,JD,JH,c,c,win
JH,8C,JS,KS,AC,c,c,win
TD,8H,TH,KH,6C,c,c,loss
TH,AS,TD,TS,7D,c,c,win
JD,7C,JH,7S,JS,c,c,win
TC,TD,JH,TS,JS,c,c,win
6S,QC,8H,7C,8D,c,c,loss
8D,7H,7S,TC,6D,c,c,loss
TH,JS,9H,AC,8S,c,c,win
7C,AH,JD,AS,8H,c,c,win
6H,TD,6D,8S,8H,c,c,win
TD,JC,QH,TC,7H,c,c,win
QH,7D,TC,KH,QS,c,c,loss
8S,QH,TS,JS,8C,c,c,win
8S,JD,AC,QD,AD,c,c,win
QD,JC,JH,7S,6C,c,c,win
TD,8H,AC,JC,JH,c,c,win
KS,AS,AC,9D,KC,c,c,win
9H,QD,TS,AC,TD,c,c,loss
7C,JD,QS,JC,AH,c,c,win
6C,8H,8C,7C,6D,c,c,win
AD,7H,QS,9D,9S,c,c,loss
AH,KC,9S,9H,KH,c,c,win
AD,8H,6D,KD,JH,c,c,loss
AD,AC,TH,QS,JS,c,c,win
JD,TS,TH,8S,TC,c,c,win
AH,9S,AS,6S,8C,c,c,win
9C,QD,AD,8S,6S,c,c,loss
TS,QH,7C,AD,8C,c,c,win
9S,6S,TC,7H,6D,c,c,win
JH,8D,TD,QH,9H,c,c,win
7C,QC,6C,TC,QD,c,c,loss
9S,JS,7S,QD,7D,c,c,win
AS,TS,6S,AD,6H,c,r,loss
8C,QS,KH,7S,TS,c,c,loss
AS,JD,TC,JS,AD,c,c,loss
7S,TS,AD,QS,6D,c,c,win
8S,KD,QC,6C,AC,c,c,loss
6H,KD,7S,7C,TH,c,c,win
6C,6S,8S,KD,TC,c,c,win
AC,8C,8H,TD,TS,c,r,loss
JD,9C,QC,KD,TH,c,c,loss
7C,8S,7H,AC,8C,c,c,win
QC,7H,8S,JD,9D,c,c,loss
QD,7C,JS,TH,8S,c,c,loss
6D,TS,6H,9C,KD,c,c,loss
6H,KD,QD,7H,TH,c,c,win
QH,8H,8D,AD,6C,c,c,win
7D,TD,6S,7H,KC,c,c,win
6D,AD,JC,9S,KC,c,c,loss
7C,QH,6S,9H,8C,c,c,loss
7D,QS,JS,7H,AC,c,c,win
7C,7H,TS,8D,QD,c,c,win
7D,JD,QC,7H,QH,c,c,loss
TS,JS,JD,KD,8H,c,c,loss
KH,8H,6H,7D,QC,c,c,loss
KH,7H,JS,7D,6H,c,c,loss
7D,9D,TD,JH,AD,c,c,win
TD,8S,9S,7S,9D,c,c,win
KS,QD,AC,JC,KH,c,c,win
TH,8S,7H,8D,6H,c,c,loss
9S,JH,TH,6S,QD,c,c,win
QH,8D,KD,6S,JC,c,c,win
JS,JC,8H,9H,7C,c,c,win
KH,9H,JC,6D,7C,c,c,loss
JH,9S,JC,KD,TH,c,c,win
KH,9S,AS,QD,6D,c,c,loss
9C,AD,7S,9D,QD,c,c,loss
AC,JD,KC,JC,JS,c,c,win
8C,KC,QC,TD,QD,c,c,loss
8S,AC,QC,TD,9H,c,c,loss
QS,TD,8C,7D,KC,c,c,win
JS,TS,JD,JC,AC,c,c,win
8H,JD,JC,7C,KH,c,c,win
JC,AH,QC,KD,QS,c,c,loss
JS,6D,9D,TC,JD,c,c,loss
TD,7S,AS,KS,9D,c,c,loss
QD,TC,8C,6D,QH,c,c,loss
KD,QC,8H,QD,9D,c,c,loss
8S,7S,QC,TD,AS,c,c,loss
QC,TS,7D,AH,AD,c,r,loss
6C,TC,JC,8D,AC,c,c,loss
7H,KH,KD,KS,JC,c,c,win
TS,9S,7C,7S,6D,c,c,win
8H,TH,TS,8D,AC,c,c,win
TD,6H,8C,9S,6C,c,c,win
JS,KS,AC,AH,KC,c,c,win
8D,KS,6S,QD,7D,c,c,win
7S,JH,AC,6C,8D,c,c,loss
8H,9S,6S,JH,QS,c,c,win
9C,JC,8C,TS,TC,c,c,win
KH,6C,AS,6D,KS,c,c,win
6H,KS,7S,9S,9D,c,c,loss
AC,7D,9H,9S,JS,c,c,win
8C,JD,TH,AH,KD,c,c,loss
7C,TH,8D,AH,8H,c,r,loss
7D,AD,8H,7C,TC,c,c,loss
AS,6H,7H,JH,JD,c,c,win
6C,7S,8C,9S,9C,c,c,win
9D,TS,7D,6S,JH,c,c,win
6S,8C,KC,7S,8S,c,r,loss
AC,6H,QS,8C,AS,c,c,win
KS,KH,9H,KD,6C,c,c,win
8D,QH,QS,8H,KH,c,c,win
TC,KD,6H,QS,6D,c,c,loss
8C,9D,8H,AC,9C,c,c,loss
JH,7D,6S,9H,TD,c,c,loss
TD,TH,QC,KD,9S,c,c,win
QS,6S,6D,8D,8H,c,r,loss
9D,7H,9H,QD,AC,c,c,loss
9D,QS,KD,TC,KC,c,c,win
7C,6H,8S,8D,KD,c,c,loss
7H,QC,7S,6S,8H,c,c,loss
9S,9C,6C,7C,6S,c,c,win
QH,8D,TD,TC,7C,c,c,win
8D,QD,QS,KC,7S,c,c,win
7D,7C,8S,KS,8H,c,c,loss
TC,JD,7D,JC,JS,c,c,win
AH,JD,AC,TH,TS,c,r,loss
KH,9D,AD,QC,TH,c,c,loss
7S,JS,AH,9C,AD,c,c,loss
KH,TD,KS,9D,8C,c,c,win
KS,9D,6S,AC,TH,c,c,win
8H,QH,JC,AS,6S,c,c,win
AC,JH,9H,TH,8H,c,c,loss
TD,6S,8C,7D,JS,c,c,loss
9H,AC,6H,8C,7C,c,c,loss
KH,KS,JS,QH,9C,c,c,win
QD,QC,7D,AH,9C,c,c,win
JC,TS,7D,6S,7S,c,c,loss
6D,6H,JS,AS,9S,c,c,loss
7C,KC,9S,JD,KS,c,c,loss
8D,JH,9S,KS,6S,c,c,win
QD,6S,AD,TH,QC,c,c,win
7H,JC,8D,QH,KD,c,c,loss
AC,7H,7C,8S,JS,c,c,loss
8C,AH,8H,KS,AD,c,c,win
TS,7C,TH,9C,AS,c,c,loss
7S,TD,8S,QS,8C,c,c,loss
KD,AH,KS,QH,8S,c,c,win
TD,QC,8H,7H,8C,c,c,win
9H,6S,KC,6C,QD,c,c,win
KH,9H,QS,KD,7S,c,c,win
TH,8D,9D,TC,7S,c,c,win
9D,8D,9S,AS,8H,c,c,loss
8C,7S,9D,TC,TD,c,c,win
TD,9S,7D,QD,KC,c,c,loss
6H,KD,6D,7S,9D,c,c,win
QS,AH,7H,TC,KD,c,c,loss
8S,KC,7D,9H,QS,c,c,loss
JC,JH,AH,TH,9S,c,c,loss
AH,7C,JH,KH,JD,c,c,loss
9C,JC,8C,AH,6D,c,c,loss
KH,9H,AC,KC,KS,c,c,win
QC,9H,TC,8S,6D,c,c,loss
8H,JC,AD,9S,KC,c,c,loss
AH,7D,KD,JH,9D,c,c,loss
9H,TD,8C,6H,TH,c,c,win
7H,6S,6D,TH,7S,c,c,win
QS,9S,6S,KS,JD,c,c,loss
8S,AS,TH,QS,QH,c,c,loss
7C,8S,AD,KC,8C,c,c,loss
8D,8C,KC,6H,KS,c,c,loss
6D,7S,6S,JH,QC,c,c,win
7C,6H,AS,7S,AH,c,c,loss
TS,6D,6C,AS,9S,c,c,win
TS,9C,9S,QH,7H,c,c,win
JD,TD,JH,8D,6C,c,c,win
TH,6D,QH,JC,6C,c,c,loss
7S,9H,TS,9D,JC,c,c,win
8H,8S,TH,JH,AS,c,c,win
QS,9D,JS,9H,KH,c,c,loss
QD,7S,JD,7H,QC,c,c,win
8D,QC,JC,7D,QS,c,c,loss
QD,9C,JH,TS,KH,c,c,win
AH,KC,TC,8H,9S,c,c,loss
JD,JC,KC,QH,8C,c,c,loss
JC,7C,7S,JS,6H,c,c,win
9D,8D,JS,AH,KH,c,c,loss
KS,8H,6D,AC,KD,c,c,loss
QS,JD,AC,6S,8D,c,c,loss
9D,8S,TS,KH,8H,c,c,loss
KD,7C,JD,QC,TC,c,c,loss
9H,7H,6S,6H,JD,c,c,win
9D,KS,6H,JC,KH,c,c,loss
QC,9D,6C,QH,QD,c,c,win
TS,TD,KD,KS,JD,c,r,loss
6S,TS,AH,JH,TH,c,c,loss
AS,8C,9D,KC,9H,c,c,win
8D,KS,QH,7H,AD,c,c,loss
KS,JS,8C,7S,TC,c,c,loss
TS,9C,6C,7S,7C,c,c,loss
QD,JS,8C,8H,TD,c,c,win
AH,JD,TH,7H,9D,c,c,loss
6S,QC,6C,AD,QS,c,c,win
TD,8D,AD,8H,KD,c,c,win
6H,7H,6S,6D,6C,c,r,win
8H,KH,TD,6D,AC,c,c,loss
6D,QH,6S,TH,TD,c,c,loss
TH,9H,8D,AD,7H,c,c,loss
JH,7C,AD,9S,KH,c,c,loss
9S,9C,KS,KH,7D,c,c,loss
7H,AS,TH,9C,KD,c,c,win
JS,TH,TC,7S,AH,c,c,loss
9D,7C,KC,8D,QC,c,c,loss
TS,JS,9S,QS,QC,c,c,loss
AH,TC,9H,6S,JD,c,c,loss
9H,9D,7S,AD,TH,c,c,loss
6C,8D,KC,AH,6H,c,c,win
8S,8D,8H,QC,7H,c,c,win
8S,QC,7D,9H,7S,c,c,win
6C,8D,TD,KS,8C,c,c,loss
QS,QC,9C,QH,7D,c,c,win
KS,9C,7S,8C,AS,c,c,win
8C,8S,7D,JD,8D,c,c,win
8H,JS,KC,6D,7H,c,c,win
JD,7C,6S,JS,KD,c,c,win
QC,8D,7C,JS,QD,c,c,win
KS,AH,9C,JD,QS,c,c,loss
8S,7D,8D,9H,9C,c,c,win
8H,JD,6S,KS,AD,c,c,loss
JS,TH,7S,KD,KC,c,c,loss
6H,QH,QS,7S,TD,c,c,win
QS,AH,TS,AS,JD,c,c,win
7D,6C,9H,KH,6H,c,c,win
AD,QS,8H,KC,KS,c,r,loss
TD,7S,9D,6D,7D,c,c,win
QH,8D,QD,AD,6D,c,c,win
7D,8D,AS,9S,7S,c,c,loss
JH,QC,AD,6D,KD,c,c,loss
JC,AS,9C,JD,TC,c,c,loss
8H,6C,9H,JD,AH,c,c,loss
TC,QS,QC,JD,8H,c,c,win
AS,9S,KH,JD,TH,c,c,win
JD,KC,8S,7D,QS,c,c,loss
9S,QC,QH,9D,AD,c,c,loss
KD,AD,9S,9H,6D,c,r,loss
JD,TD,JS,JC,6S,c,c,win
QC,8D,7D,KH,JC,c,c,loss
6H,8D,7C,6D,AC,c,c,win
TC,TH,7D,AS,9H,c,c,win
TH,JD,6H,TD,7S,c,c,win
AS,KS,8S,JH,6H,c,c,loss
KC,TD,QC,9S,8H,c,c,loss
TS,TD,9D,QD,TC,c,c,win
7D,7C,TH,JD,QD,c,c,loss
AD,9H,7D,JD,KH,c,c,loss
9D,KH,7C,9S,AC,c,c,loss
7S,9D,8H,9H,QH,c,c,loss
8H,AC,AD,QC,TH,c,c,loss
AD,JH,QC,KD,AH,c,c,loss
6C,7H,TH,9H,TC,c,r,loss
9D,TS,AH,8D,AD,c,c,win
6C,KD,9D,QH,KC,c,c,win
8S,JC,9H,JH,KD,c,c,loss
7D,AH,QH,6D,9H,c,c,loss
QS,9C,8S,TD,7S,c,c,loss
KH,8D,AS,6S,8S,c,c,win
KC,AD,8C,8S,9S,c,r,loss
8S,AC,8D,JC,8H,c,c,win
JC,6H,QC,AC,7D,c,c,loss
KS,JD,KC,6H,9H,c,c,win
9S,8H,7H,JD,AC,c,c,loss
QD,7S,7H,KS,TS,c,c,loss
KH,AC,AH,KS,9C,c,c,win
9H,QH,JS,8H,6D,c,c,loss
KS,7S,7C,AD,QS,c,c,loss
QD,9C,QH,7D,AC,c,c,win
JH,6S,9D,AD,6D,c,c,loss
8S,9H,7H,8C,JC,c,c,win
TD,9H,JS,AC,TS,c,c,loss
TD,TC,9H,JC,QD,c,c,win
6C,KD,KC,AC,9H,c,c,win
KH,TH,JS,8C,9H,c,c,loss
QD,TS,QS,AC,JC,c,c,win
7C,KS,QD,JH,9D,c,c,loss
8C,6S,KH,AD,KS,c,c,win
TC,8H,6C,9C,6H,c,r,loss
QS,KH,6S,QD,TS,c,c,win
KC,8H,9D,TH,8C,c,c,loss
9S,9D,TS,TH,JS,c,c,loss
QD,6H,JC,8S,TC,c,c,loss
TH,9H,AH,QH,JH,c,c,win
6C,6S,JH,9H,7C,c,r,loss
8S,AH,KD,7C,AS,c,c,win
KS,KC,9C,AS,JC,c,c,win
QH,7S,6C,9D,7D,c,c,loss
QS,TS,8S,8D,JH,c,c,win
8H,9S,6S,QH,AS,c,c,loss
JC,6D,TC,8S,JS,c,c,loss
8H,8D,9H,AH,KC,c,c,win
9D,QH,TC,TS,9C,c,c,win
KD,KS,AD,6S,8S,c,c,win
9D,QC,JD,TS,AC,c,c,loss
JS,KC,8H,JC,9D,c,c,win
8H,9H,TC,TH,QH,c,c,win
9S,9D,6D,6S,TS,c,c,win
QH,QC,6S,AD,9C,c,c,loss
QS,AS,KS,JH,AC,c,c,win
AH,KC,JC,KS,6C,c,c,loss
JS,9S,AH,6C,QD,c,c,win
TD,6C,TC,QC,9C,c,c,loss
6C,6D,TD,JS,TC,c,r,loss
7D,6S,JC,8H,TC,c,c,loss
7H,8D,8C,QH,JD,c,c,win
KC,JD,KH,QS,7C,c,c,win
AD,KD,KH,QC,6H,c,c,win
KS,9C,9H,AH,QC,c,c,loss
AS,8S,TC,8D,9S,c,c,loss
JH,TH,6S,JD,6C,c,c,win
9S,7D,KH,TS,6C,c,c,loss
7H,7C,TS,QC,QD,c,r,loss
TH,AS,JC,QC,AC,c,c,loss
KS,AD,7D,6H,AS,c,c,loss
AH,9D,AD,AC,TS,c,c,win
9S,QH,6C,8H,KH,c,c,loss
9S,6S,8D,7C,9C,c,c,win
AC,TC,AH,JH,TS,c,c,win
6S,QS,JH,AH,TH,c,c,win
AD,QS,8S,8D,JS,c,c,loss
7D,8S,6D,7C,QS,c,c,loss
TC,9S,QS,7C,8D,c,c,win
9C,QH,9H,7S,QD,c,c,win
QH,JH,7S,6S,TH,c,c,win
TS,KH,7H,TC,6D,c,c,win
6D,AC,7C,8S,QS,c,c,loss
7S,JS,QC,6D,8D,c,c,win
8H,9D,QC,7D,6C,c,c,loss
7H,AC,7S,QC,7D,c,r,loss
9S,KC,9H,8H,QD,c,c,loss
7S,TH,KS,TS,7D,c,c,win
7H,AD,TH,TD,JS,c,c,loss
AD,KS,7D,QC,7S,c,c,loss
KS,JS,7H,QS,6S,c,c,win
9C,JC,7H,7S,TH,c,c,win
KH,JC,9D,AC,6H,c,c,loss
QS,6H,JC,JH,9D,c,c,loss
7C,6H,9S,JD,JS,c,c,loss
AD,AH,KH,QC,9C,c,c,loss
TC,KH,9C,AD,9S,c,r,loss
KS,9D,7S,8H,QS,c,c,loss
QH,AH,7C,6S,TH,c,c,loss
7H,8S,AD,QS,9C,c,c,loss
7H,8S,JS,QH,6D,c,c,loss
KC,7D,JC,7C,KH,c,c,win
AH,8H,7D,KD,KC,c,c,loss
TC,AH,KD,KS,TH,c,c,win
TH,AC,KS,9D,7D,c,c,loss
QH,JC,JH,TC,6S,c,c,loss
KC,9D,KS,8D,JH,c,c,win
8H,6H,8D,6D,QH,c,c,win
KC,QD,6S,8D,9D,c,c,win
QC,7C,JH,9C,TH,c,c,win
9D,9S,6H,AC,8D,c,c,win
KD,AS,7C,JS,9S,c,c,win
6C,QC,JS,TC,9C,c,c,win
TC,JD,6C,9S,AC,c,c,win
TS,9D,7H,8C,JC,c,c,win
QS,7S,6D,QH,AH,c,c,win
KS,TH,6D,AC,6H,c,c,win
QH,AH,TC,KC,6S,c,c,loss
AD,AH,6D,KH,9D,c,c,loss
QS,AH,8C,JH,KH,c,c,loss
QD,TD,6S,QC,KS,c,c,win
TD,JC,7H,6C,QS,c,c,loss
7S,JS,AD,7C,JC,c,c,win
KS,7H,QC,AD,KC,c,c,win
6H,TC,TH,6S,JH,c,c,win
AS,JH,KS,6S,AC,c,c,loss
TS,JH,KD,7D,TD,c,c,win
JS,JD,6D,7S,6S,c,c,win
JD,8C,JH,TH,9H,c,c,win
QD,JD,6S,AH,JH,c,c,win
QD,JC,JH,JS,JD,c,r,win
JD,QC,JC,9D,QH,c,c,win
9S,AH,TH,7D,8C,c,c,win
AS,QD,JH,JS,QC,c,c,loss
6D,JS,6S,7D,9H,c,c,win
9D,AS,AC,9C,9S,c,c,win
QD,8D,AH,KH,9H,c,c,loss
9H,TD,8C,QS,6C,c,c,win
JH,JS,KH,7S,9H,c,c,loss
JC,JH,JS,7C,TC,c,c,win
QS,6S,7D,7C,7H,c,r,win
AC,KH,6H,AD,TH,c,c,loss
6D,7S,8C,8S,JS,c,c,loss
7D,7H,JD,9S,QH,c,c,loss
8H,8C,8S,6C,QC,c,c,win
6C,AH,QC,KH,KC,c,c,loss
JH,QH,AS,TS,QD,c,c,win
8H,QS,6H,6S,KD,c,c,win
9D,AS,8S,QD,7C,c,c,loss
7S,TD,JC,8S,9D,c,c,win
AH,JC,8H,8D,KS,c,c,win
KC,TS,KS,9D,7D,c,c,win
JC,7D,9D,7H,JS,c,c,win
KH,6D,QS,8S,AC,c,c,loss
AS,QC,8H,TC,TD,c,c,win
8C,QD,AC,TS,6D,c,r,loss
9H,TH,9S,7S,QH,c,c,loss
AD,8C,QD,6C,KC,c,c,loss
TD,TH,KH,JS,KD,c,c,loss
AH,QD,6H,7C,AS,c,c,loss
AC,JS,6D,KH,QD,c,c,win
9S,AD,9D,9C,QH,c,c,win
TD,6S,AH,QH,8D,c,c,loss
9H,7H,JD,TD,QC,c,c,loss
AH,JH,AD,QH,TH,c,c,loss
8S,9H,KS,9D,AD,c,c,win
9D,QC,6H,8D,7H,c,c,loss
AH,QC,QH,AD,TD,c,c,loss
QC,7S,6H,AH,9C,c,c,win
QC,KS,8D,9S,JC,c,c,win
8C,9C,6C,6D,8D,c,c,win
7H,KD,6D,7S,AS,c,c,win
7S,AC,AH,QD,9S,c,r,loss
7C,6H,7H,KS,9D,c,c,win
7D,6D,AH,7C,QC,c,c,win
9C,AS,KS,7C,JC,c,c,loss
7S,7H,QS,6C,8C,c,c,loss
KH,7D,TD,KC,7S,c,c,win
KH,KD,QS,9S,9C,c,c,loss
QS,AC,6C,7C,7D,c,c,win
AS,JS,9S,KS,8S,c,c,win
8C,6D,7D,JD,8S,c,c,win
7S,TS,9H,9C,JS,c,c,win
9C,9D,AD,JS,TH,c,c,win
8H,QS,JC,QH,TH,c,c,loss
7D,9D,KD,8S,6C,c,c,win
9S,9C,KH,7D,9H,c,c,win
QC,QS,6H,TD,JS,c,c,win
AS,KH,8D,TD,6H,c,c,win
TS,TH,6C,KC,7S,c,c,win
8H,KH,8S,QS,KD,c,c,loss
6C,AH,8C,9H,TC,c,c,loss
9D,8D,AC,TH,QC,c,c,win
KS,6C,QC,KC,TC,c,c,win
TS,6H,8H,TH,QS,c,c,win
JH,KH,8S,9C,QC,c,c,loss
JD,KD,6D,8H,AD,c,c,loss
AS,QH,9H,KH,8H,c,c,loss
TC,AH,9D,6D,QH,c,c,win
AC,KH,TH,KC,TS,c,c,win
8H,8C,AC,JS,6S,c,c,loss
KS,QD,TD,9H,TH,c,r,loss
6C,AD,AS,9D,TC,c,c,loss
AS,JC,6C,8S,8H,c,c,loss
9D,TC,7D,6H,6D,c,c,win
9S,QD,AC,7C,6C,c,c,win
TH,9D,QH,7S,KC,c,c,win
JD,8H,JC,TC,KC,c,c,win
AH,KH,QD,6C,TC,c,c,win
9H,6S,6C,TC,KD,c,c,loss
QS,QH,8D,QC,AD,c,c,win
JS,9H,6S,JH,8S,c,c,loss
8S,8H,TS,6H,9D,c,c,loss
6S,JH,TS,QH,JS,c,c,loss
9C,JH,7S,AH,7H,c,r,loss
KH,TC,JC,9H,AS,c,c,win
TC,7H,AH,6D,QS,c,c,win
9D,9C,QS,AC,KC,c,r,loss
TS,QS,8H,QD,KC,c,c,win
7S,TH,9S,QD,8H,c,c,win
JS,TD,9H,QC,8D,c,c,win
8S,8H,9C,6S,TS,c,c,loss
JS,JH,TH,AC,9S,c,c,win
7C,JS,8S,JH,6C,c,c,win
6S,JD,QH,9D,8D,c,c,win
JD,9S,9D,KC,TC,c,c,win
AH,8H,JC,QH,9D,c,c,win
AH,TH,9H,TC,8H,c,c,loss
KS,TD,QS,JH,KC,c,c,win
JD,TC,AS,7H,QD,c,c,loss
6D,AC,TS,8C,TD,c,r,loss
QH,8C,7H,7C,8H,c,c,loss
8H,AC,6H,6S,9C,c,c,loss
QS,KD,9D,9S,TS,c,c,win
