card1,card2,card3,card4,card5,bet1,bet2,result
JH,9D,9C,8C,AS,c,c,win
AC,KH,6D,TH,TS,c,c,loss
8C,8S,KC,JD,AH,c,c,loss
AS,6C,QH,9H,JD,c,c,loss
6H,KH,KD,7S,TH,c,c,loss
7S,8H,JH,TS,AH,c,c,win
TD,KH,QH,QD,8D,c,c,win
QD,TD,JD,TS,JS,c,c,win
8H,6S,QH,KH,QC,c,c,loss
8S,9C,JC,JD,8D,c,r,loss
9C,8S,6S,QD,6H,c,r,loss
7D,KS,AH,6H,KD,c,c,loss
QH,AH,9D,6C,QS,c,c,win
6S,QH,9H,KD,JH,c,c,loss
QS,TD,QC,JS,8D,c,c,loss
9D,AS,8H,KS,TS,c,c,win
9H,9S,8S,TC,JC,c,c,win
8H,7S,AC,7H,TD,c,c,loss
7S,TS,TD,JS,9S,c,c,loss
KD,JC,AD,6D,8D,c,c,loss
AD,KD,8C,9H,6S,c,c,win
8D,8C,6H,9D,9H,c,c,win
7H,KS,JD,TC,QS,c,c,loss
TC,JS,AD,KH,6C,c,c,win
6S,9S,JS,KD,9D,c,c,win
8D,QH,9D,JS,JD,c,c,win
7D,9D,6H,9H,TH,c,c,loss
KS,JH,7C,AD,8C,c,c,win
AC,6D,TD,7H,QH,c,c,loss
7D,7H,TH,TS,AH,c,c,loss
6H,TS,8C,AH,KH,c,c,loss
TD,JH,7S,7D,8D,c,c,win
AH,QH,9H,8H,JS,c,c,win
7H,TH,7C,9C,8H,c,c,loss
QH,8S,KD,JC,TH,c,c,win
AC,9C,7D,JD,JS,c,c,loss
AD,QH,KS,6H,8D,c,c,loss
8H,TS,9C,KS,JC,c,c,loss
QH,9H,TD,9D,KD,c,c,loss
AD,QC,7C,8C,KD,c,c,loss
JH,8C,KS,8H,6S,c,c,win
TD,QH,8H,9D,AS,c,c,loss
KD,AS,8D,KS,9D,c,c,win
KS,QH,6H,KH,8D,c,c,win
TD,QC,JC,QS,9H,c,c,loss
6C,QH,QS,KD,JH,c,c,win
TC,KC,TD,TH,AS,c,c,win
9H,KD,8C,QC,9D,c,c,loss
KC,AH,9H,6C,JC,c,c,loss
TD,AS,KD,TS,6S,c,c,win
QS,8D,9H,QH,KC,c,c,loss
9D,6D,8H,KS,9H,c,c,loss
JH,8S,8C,7H,9H,c,c,loss
6H,JD,7S,KC,7D,c,c,loss
TS,8C,TC,QC,JH,c,c,win
AD,9D,QD,JH,7S,c,c,loss
9D,TS,KD,8C,JH,c,c,loss
6D,9D,7C,6H,KC,c,c,win
TC,JC,QS,KD,6H,c,c,win
6H,KD,8C,QS,KS,c,r,loss
QH,7D,AS,JC,8S,c,c,loss
JD,AD,QH,JC,7D,c,c,loss
6D,9S,JD,8C,6S,c,c,loss
TD,TS,8S,KC,KD,c,c,win
AS,KH,AD,6D,8S,c,c,win
KD,9D,KH,8S,KC,c,c,win
7D,7C,KD,AC,TD,c,c,win
KD,9D,6C,QH,KH,c,c,loss
6H,7D,AS,QH,7S,c,c,loss
8D,TD,7D,KH,8S,c,c,loss
9H,KC,8C,JS,AS,c,c,loss
9S,7D,6H,KD,9C,c,c,loss
7S,6C,KH,8S,QH,c,c,loss
9H,9C,9D,8C,AD,c,c,win
7H,8H,KD,9D,QS,c,c,loss
QD,KC,6C,9H,7C,c,c,win
6H,AD,JH,JC,9H,c,c,win
JC,6D,KD,QS,KH,c,c,loss
TS,AS,8S,7S,TH,c,c,loss
KH,8C,9D,JC,AH,c,c,loss
JD,TD,AC,QC,TH,c,c,win
KC,7S,QD,8H,9H,c,c,loss
8S,TH,8D,7C,KD,c,c,win
JC,QS,8H,KD,8S,c,c,loss
9D,6D,KH,QC,TS,c,c,loss
QD,AS,AD,9S,JD,c,c,loss
AH,KD,6C,8D,QS,c,c,loss
6H,QH,TS,JD,QD,c,c,win
KC,QC,KS,KD,9C,c,c,win
8D,8C,9D,AH,6D,c,c,loss
AH,6C,AC,TC,8S,c,c,win
TC,6H,8C,TH,7S,c,c,loss
9H,7H,KH,JD,TH,c,c,loss
QS,TS,QC,7D,6C,c,c,win
6D,JH,AH,8S,9S,c,c,loss
7D,AH,KS,9D,JC,c,c,loss
TD,KD,AH,JD,8H,c,c,win
KD,QH,KC,9C,7H,c,r,loss
6H,TC,6S,KD,JH,c,c,loss
6S,KS,7S,TD,AS,c,c,loss
AS,6S,6H,QH,KC,c,c,win
9S,TC,QD,AD,6S,c,c,loss
8H,JC,7S,AS,6H,c,c,win
6H,TH,JD,TS,QC,c,c,win
7H,6S,KS,QC,9C,c,c,loss
QD,6D,AD,KD,QH,c,c,loss
JS,8D,8S,9H,QS,c,c,win
9C,AD,8S,9S,8D,c,c,win
9C,7H,JC,AS,6S,c,c,loss
9D,JH,KC,TS,AH,c,c,loss
TH,6C,8S,AH,QH,c,c,loss
JH,8H,AS,7C,TS,c,c,loss
JD,KS,9D,7H,9C,c,c,loss
6C,QH,JC,7C,7S,c,c,loss
TS,TD,TH,JS,6D,c,c,win
7S,JS,TS,TH,7C,c,c,loss
TS,9S,AC,AS,JS,c,r,loss
7H,JH,7D,AS,JD,c,c,loss
JS,TC,6C,TD,7D,c,c,loss
AH,KS,KH,QD,9D,c,c,win
7H,AC,7C,8C,QS,c,c,win
8D,TS,KC,QH,9D,c,c,win
9H,8S,TS,KD,6D,c,c,loss
TH,7D,KS,8H,TD,c,c,loss
6H,JS,8D,TC,6C,c,c,loss
6C,JS,8S,KS,6H,c,c,win
7C,QS,AC,QH,6H,c,c,win
KS,6C,KC,7S,TH,c,c,loss
6S,9H,KD,QD,AS,c,c,loss
TC,9H,6C,9S,KH,c,c,loss
QC,TD,KS,8D,6D,c,c,loss
JH,7D,QH,9H,KH,c,c,loss
6H,KC,6S,QH,QC,c,c,win
AD,KD,7C,6S,KH,c,c,win
6S,8S,KD,TS,TH,c,c,win
6H,6C,KH,KS,9C,c,c,loss
8C,7H,KH,7C,8S,c,c,win
TC,AC,KS,7D,TD,c,c,loss
KH,TD,QH,JH,7S,c,c,win
JS,TS,JH,9H,TC,c,c,loss
JS,8C,9S,7S,8D,c,c,loss
8S,8H,8C,JD,9S,c,c,win
QC,6D,8H,KH,AS,c,c,loss
8H,7H,TD,TC,KC,c,c,loss
JH,6C,JC,AS,KS,c,c,win
6H,QC,TH,9D,8D,c,c,loss
QS,TS,8D,8S,QH,c,c,win
KD,6S,KS,7H,QD,c,c,loss
KC,9H,7H,8C,7C,c,c,win
6S,JC,QD,AD,TS,c,c,loss
TD,TH,8H,8D,9S,c,c,win
9H,9D,8D,QC,TD,c,c,win
9C,KC,AD,6H,9S,c,c,loss
TD,QD,8C,6H,7H,c,c,loss
AC,JS,9S,8H,AS,c,c,loss
6D,6C,JD,AC,TH,c,r,loss
KD,TH,JC,JD,QH,c,c,loss
QS,6S,9S,9H,6D,c,c,win
QC,AS,TH,AD,7C,c,c,win
KC,8D,TS,QS,9D,c,c,loss
QS,9S,6S,9H,QC,c,c,win
9H,QH,9D,7H,JS,c,c,loss
QH,JH,JC,6H,QC,c,c,win
7H,KC,8S,6D,8D,c,c,loss
TD,AH,JD,7C,TC,c,c,win
6S,6H,7C,QH,7S,c,c,loss
8S,TC,7S,8C,TD,c,c,loss
9H,TH,7H,QS,TD,c,c,win
TD,8S,7H,AC,AD,c,c,win
6C,QC,9C,8S,QD,c,c,win
TC,JD,KS,TD,9H,c,c,loss
6H,7S,8H,JH,AS,c,c,loss
TC,TD,QH,7C,8S,c,c,win
TH,JC,KC,6H,6S,c,c,win
9D,8H,TH,8D,KD,c,c,loss
6S,TS,KD,7S,9H,c,c,win
8C,KD,6S,9H,KC,c,c,win
JS,8C,QC,9D,KC,c,c,win
AH,JC,9H,8H,TD,c,c,loss
KC,JH,7S,AC,7D,c,r,loss
7C,KD,9S,8S,KH,c,c,win
8S,8C,JH,QS,9D,c,c,win
9H,KC,KD,AC,6D,c,c,loss
KH,7D,9D,AC,QD,c,c,win
TC,8D,TD,9D,7S,c,c,win
6H,KS,QH,JC,8D,c,c,loss
9D,JH,TC,9H,QD,c,c,win
QD,8S,QH,7H,6D,c,c,win
6S,AS,7C,9H,9D,c,c,loss
QC,7C,KH,JD,8C,c,c,loss
AD,7C,7H,9C,QH,c,c,loss
7D,TC,AS,AH,9H,c,r,loss
8D,QS,7C,TS,QC,c,c,loss
8H,QD,9D,6H,AD,c,c,loss
AD,8C,TD,TS,JD,c,c,win
8D,KS,6D,7H,JS,c,c,win
TC,QD,9H,JD,KD,c,c,win
TH,8H,JS,8D,QC,c,c,loss
6C,7S,QD,AH,AD,c,c,loss
8S,TC,7C,7H,KH,c,r,loss
KS,7S,QH,JC,9D,c,c,loss
8H,7H,8S,QH,8D,c,c,win
7S,KC,TS,KS,TC,c,c,win
6S,6D,7D,QC,AH,c,c,loss
KS,9D,6S,QC,6H,c,c,win
AH,KS,AS,KC,6C,c,c,win
8H,TH,JD,KH,6C,c,c,loss
9D,8H,9S,QC,7C,c,c,win
7H,7C,KD,JD,QC,c,c,loss
7C,JC,TD,QD,TH,c,c,loss
TD,TC,AH,6H,JC,c,c,win
JC,TD,7D,TS,7C,c,c,win
QS,JD,KH,TH,6C,c,c,win
8H,KH,JS,JD,QD,c,r,loss
QC,6S,6D,JH,7S,c,c,win
JC,9H,AS,7S,QS,c,r,loss
QS,6H,QC,8C,QD,c,c,win
AS,8S,6S,KC,AC,c,c,win
7S,6H,AS,9S,TH,c,c,loss
KD,TS,JS,QC,AC,c,c,win
7D,QH,AD,JC,KC,c,c,loss
8D,6D,6H,AS,AD,c,c,win
9H,KH,AC,9D,AH,c,c,win
7H,8C,AC,TC,9C,c,c,win
AS,9H,KD,6H,9S,c,c,loss
QC,TS,8D,TC,6S,c,c,loss
KC,KD,AS,8S,7D,c,c,win
6C,JS,QS,6S,6D,c,c,win
QC,QH,6D,KC,KH,c,c,win
QD,8D,TS,7D,6H,c,c,win
QD,7H,TS,KD,8H,c,c,loss
7D,8C,QD,AD,9D,c,c,loss
QS,8H,8S,JC,9D,c,c,win
TS,JD,QC,QH,8D,c,c,win
8S,6H,9H,6D,QS,c,c,loss
7H,JC,AS,JS,6D,c,c,win
7S,KH,6D,9D,JS,c,c,loss
TH,9H,JH,6H,JC,c,c,win
AH,QD,9S,8D,KD,c,c,loss
JC,JD,AS,6S,TC,c,c,win
6C,TS,TD,JC,8S,c,c,loss
KH,7D,JH,8C,8H,c,r,loss
JC,6D,6H,8C,AH,c,c,loss
6H,JD,9C,QH,JS,c,c,win
JS,KS,8S,9S,JC,c,c,win
QC,7H,6C,JD,8H,c,c,loss
6H,QH,8S,JH,TD,c,c,win
AD,JC,8D,TS,6D,c,c,loss
JD,6D,AC,7S,9S,c,c,win
6S,JD,TS,KH,JS,c,c,loss
TS,8S,JH,8D,7D,c,r,loss
JD,8H,JS,6H,9H,c,c,win
JC,TH,JD,QH,QD,c,c,win
QD,KD,TD,TC,QH,c,c,win
6C,KC,9C,TS,9S,c,c,win
TD,8D,6D,AH,8S,c,c,win
7D,QH,8H,TS,KS,c,c,loss
AS,9H,JD,AC,AD,c,c,win
TH,JS,6C,KC,7C,c,c,loss
9C,KC,9S,AH,JC,c,c,loss
6D,JS,KD,9H,AD,c,c,loss
9H,TS,8H,6H,9D,c,c,win
TH,TC,8C,AH,9S,c,c,win
AH,6S,QC,AD,JH,c,c,loss
TS,9D,8H,KC,6S,c,c,loss
JD,AS,AD,8S,QS,c,c,loss
TH,AS,KD,AH,QS,c,c,win
JS,JH,9S,KD,7H,c,c,win
TH,JH,7H,9S,KS,c,c,win
7H,9H,AD,KH,AH,c,c,win
QS,JC,JD,TH,KH,c,c,win
8S,JH,6H,JD,QC,c,c,win
6H,TD,AD,TH,6C,c,r,loss
AD,JH,TS,9D,6H,c,c,win
7H,9C,7C,8C,6C,c,c,loss
8S,TH,8D,JC,AC,c,c,win
QH,AS,6D,JD,9S,c,c,loss
KD,6H,7C,AS,9H,c,c,loss
JD,KC,7H,TC,8D,c,c,loss
KC,8D,KS,QD,9D,c,c,win
8S,7H,QD,TS,JH,c,c,loss
7D,QH,6D,QD,AH,c,c,win
9C,KS,TC,9D,6S,c,c,win
KS,JC,KH,QD,9S,c,c,win
JS,9H,KS,7D,6D,c,c,loss
QC,7D,QH,KC,6C,c,c,loss
KC,AC,KD,QD,6C,c,c,win
AS,9D,9H,AD,JS,c,c,win
8D,JC,QC,AD,7D,c,c,win
JS,8H,AH,JC,KD,c,c,loss
AC,QH,8H,TS,6H,c,c,win
AS,JH,TC,8C,8H,c,c,loss
6C,TH,7D,KS,9C,c,c,loss
6S,6H,9C,QS,QC,c,c,loss
7S,AC,QS,KH,AS,c,c,win
7H,TC,KS,KC,QD,c,c,win
8H,AH,6C,KH,TS,c,c,loss
8H,9D,AD,JD,9H,c,c,loss
8S,7D,KH,7C,JD,c,c,loss
9C,QC,AS,KS,6C,c,r,loss
JC,TC,8D,6C,QC,c,c,loss
TS,TC,AS,JC,KD,c,c,loss
AC,KC,6C,AS,7C,c,c,win
QS,KH,JS,9H,AH,c,c,win
8H,AD,JD,AC,TC,c,c,loss
KS,QH,6H,TS,7C,c,c,win
AC,KD,8C,8H,JC,c,c,loss
7C,9S,QD,JD,7H,c,c,loss
JC,JH,8D,9H,9C,c,c,win
AH,7S,JH,6S,AD,c,c,win
6S,8D,9C,8S,9H,c,c,win
KD,AC,KC,7D,8H,c,c,win
JD,AD,9D,6D,AC,c,c,win
JH,TC,JS,6C,7H,c,c,win
7D,JC,QH,6D,8C,c,c,win
KH,TS,6H,9D,6D,c,r,loss
QD,7D,7C,QS,QH,c,c,win
JC,QD,JS,7H,AS,c,c,win
6C,QC,AH,9S,6D,c,c,loss
7C,TH,6D,6C,AD,c,c,win
8H,7C,KH,9D,QS,c,c,loss
AC,8D,AH,9S,AD,c,c,win
KD,9C,7H,QS,7D,c,r,loss
8D,KD,QC,TH,JD,c,c,win
AS,8S,QS,7C,KS,c,c,loss
KS,JD,9S,9C,JS,c,c,win
KD,7C,QC,AD,8H,c,c,loss
TH,7S,9S,9D,AD,c,r,loss
KS,QS,8D,6S,6H,c,c,win
TH,KD,QC,6H,QD,c,c,loss
TS,TD,7D,KS,JH,c,c,win
TH,7S,KH,AD,9H,c,c,win
8S,6C,AH,JC,7D,c,c,loss
7H,7D,TS,8H,AD,c,c,win
6S,JH,AC,AD,8H,c,c,loss
TS,9D,JD,AH,TD,c,c,win
KS,TS,6C,7S,KD,c,c,win
TS,7D,8S,AC,8D,c,c,win
TH,8S,6C,9H,7D,c,c,win
8C,7H,6D,9S,QS,c,c,loss
6C,KH,QC,TD,AD,c,c,win
6C,8C,TC,AS,JH,c,c,loss
KC,QH,8S,8D,9H,c,c,win
JS,QD,TH,9H,AC,c,r,loss
QC,9S,AS,8S,8C,c,c,win
8D,AS,6H,TC,AC,c,c,loss
KD,8H,JH,7C,9H,c,c,loss
TD,9C,KD,TH,TC,c,c,win
AS,KD,JS,KC,QH,c,c,win
6S,7D,KH,QH,7S,c,c,loss
JC,QD,JH,AC,8S,c,c,win
7D,8H,TS,KD,QH,c,c,loss
7C,QC,TD,TH,AH,c,c,loss
TS,AH,7D,KC,KD,c,c,loss
KC,TD,9H,JC,QS,c,c,win
KH,8H,TH,9S,JD,c,c,win
KH,TD,7D,9C,TH,c,c,win
9S,KS,QS,6H,7S,c,c,win
9C,9D,TC,JC,7D,c,c,loss
TD,JD,KS,6S,TH,c,c,win
AS,TH,AH,6D,9S,c,c,win
9H,KS,6D,9C,8H,c,c,loss
JS,9H,7S,JC,TD,c,c,win
9H,7C,6D,KD,TC,c,c,win
7S,JH,7C,KH,QS,c,c,loss
9D,8C,TS,AD,8S,c,c,win
TD,AC,8S,6D,6H,c,c,loss
6C,TD,AD,6H,AH,c,c,win
8D,JC,9H,TD,8H,c,c,loss
TS,7D,JH,7H,9H,c,c,win
9H,KS,KH,6D,8D,c,c,loss
TC,6C,7D,9C,QC,c,c,loss
9H,8D,KS,6S,7D,c,c,win
AC,AH,QD,6H,JD,c,c,loss
AS,7H,AD,TC,TD,c,r,loss
7C,JH,8D,JS,AS,c,c,loss
QS,6H,9D,JC,8D,c,c,loss
9C,8D,JS,KD,8S,c,c,loss
QC,7S,AD,QH,6C,c,c,loss
6C,QC,JC,KS,9H,c,c,loss
KD,TC,7D,KH,8S,c,c,win
QS,TC,KC,7S,7D,c,c,win
KH,KC,QH,8H,7D,c,c,win
KC,9D,7D,JC,JH,c,c,win
6S,KH,7S,QC,8C,c,c,loss
8C,JD,JC,AS,AC,c,c,win
KC,AD,QS,8H,TH,c,c,loss
9S,TS,TC,KS,9H,c,c,loss
TC,7H,QC,AD,9C,c,c,loss
QC,KS,AS,9D,JD,c,c,loss
9C,JH,8H,AC,QD,c,c,loss
9C,8H,QD,TH,9S,c,c,loss
8S,KD,9H,JS,QH,c,c,win
JD,9H,8D,7H,AD,c,c,loss
7D,8H,6C,AD,6S,c,c,win
JD,TD,7S,KH,KS,c,r,loss
KD,8D,TH,9H,7C,c,c,win
7H,AS,TC,8S,KC,c,c,win
8C,8D,7H,6H,TH,c,c,win
8C,6H,TD,7D,8H,c,c,loss
KS,AD,7S,JC,QC,c,c,loss
TS,QS,AD,QC,AC,c,c,win
QH,JC,KS,7C,JD,c,c,loss
6D,AS,QH,9C,8H,c,c,loss
9C,JH,TC,9D,TS,c,r,loss
JH,QH,AD,QC,AC,c,c,win
TH,8S,7H,JD,KD,c,c,loss
7S,6D,8H,QD,TS,c,c,loss
9S,JC,TD,KC,KH,c,r,loss
6C,KH,TD,QC,8C,c,c,loss
JS,QD,TD,TC,8C,c,c,loss
KH,KC,8S,JH,KD,c,c,win
8H,7S,KS,6C,AH,c,c,loss
JH,8C,KS,QS,JS,c,c,win
AC,QH,TS,JH,QC,c,c,win
AH,QD,QS,KS,KD,c,c,loss
QC,KC,6C,7H,JS,c,c,loss
KH,KC,TS,TD,8H,c,c,loss
8H,QS,KC,8S,AC,c,c,loss
6C,KH,TD,6S,7H,c,c,win
TC,8H,9H,8S,9S,c,c,loss
7C,9S,8S,TH,7S,c,c,loss
6D,QS,AH,AC,9S,c,c,loss
9C,QS,AH,JD,AC,c,r,loss
KS,9H,9D,7D,7S,c,r,loss
KS,AD,JC,AS,AH,c,c,win
TH,8C,9H,9C,KH,c,c,loss
QH,AD,9H,7C,8C,c,c,loss
KC,JC,6S,QH,8H,c,c,win
JC,8H,QC,AD,6S,c,c,loss
KH,QD,7H,JS,JD,c,c,win
KD,7S,6D,QH,KS,c,c,win
TD,9H,8D,TC,6H,c,c,win
8C,7S,AD,6H,JD,c,c,win
7C,TH,9C,8H,8D,c,c,win
8H,JS,9D,KC,JC,c,c,win
8D,6H,AH,TH,JS,c,c,loss
QC,6D,JD,KD,7H,c,c,loss
KC,6C,8C,JC,8D,c,c,win
JS,7H,6D,TD,QC,c,c,loss
7S,7D,QD,TC,KC,c,c,loss
8S,9C,7C,6D,TS,c,c,loss
QS,KC,TH,QC,8D,c,c,win
KS,JH,AS,JS,QH,c,c,loss
TD,AH,QD,7S,9H,c,c,loss
9H,JH,TS,9D,QC,c,c,win
8C,TS,QD,9C,AD,c,c,loss
8C,6D,9H,6H,AC,c,c,loss
9H,8H,6D,8S,8C,c,c,win
8H,QD,JS,6D,QC,c,c,loss
QC,8H,AD,KH,6H,c,c,win
TD,KS,AH,QD,8S,c,c,win
JC,8S,7C,6D,TC,c,c,win
JH,AD,TC,8H,QD,c,c,win
JH,JC,TH,6C,AS,c,c,win
QC,AH,KS,TD,6D,c,c,loss
KC,9D,QC,AS,QD,c,c,win
TH,JD,9S,AC,AD,c,c,win
9S,KS,6D,TD,KC,c,c,loss
AS,6H,JS,QH,TD,c,c,loss
8C,6D,JD,7S,9H,c,c,loss
KH,AH,7C,JC,6S,c,c,loss
AC,7D,TD,KH,8D,c,c,loss
9C,QC,8S,KD,AC,c,c,win
AH,QS,9S,TC,7H,c,c,loss
JD,KC,6D,9D,7C,c,c,win
7C,9S,6D,QC,JC,c,c,loss
JD,JS,9C,AS,6D,c,c,win
8H,QD,QH,AH,7S,c,c,win
7S,JC,JD,9C,QH,c,c,win
9C,QC,7D,QD,8H,c,c,loss
TC,QS,7H,8C,6H,c,c,loss
QH,TC,8D,TS,6D,c,c,win
7H,KS,9C,6H,JD,c,c,loss
TD,7C,8S,QD,6C,c,c,loss
9S,TC,AH,QC,AS,c,r,loss
6H,TS,7C,9S,QS,c,c,win
7C,AS,TD,KD,JH,c,c,loss
JC,QS,TD,8H,9H,c,c,win
KD,JH,JD,TS,AS,c,c,win
KD,JH,TS,6C,6S,c,c,win
TD,JS,8S,QD,6D,c,c,loss
7H,AH,JS,9S,TS,c,c,loss
JS,TS,KS,8C,JH,c,c,loss
8S,8D,7C,6D,JH,c,c,win
QH,6D,6S,8H,AC,c,c,win
QH,7S,8H,8S,7D,c,c,win
JC,TS,JS,8H,7C,c,c,win
7D,8S,KS,6H,AC,c,c,loss
JS,8C,JC,KD,TS,c,c,win
TS,JD,QC,JS,9S,c,c,win
6H,TC,6C,JC,7D,c,c,loss
8C,6S,6H,7H,KC,c,c,loss
KD,8H,8C,KS,8S,c,c,win
8H,6S,TD,JS,7S,c,c,win
9D,TH,6S,7C,7H,c,r,loss
KD,9S,AD,8C,9H,c,c,loss
9S,8D,JD,8S,6D,c,c,win
6S,6H,8H,9S,TD,c,c,win
8S,TD,6D,KC,8C,c,c,win
8S,JS,JD,AC,9D,c,c,loss
TC,6S,QH,AH,9H,c,c,win
AC,KS,8C,QH,8S,c,c,win
TD,AC,7C,JC,9S,c,c,win
JS,KS,8D,KC,7C,c,c,win
KS,AD,JC,AC,8H,c,c,loss
QC,6S,AS,QH,TH,c,c,win
AD,8D,7S,6S,8C,c,c,win
7S,AC,TH,KS,QS,c,c,loss
6D,QH,TC,6C,JH,c,c,win
9S,TC,6C,KS,AC,c,c,loss
7S,7D,KH,JC,AS,c,c,loss
QS,7D,JS,8C,JH,c,r,loss
7S,AH,TC,TH,QS,c,c,loss
KS,6C,KC,6D,7H,c,c,loss
AD,AS,JS,QC,KC,c,c,win
7H,QS,9S,QC,JD,c,c,loss
TH,7C,6S,AH,7D,c,c,loss
KH,8S,7C,TH,6H,c,c,loss
8D,JD,AS,KD,9S,c,c,loss
9D,AS,QH,7S,7C,c,c,win
6H,6S,TC,8C,QS,c,c,win
QD,KH,8H,AS,TH,c,c,win
6H,QD,QS,9D,AS,c,c,loss
JD,JH,8H,AC,7D,c,c,win
9D,6D,JH,6C,KH,c,c,win
9C,6C,TH,AC,8D,c,c,loss
JS,JD,KS,8H,6H,c,c,loss
9D,QS,JS,AD,KD,c,c,win
AD,7S,JD,TC,KS,c,c,loss
9C,QH,AD,7S,QC,c,c,win
AS,AH,7C,6D,7S,c,c,win
KD,7D,6S,KS,AD,c,c,win
TH,6D,7S,9D,9C,c,c,loss
6C,AD,QH,TS,8D,c,c,loss
QC,9H,8S,JD,9D,c,c,loss
7D,KD,9C,AS,KH,c,c,win
AC,7H,TD,TS,JC,c,c,win
KC,JC,TH,9D,QS,c,c,win
AH,9H,QC,7H,9S,c,c,loss
8H,QH,QC,9C,7S,c,c,win
AD,8C,KH,8S,6C,c,c,loss
6S,6H,8C,9D,TC,c,c,loss
JS,7D,8C,6H,QD,c,c,loss
JD,KH,9S,8H,TD,c,c,loss
7S,KS,JH,AC,AH,c,c,loss
JC,QH,JS,QD,QS,c,c,win
7S,7D,JS,KC,AS,c,r,loss
8D,6S,7S,AC,8C,c,c,win
KH,JD,8S,JS,8D,c,c,win
AD,AH,8D,6D,9D,c,c,win
JC,QD,KS,QS,QC,c,c,win
6H,TH,KS,KD,7C,c,c,loss
6C,AC,8S,6S,JS,c,c,loss
7D,JH,AD,8D,QD,c,c,win
9D,KS,9S,9H,TH,c,c,win
KD,6H,JC,9S,7H,c,c,win
9C,AS,TD,QC,8S,c,c,win
7S,9H,9C,TH,QC,c,c,loss
TH,JS,QD,6D,7C,c,c,win
9C,8H,QD,6C,AD,c,c,win
JD,KC,9H,JS,QH,c,c,win
9S,8D,7H,TH,TC,c,c,win
QC,6C,JS,9H,6H,c,c,loss
8S,6H,QD,AS,JH,c,c,win
KS,JD,9D,8S,8C,c,c,loss
9H,QC,7H,JD,8C,c,c,win
KD,7C,KS,JS,9D,c,c,win
JC,9C,TS,AH,QD,c,c,loss
KC,AD,TD,9S,9H,c,r,loss
7H,8S,KH,6C,JH,c,c,loss
TD,7S,AD,KD,8D,c,c,win
8H,9D,7S,8C,6C,c,c,win
JS,TH,TS,8H,TD,c,c,win
6D,AS,JD,AC,6C,c,c,win
KD,6S,TS,QD,AH,c,c,loss
AH,QD,QC,JD,KD,c,c,loss
JS,8S,QS,JH,6S,c,c,win
TS,AC,8C,TD,8D,c,c,win
9D,KC,TH,JC,6D,c,c,win
TH,7D,JS,QS,8S,c,c,loss
KH,AS,KS,8C,6S,c,c,win
QH,8D,TH,9H,AH,c,c,loss
6D,7H,QH,9D,JS,c,c,loss
TH,JS,AH,6H,7H,c,c,loss
JH,AD,JD,6D,QC,c,c,win
AH,AS,JH,AD,6D,c,c,win
AH,6C,AC,9S,TD,c,c,loss
9H,9C,9D,AH,8S,c,c,win
8D,KS,9D,AH,7D,c,c,loss
6C,QS,QD,7D,6H,c,c,loss
KD,QH,8S,JH,KS,c,c,win
6D,AC,TH,TC,QD,c,c,loss
QS,JH,9S,AH,QD,c,c,win
7H,TD,7S,KC,6D,c,c,loss
9D,QH,AD,8C,9H,c,r,loss
7H,TH,9D,6H,AH,c,c,win
6D,AC,7S,7H,TC,c,c,win
6D,KC,6H,9D,9C,c,c,loss
KC,JS,JH,QD,QS,c,c,win
JS,9C,KH,QH,7S,c,c,loss
6C,TC,QH,TH,KD,c,c,win
8C,TC,9C,9S,7S,c,c,loss
AD,KC,TH,8D,6H,c,c,win
9H,8C,7H,AS,7S,c,c,loss
8D,TC,9C,7S,JC,c,c,win
7C,6H,9H,6C,KH,c,c,win
KD,QD,8D,9D,7D,c,c,win
AD,8S,7H,QH,8D,c,c,loss
6D,JS,QS,TS,KD,c,c,win
QD,QH,AS,JD,9S,c,c,win
9S,QC,QD,8C,6H,c,c,win
AH,JC,KD,8S,6C,c,c,loss
7C,AH,QH,TS,QS,c,c,loss
8S,JD,6S,QH,AS,c,c,win
8D,6S,JS,7S,KC,c,c,loss
JS,TH,JD,QD,QH,c,r,loss
JD,JS,TS,6D,9C,c,c,win
7C,QH,9C,6D,QD,c,c,loss
AS,6C,TD,9H,JH,c,c,loss
8C,AD,QC,QD,6S,c,c,loss
KH,JD,6C,KD,JS,c,c,win
7D,QS,6C,8S,7S,c,c,loss
7S,8H,9S,TD,JS,c,c,loss
TH,KH,QD,KD,QC,c,c,win
6C,8D,QS,9H,TS,c,c,loss
9D,JC,TC,AC,9H,c,c,win
9S,8C,9C,8D,7C,c,c,win
JS,6H,AC,6C,9C,c,c,loss
JH,AS,7H,AD,7C,c,c,win
AH,6D,TS,KD,7S,c,c,loss
JS,AC,QC,8S,6H,c,c,win
KH,7S,6C,QC,AC,c,c,loss
8S,TC,AS,AD,QD,c,c,loss
9D,7H,7D,8S,TH,c,c,win
KC,7H,KD,8S,JC,c,c,win
9H,AD,KS,8S,7H,c,c,loss
QH,KD,AC,9S,QD,c,c,win
8H,QS,7S,6H,TD,c,c,loss
TD,TH,9S,JH,6H,c,c,win
AD,6C,KS,QD,KC,c,c,win
6C,8S,AC,TH,TS,c,r,loss
KC,JD,JH,TD,JC,c,c,win
QC,AD,9D,TS,AS,c,c,loss
QS,TC,TS,AD,8H,c,c,loss
JS,AD,KD,TD,9C,c,c,win
AH,KH,QD,AD,KD,c,c,win
9H,KD,KS,6C,JD,c,c,loss
QS,JC,KC,9C,8C,c,c,loss
